,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,ID_DISTRITO,PROPIETARIO,SHAPE
161,162,NO CATÓLICA,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,MORMONES,2,PRIVADO,"{'rings': [[[489828.14240000024, 1099364.9795999993], [489861.8800999997, 1099366.1970000006], [489862.05399999954, 1099356.1104000006], [489828.31630000006, 1099354.7192000002], [489828.14240000024, 1099364.9795999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
162,163,NO CATÓLICA,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,MORMONES,2,PRIVADO,"{'rings': [[[489825.9983000001, 1099377.2575000003], [489832.1138000004, 1099377.3577999994], [489832.61510000005, 1099367.3323999997], [489826.80040000007, 1099367.2322000004], [489825.9983000001, 1099377.2575000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
163,164,CATÓLICA,IGLESIA DULCE NOMBRE DE JESÚS - CASA CURAL,IGLESIA DULCE NOMBRE DE JESÚS,2,ESTADO,"{'rings': [[[489699.9902999997, 1098876.5518999994], [489706.1338999998, 1098876.3125999998], [489705.8147999998, 1098864.5042000003], [489704.2988, 1098864.5042000003], [489704.1392000001, 1098859.3180999998], [489707.1710999999, 1098859.3180999998], [489706.3733000001, 1098843.9192999993], [489699.59140000027, 1098844.1586000007], [489699.91060000006, 1098853.2543000001], [489699.9902999997, 1098876.5518999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
164,165,CATÓLICA,IGLESIA DE LA MERCED,IGLESIA DE LA MERCED,2,ESTADO,"{'rings': [[[490744.4369000001, 1099290.8661000002], [490744.2578999996, 1099288.9745000005], [490739.5541000003, 1099289.5376999993], [490729.6568999998, 1099290.5461], [490725.4968999997, 1099291.0359000005], [490722.5469000004, 1099291.3859], [490713.84690000024, 1099292.4058999997], [490705.51690000016, 1099293.3859], [490701.3169, 1099293.8759000003], [490697.21690000035, 1099294.3561000004], [490680.64690000005, 1099296.3059], [490683.18730000034, 1099320.2303], [490691.32689999975, 1099319.3661000002], [490712.02689999994, 1099316.9408999998], [490732.7269000001, 1099314.515900001], [490733.39690000005, 1099314.265900001], [490732.8668999998, 1099309.765900001], [490734.01690000016, 1099309.6359], [490735.1668999996, 1099309.5058999993], [490736.9369000001, 1099308.9359000009], [490737.32189999986, 1099308.7509000003], [490738.9968999997, 1099306.9659000002], [490739.39690000005, 1099304.2759000007], [490738.9735000003, 1099296.5594999995], [490741.64690000005, 1099296.2159000002], [490741.0235000001, 1099291.3062999994], [490744.4369000001, 1099290.8661000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
165,166,NO CATÓLICA,IGLESIA DE DIOS EVANGELIO COMPLETO - BARRIO CRISTO REY,DIOS EVANGELIO COMPLETO,3,PRIVADO,"{'rings': [[[490887.1593000004, 1097094.0558000002], [490897.69930000044, 1097093.1958000008], [490897.7093000002, 1097094.3357999995], [490914.7193, 1097093.105799999], [490913.6693000002, 1097080.4357999992], [490886.3992999997, 1097082.2958000004], [490887.1593000004, 1097094.0558000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
166,167,CATÓLICA,IGLESIA CATÓLICA DE CRISTO REY,IGLESIA CRISTO REY,3,ESTADO,"{'rings': [[[490613.69930000044, 1097086.1958000008], [490601.8492999999, 1097079.6358000003], [490591.4593000002, 1097089.2457999997], [490594.37930000015, 1097090.6958000008], [490589.2792999996, 1097100.3758000005], [490608.9593000002, 1097111.0658], [490609.4693, 1097111.3357999995], [490610.68429999985, 1097109.0708000008], [490615.45880000014, 1097100.1667999998], [490608.19240000006, 1097096.1421000008], [490613.69930000044, 1097086.1958000008]], [[490598.8355999999, 1097109.055400001], [490599.73929999955, 1097106.5658], [490596.06790000014, 1097105.1217], [490596.23929999955, 1097104.6857999992], [490581.0493000001, 1097099.1258000005], [490578.7093000002, 1097105.4758000001], [490575.89130000025, 1097104.5099999998], [490575.0393000003, 1097106.9957999997], [490577.80119999964, 1097107.9664999992], [490586.0109000001, 1097110.821799999], [490587.2792999996, 1097107.5558000002], [490589.42929999996, 1097108.4558000006], [490588.18929999974, 1097111.5957999993], [490593.9056000002, 1097113.5856999997], [490601.0712000001, 1097116.2689999994], [490603.18929999974, 1097110.6358000003], [490598.8355999999, 1097109.055400001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
167,169,CATÓLICA,IGLESIA NUESTRA SEÑORA DE LA MEDALLA MILAGROSA - CASA CURAL,IGLESIA MEDALLA MILAGROSA ,3,ESTADO,"{'rings': [[[490161.37009999994, 1097433.7388000004], [490159.85819999967, 1097431.1056999993], [490156.88549999986, 1097432.6108], [490155.6568, 1097430.3746000007], [490172.3411999997, 1097422.0840000007], [490173.41050000023, 1097424.3715000004], [490175.3591, 1097423.3750999998], [490176.4910000004, 1097425.9517], [490182.1168999998, 1097422.7775999997], [490180.9561999999, 1097420.4980999995], [490168.71800000034, 1097395.7993], [490165.50459999964, 1097397.1965999994], [490165.6807000004, 1097397.8940999992], [490143.1688000001, 1097408.9839999992], [490143.0772000002, 1097408.7950999998], [490139.0346999997, 1097410.7018999998], [490134.9922000002, 1097412.6086999997], [490136.4247000003, 1097415.3571000006], [490138.9556, 1097414.6950000003], [490142.7198000001, 1097422.3115999997], [490150.22020000033, 1097437.7138], [490150.6831, 1097438.6226000004], [490161.37009999994, 1097433.7388000004]], [[490151.98089999985, 1097422.5875000004], [490147.7742999997, 1097413.5467000008], [490164.4623999996, 1097405.6656], [490168.31630000006, 1097414.3599999994], [490151.98089999985, 1097422.5875000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
168,170,NO CATÓLICA,IGLESIA PENTECOSTAL,PENTECOSTAL,3,PRIVADO,"{'rings': [[[490607.86840000004, 1098005.5247000009], [490610.4855000004, 1098005.5610000007], [490623.26159999985, 1098005.7644999996], [490633.3206000002, 1098005.9241000004], [490649.25320000015, 1098006.1797000002], [490648.6688000001, 1097989.0262000002], [490606.68290000036, 1097988.1668999996], [490607.0851999996, 1097993.9959999993], [490607.86840000004, 1098005.5247000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
169,171,NO CATÓLICA,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,MORMONES,3,PRIVADO,"{'rings': [[[490137.7977999998, 1098139.1600000001], [490154.4040000001, 1098137.6917000003], [490152.1924999999, 1098114.0010000002], [490142.32469999976, 1098115.0987999998], [490142.17360000033, 1098113.8517000005], [490140.0582999997, 1098114.080600001], [490140.1394999996, 1098115.3383000009], [490135.54760000017, 1098115.5995000005], [490137.7977999998, 1098139.1600000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
170,172,CATÓLICA,IGLESIA DON SAN JUAN BOSCO,IGLESIA DON SAN JUAN BOSCO,3,ESTADO,"{'rings': [[[489975.85539999977, 1098341.2544999998], [489975.37679999974, 1098336.9242000002], [489976.42399999965, 1098336.7550000008], [489975.98790000007, 1098332.7039], [489976.5667000003, 1098332.6487000007], [489976.13350000046, 1098327.9185000006], [489976.03479999956, 1098326.8407000005], [489968.9604000002, 1098327.6011999995], [489967.5136000002, 1098327.7566999998], [489958.63320000004, 1098328.7058000006], [489958.6124, 1098328.7080000006], [489959.25659999996, 1098334.6927000005], [489950.6556000002, 1098335.6194000002], [489949.9469999997, 1098326.8366], [489945.7653999999, 1098327.1840000004], [489946.61369999964, 1098336.0482], [489938.2829, 1098336.9496], [489938.2368000001, 1098336.2709], [489939.90330000035, 1098336.1060000006], [489939.12650000025, 1098327.6665000003], [489919.1891000001, 1098329.5009000003], [489919.70880000014, 1098330.5398999993], [489922.3546000002, 1098332.0613000002], [489921.1639999999, 1098334.7071000002], [489922.68539999984, 1098337.0222999994], [489923.3468000004, 1098337.0222999994], [489923.6113999998, 1098338.1467000004], [489924.93429999985, 1098338.4112999998], [489925.4634999996, 1098339.3374000005], [489925.86039999966, 1098339.9988000002], [489929.2337999996, 1098340.7926000003], [489926.3894999996, 1098348.5316000003], [489931.0667000003, 1098355.7619000003], [489932.4929999998, 1098356.0782999992], [489934.2039000001, 1098358.6196999997], [489973.1777999997, 1098354.4224999994], [489976.29250000045, 1098345.4076000005], [489977.00289999973, 1098343.3516000006], [489975.85539999977, 1098341.2544999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
171,173,CATÓLICA,IGLESIA DE LA MERCED,IGLESIA DE LA MERCED,3,ESTADO,"{'rings': [[[490839.82660000026, 1098389.8223], [490838.51769999973, 1098378.3948], [490845.8682000004, 1098377.5527999997], [490850.1553999996, 1098372.3005], [490849.45710000023, 1098365.7548999991], [490843.79590000026, 1098361.5314000007], [490836.2433000002, 1098362.4186000004], [490835.0530000003, 1098351.1357000005], [490819.02969999984, 1098353.0358000007], [490820.32079999987, 1098364.4088000003], [490793.8035000004, 1098367.7058000006], [490794.46360000037, 1098373.3417000007], [490795.05869999994, 1098378.4012000002], [490795.6964999996, 1098383.7787999995], [490822.47389999963, 1098380.5107000005], [490823.87480000034, 1098391.864], [490839.82660000026, 1098389.8223]], [[490852.78170000017, 1098345.6996999998], [490852.3278000001, 1098323.0917000007], [490827.68939999957, 1098326.5402000006], [490828.2750000004, 1098332.7763999999], [490830.0365000004, 1098332.6318999995], [490831.2730999999, 1098341.8090000004], [490829.7572999997, 1098342.0723], [490830.5560999997, 1098348.6868999992], [490838.4167999998, 1098347.6272], [490852.78170000017, 1098345.6996999998]], [[490843.14070000034, 1098344.4366999995], [490841.61170000024, 1098333.0601000004], [490837.3208999997, 1098333.5545000006], [490837.1758000003, 1098331.8578999992], [490846.12430000026, 1098330.7084], [490846.40419999976, 1098343.9993999992], [490843.14070000034, 1098344.4366999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
172,174,CATÓLICA,IGLESIA DE MARÍA AUXILIADORA,IGLESIA DE MARÍA AUXILIADORA,3,ESTADO,"{'rings': [[[489578.4093000004, 1098464.1557999998], [489576.5692999996, 1098446.1258000005], [489576.5647, 1098446.080600001], [489573.18929999974, 1098446.4257999994], [489572.9593000002, 1098446.0458000004], [489538.19930000044, 1098449.5957999993], [489540.07930000033, 1098467.9357999992], [489578.4093000004, 1098464.1557999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
173,176,CATÓLICA,IGLESIA DE MARÍA AUXILIADORA - CASA CURAL,IGLESIA DE MARÍA AUXILIADORA ,3,ESTADO,"{'rings': [[[489587.5142999999, 1098413.2524999995], [489589.4252000004, 1098431.8246999998], [489592.80709999986, 1098431.3554999996], [489602.19930000044, 1098430.6757999994], [489615.62930000015, 1098428.9257999994], [489613.6392999999, 1098410.9558000006], [489591.48929999955, 1098413.1458], [489591.4792999998, 1098412.9658000004], [489587.5142999999, 1098413.2524999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
174,177,NO CATÓLICA,IGLESIA DE DIOS COMUNIDAD DE VIDA,COMUNIDAD DE VIDA,3,PRIVADO,"{'rings': [[[490630.34329999983, 1097710.2369], [490629.92679999955, 1097707.5436000004], [490629.3881999999, 1097707.6283], [490623.97229999956, 1097708.4463], [490614.02799999993, 1097709.9343999997], [490605.85919999983, 1097711.1567000002], [490602.9167999998, 1097711.6028000005], [490603.3108999999, 1097714.2804000005], [490630.34329999983, 1097710.2369]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
175,178,CATÓLICA,CATEDRAL METROPOLITANA,CATEDRAL METROPOLITANA,4,ESTADO,"{'rings': [[[491390.9079, 1098326.6240999997], [491390.6688000001, 1098323.1576000005], [491391.2664999999, 1098323.1576000005], [491391.98369999975, 1098329.6125000007], [491407.88210000005, 1098326.9826999996], [491408.47979999986, 1098324.7115000002], [491409.5555999996, 1098324.7115000002], [491408.71889999975, 1098313.2359999996], [491408.9539000001, 1098313.1689], [491409.5555999996, 1098312.9968999997], [491406.44770000037, 1098284.1886], [491370.1085000001, 1098287.5355999991], [491369.03270000033, 1098283.2323000003], [491360.90419999976, 1098284.0691], [491360.90419999976, 1098287.8943000007], [491323.96740000043, 1098290.8827], [491326.1190999998, 1098320.5277999993], [491362.0996000003, 1098316.9417000003], [491362.6973000001, 1098322.6794000007], [491371.6624999996, 1098321.7230999991], [491371.0647999998, 1098317.0612000003], [491381.34499999974, 1098315.8658000007], [491381.34499999974, 1098315.9734000005], [491381.34499999974, 1098321.0058999993], [491371.42339999974, 1098322.3208000008], [491372.49930000026, 1098332.6009999998], [491388.9952999996, 1098330.3298000004], [491390.9079, 1098326.6240999997]], [[491401.90529999975, 1098283.9495], [491399.5144999996, 1098256.6952], [491364.7293999996, 1098260.6399000008], [491366.0443000002, 1098272.7130999994], [491387.68039999995, 1098269.9638], [491387.68039999995, 1098271.5176999997], [491381.8230999997, 1098272.3544999994], [491382.1816999996, 1098274.5062000006], [491377.99789999984, 1098275.1038000006], [491378.59559999965, 1098281.7979000006], [491382.77940000035, 1098281.3197000008], [491382.77940000035, 1098283.3519000001], [491389.35390000045, 1098282.7542000003], [491389.7125000004, 1098285.2644999996], [491401.90529999975, 1098283.9495]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
176,179,CATÓLICA,CASA ARZOBISPAL,CASA ARZOBISPAL,4,ESTADO,"{'rings': [[[491361.59449999966, 1098249.0480000004], [491361.6381000001, 1098248.9027999993], [491382.2631000001, 1098246.6425], [491382.27109999955, 1098246.6942999996], [491382.54559999984, 1098246.3599999994], [491377.88379999995, 1098207.3702000007], [491377.8864000002, 1098207.2980000004], [491378.4489000002, 1098191.5483], [491378.30759999994, 1098191.5483], [491371.9506000001, 1098191.5483], [491372.23309999984, 1098202.9909000006], [491363.75710000005, 1098203.8385000005], [491363.64329999965, 1098194.7394999992], [491357.4001000002, 1098194.9386999998], [491357.91980000027, 1098202.2535999995], [491358.3914000001, 1098208.8906999994], [491361.2143000001, 1098248.6203000005], [491361.59449999966, 1098249.0480000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
177,180,CATÓLICA,IGLESIA LA DOLOROSA,IGLESIA LA DOLOROSA,4,ESTADO,"{'rings': [[[491336.2241000002, 1097910.2734999992], [491292.2542000003, 1097913.5376999993], [491292.9689999996, 1097923.1336000003], [491300.2567999996, 1097922.4876000006], [491321.2260999996, 1097920.6289000008], [491336.9137000004, 1097919.2382999994], [491336.2241000002, 1097910.2734999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
178,182,NO CATÓLICA,SALÓN DEL REINO DE LOS TESTIGOS DE JEHOVÁ,TESTIGOS DE JEHOVÁ,4,PRIVADO,"{'rings': [[[491548.48220000044, 1097299.9758000001], [491548.42870000005, 1097298.4718999993], [491547.5672000004, 1097274.2482999992], [491547.4974999996, 1097272.2879000008], [491546.98819999956, 1097272.3019999992], [491542.5016000001, 1097272.4262000006], [491538.7888000002, 1097272.5288999993], [491539.1386000002, 1097285.3966000006], [491539.1880999999, 1097287.2177000009], [491539.49349999987, 1097298.4527000003], [491539.5349000003, 1097299.9758000001], [491548.48220000044, 1097299.9758000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
179,183,CATÓLICA,IGLESIA PARROQUIA BARRIO LA CRUZ - DESPACHO PARROQUIAL,PARROQ. BO. LA CRUZ ,4,ESTADO,"{'rings': [[[491900.57100000046, 1096960.3285000008], [491897.42540000007, 1096933.8394000009], [491896.23539999966, 1096923.8187000006], [491885.85699999984, 1096925.1324000005], [491886.97699999996, 1096936.492900001], [491889.05709999986, 1096936.3329000007], [491889.6712999996, 1096940.6318999995], [491889.69710000046, 1096940.6531000007], [491890.4972000001, 1096945.9332999997], [491887.7770999996, 1096946.0932999998], [491888.73709999956, 1096952.9736000001], [491890.01719999965, 1096952.9736000001], [491891.24959999975, 1096961.3763999995], [491900.57100000046, 1096960.3285000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
180,184,CATÓLICA,IGLESIA PARROQUIA BARRIO LA CRUZ,PARROQ. BO. LA CRUZ,4,ESTADO,"{'rings': [[[491904.4678999996, 1096978.6355000008], [491887.63430000003, 1096980.7223000005], [491887.6129999999, 1096980.4401999991], [491887.35259999987, 1096980.7223000005], [491888.0301000001, 1096987.2029], [491888.65950000007, 1096993.2233000007], [491889.04959999956, 1096996.9547000006], [491889.71190000046, 1097003.2893000003], [491890.21920000017, 1097008.1421000008], [491893.99700000044, 1097007.637599999], [491894.1127000004, 1097007.4813], [491907.0696999999, 1097006.9178999998], [491904.5345999999, 1096978.8914], [491904.4678999996, 1096978.6355000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
181,185,CATÓLICA,IGLESIA PARROQUIA BARRIO LA CRUZ - SALÓN PARROQUIAL,PARROQ. BO. LA CRUZ,4,ESTADO,"{'rings': [[[491862.1333999997, 1097011.8933000006], [491871.1409, 1097010.6903000008], [491877.18900000025, 1097009.8825000003], [491890.21920000017, 1097008.1421000008], [491889.71190000046, 1097003.2893000003], [491861.57660000026, 1097006.3255000003], [491862.1333999997, 1097011.8933000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
182,186,NO CATÓLICA,IGLESIA MISIONERA DE RESTAURACIÓN EL ALFARERO,EL ALFARERO,4,PRIVADO,"{'rings': [[[491973.9084999999, 1097207.9056000002], [491972.4682, 1097207.17], [491953.9353, 1097197.7041999996], [491951.6924999999, 1097196.5587000009], [491948.8826000001, 1097202.0132], [491947.26219999976, 1097201.3650000002], [491950.9353, 1097193.1546], [491946.3979000002, 1097192.0743000004], [491946.0170999998, 1097191.7135000005], [491941.0108000003, 1097190.3960999995], [491936.70210000034, 1097204.0651999991], [491942.34800000023, 1097206.4423999991], [491939.07930000033, 1097213.5742000006], [491940.2679000003, 1097214.4656000007], [491937.31010000035, 1097221.4101999998], [491942.1994000003, 1097223.2316999994], [491943.95150000043, 1097220.4574999996], [491943.83380000014, 1097219.9629999995], [491946.8931999998, 1097213.9945999999], [491949.8370000003, 1097208.2517000008], [491952.8969999999, 1097202.2822999991], [491969.51489999983, 1097210.3510999996], [491971.9051999999, 1097211.5117000006], [491973.9084999999, 1097207.9056000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
183,187,NO CATÓLICA,TEMPLO ADVENTISTA,TEMPLO ADVENTISTA,4,PRIVADO,"{'rings': [[[492141.5390999997, 1097966.4787000008], [492141.4417000003, 1097966.4861999992], [492139.72559999954, 1097966.6187999994], [492139.92360000033, 1097971.0749999993], [492152.34190000035, 1097976.8659000006], [492151.9528999999, 1097971.5036999993], [492154.7240000004, 1097971.1215000004], [492155.0915000001, 1097970.9836999997], [492154.6381000001, 1097965.2715000007], [492154.7240000004, 1097965.1971000005], [492155.9661999997, 1097965.1971000005], [492154.5253999997, 1097948.9686999992], [492153.84860000014, 1097941.3460000008], [492153.1133000003, 1097935.0100999996], [492152.83939999994, 1097933.8231000006], [492138.95990000013, 1097934.5536000002], [492141.5390999997, 1097966.4787000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
184,188,CATÓLICA,TEMPLO VOTIVO DEL SAGRADO CORAZÓN,SAGRADO CORAZÓN,4,ESTADO,"{'rings': [[[492691.8985000001, 1098017.2869000006], [492695.0396999996, 1098017.8331000004], [492695.96190000046, 1098000.9252000004], [492700.33770000003, 1098001.2898999993], [492700.824, 1097995.4553999994], [492696.5696999999, 1097994.7260999996], [492696.32660000026, 1097989.8641], [492699.00069999974, 1097983.3003000002], [492692.8015999999, 1097977.1011999995], [492688.9118999997, 1097969.3219000008], [492686.9671, 1097964.4597999994], [492688.0610999996, 1097961.1779999994], [492686.2969000004, 1097960.9963000007], [492679.8668999998, 1097960.3344], [492679.79559999984, 1097960.3270999994], [492673.96109999996, 1097964.3383000009], [492674.8119999999, 1097967.4986000005], [492665.20940000005, 1097970.5373999998], [492660.7120000003, 1097969.3219000008], [492658.3054999998, 1097972.0172000006], [492661.9275000002, 1097991.4441999998], [492658.76719999965, 1097993.5106000006], [492660.3474000003, 1097999.5881999992], [492665.57409999985, 1097996.1846999992], [492678.9446999999, 1097997.4002], [492680.40330000035, 1098007.9751999993], [492683.6852000002, 1098009.7984999996], [492692.92310000025, 1098005.7873], [492692.8015999999, 1098010.8924000002], [492692.0723000001, 1098010.7709], [492691.8985000001, 1098017.2869000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
185,189,CATÓLICA,TEMPLO VOTIVO DEL SAGRADO CORAZÓN - CASA CURAL,SAGRADO CORAZÓN ,4,ESTADO,"{'rings': [[[492715.3507000003, 1098007.7101000007], [492716.5739000002, 1097992.7686], [492712.6144000003, 1097992.4166], [492712.9791000001, 1097989.0132], [492716.8814000003, 1097989.0132], [492717.8103, 1097977.6677], [492718.3755999999, 1097970.7621], [492719.0354000004, 1097962.7040999997], [492719.13769999985, 1097961.454500001], [492691.9506999999, 1097959.354699999], [492690.7352, 1097965.5537999999], [492693.04470000044, 1097965.5537999999], [492692.6799999997, 1097972.2391], [492696.93429999985, 1097972.7252999991], [492696.32660000026, 1097978.1951000001], [492704.71360000037, 1097979.1675000004], [492702.8903000001, 1098006.7597000003], [492715.3507000003, 1098007.7101000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
186,190,CATÓLICA,IGLESIA CATÓLICA BARRIO LUJÁN - OFICINAS ADMINISTRATIVAS,IGLESIA CATÓLICA BO. LUJÁN ,4,ESTADO,"{'rings': [[[492208.4638, 1097669.759299999], [492207.84059999976, 1097670.2149999999], [492199.99710000027, 1097675.9507], [492201.59169999976, 1097678.3006999996], [492200.48979999963, 1097679.0019000005], [492198.74789999984, 1097676.8641], [492180.75519999955, 1097690.0212999992], [492182.1325000003, 1097691.6938000005], [492182.15759999957, 1097691.6742000002], [492184.8624, 1097694.9800000004], [492184.73790000007, 1097695.0764000006], [492185.06269999966, 1097695.330600001], [492190.7726999996, 1097701.6416999996], [492190.94770000037, 1097701.7370999996], [492190.87289999984, 1097701.6416999996], [492202.9941999996, 1097692.5256999992], [492202.9941999996, 1097692.4255], [492200.69020000007, 1097689.9211], [492202.4631000003, 1097688.6131999996], [492200.48979999963, 1097686.0143], [492202.5935000004, 1097684.4113999996], [492204.50739999954, 1097687.1051000003], [492214.4428000003, 1097679.7756999992], [492215.32600000035, 1097679.1241999995], [492208.4638, 1097669.759299999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
187,191,CATÓLICA,IGLESIA CATÓLICA BARRIO LUJÁN - SALÓN MULTIUSO,IGLESIA CATÓLICA BO. LUJÁN ,4,ESTADO,"{'rings': [[[492191.8280999996, 1097650.0595999993], [492176.5105999997, 1097662.1458], [492173.7751000002, 1097664.3040999994], [492170.82320000045, 1097666.6333000008], [492166.92420000024, 1097669.7097999994], [492163.84360000025, 1097672.1404999997], [492160.52109999955, 1097674.7621], [492163.6961000003, 1097678.8392999992], [492163.4930999996, 1097678.9755000006], [492163.72530000005, 1097679.1020999998], [492168.2525000004, 1097684.7119999994], [492168.33330000006, 1097684.7119999994], [492190.2030999996, 1097667.0349000003], [492185.2128999997, 1097660.6108], [492194.6113, 1097653.4597999994], [492191.8280999996, 1097650.0595999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
188,192,NO CATÓLICA,CONGREGACIÓN CRISTIANA DE COSTA RICA,CONGREGACIÓN CRISTIANA DE C.R.,4,PRIVADO,"{'rings': [[[491668.6886, 1097263.2517000008], [491651.9639999997, 1097264.2566], [491652.58210000023, 1097270.919399999], [491669.2718000002, 1097269.7798999995], [491668.6886, 1097263.2517000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
189,193,NO CATÓLICA,IGLESIA CATEDRAL PENTECOSTAL DEL ESPÍRITU SANTO,PENTECOSTAL DEL ESPÍRITU SANTO,4,PRIVADO,"{'rings': [[[491536.7335999999, 1097037.1473999992], [491536.49619999994, 1097008.1106000002], [491531.1944000004, 1097008.6358000003], [491531.2284000004, 1097009.6568999998], [491528.89180000033, 1097009.6568999998], [491528.8312999997, 1097008.8698999994], [491524.3883999996, 1097009.3100000005], [491524.51070000045, 1097010.5330999997], [491518.27979999967, 1097011.5066999998], [491518.27979999967, 1097012.9671], [491513.0724999998, 1097013.231899999], [491515.84470000025, 1097035.2640000004], [491516.91669999994, 1097035.0673999991], [491517.11149999965, 1097034.2885999996], [491533.9545, 1097041.5903999992], [491537.22759999987, 1097041.6841000002], [491536.7335999999, 1097037.1473999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
190,194,CATÓLICA,IGLESIA PARROQUIA BARRIO LA CRUZ - CASA CURAL,PARROQ. BARRIO LA CRUZ,4,ESTADO,"{'rings': [[[491904.2421000004, 1096974.2756999992], [491904.6754999999, 1096978.6097999997], [491904.4678999996, 1096978.6355000008], [491904.5345999999, 1096978.8914], [491907.0696999999, 1097006.9178999998], [491914.5248999996, 1097006.1577000003], [491913.4012000002, 1096995.1820999999], [491908.6189000001, 1096995.6510000005], [491908.47809999995, 1096993.2567999996], [491913.1798999999, 1096993.0217000004], [491912.24060000014, 1096983.8469999991], [491911.18259999994, 1096973.5145999994], [491904.2421000004, 1096974.2756999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
191,195,NO CATÓLICA,IGLESIA CUADRANGULAR,CUADRANGULAR,4,PRIVADO,"{'rings': [[[491872.65890000015, 1097110.3739], [491896.0696999999, 1097108.1259000003], [491895.69739999995, 1097101.1129], [491891.9556999998, 1097101.3047000002], [491891.1568, 1097094.5140000004], [491891.45519999973, 1097094.4891], [491891.29000000004, 1097094.2477000002], [491871.23419999983, 1097095.2828000002], [491872.65890000015, 1097110.3739]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
192,196,NO CATÓLICA,IGLESIA CUADRANGULAR,CUADRANGULAR,4,PRIVADO,"{'rings': [[[491894.39219999965, 1097080.4218000006], [491871.6381000001, 1097082.6119999997], [491870.3755999999, 1097086.1890999991], [491871.23419999983, 1097095.2828000002], [491891.29000000004, 1097094.2477000002], [491891.45519999973, 1097094.4891], [491895.3284999998, 1097094.1664000005], [491894.6188000003, 1097080.7994], [491894.5899, 1097080.7512999997], [491894.39219999965, 1097080.4218000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
193,197,CATÓLICA,IGLESIA NUESTRA SEÑORA DE LA SOLEDAD,IGLESIA LA SOLEDAD,4,ESTADO,"{'rings': [[[491876.29729999974, 1098179.6706000008], [491838.72279999964, 1098182.4002999999], [491812.2580000004, 1098184.5098], [491814.55929999985, 1098205.7967000008], [491857.7083999999, 1098200.427100001], [491858.8591, 1098210.0157999992], [491877.2692999998, 1098206.5637999997], [491876.29729999974, 1098179.6706000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
194,198,CATÓLICA,IGLESIA NUESTRA SEÑORA DE LA SOLEDAD - CASA CURAL,IGLESIA LA SOLEDAD ,4,ESTADO,"{'rings': [[[491876.29729999974, 1098179.6706000008], [491876.11870000046, 1098174.7292999998], [491872.6667999998, 1098172.0445000008], [491837.38040000014, 1098176.4552999996], [491838.72279999964, 1098182.4002999999], [491876.29729999974, 1098179.6706000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
