,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,ID_DISTRITO,PROPIETARIO,SHAPE
30,31,NO CATÓLICA,CONDOMINIO ASTURIAS - IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,9,PRIVADO,"{'rings': [[[485771.1690999996, 1101123.1294999998], [485769.34389999975, 1101123.1294999998], [485758.3038999997, 1101125.4855000004], [485760.39070000034, 1101135.852499999], [485775.3350999998, 1101132.5538999997], [485775.0658999998, 1101131.0055], [485772.9791000001, 1101131.4767000005], [485771.1690999996, 1101123.1294999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
31,32,CATÓLICA,PARROQUIA MARÍA REINA DEL UNIVERSO,PARROQ. MARÍA REINA,9,ESTADO,"{'rings': [[[485004.95889999997, 1099998.6327], [484995.7865000004, 1099975.5505], [484995.1514999997, 1099975.3387000002], [484992.3705000002, 1099968.7668999992], [484982.99990000017, 1099972.4693], [484988.4162999997, 1099987.8732999992], [484995.0563000003, 1100002.8343000002], [485004.95889999997, 1099998.6327]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
32,33,NO CATÓLICA,SALÓN DEL REINO DE LOS TESTIGOS DE JEHOVÁ,TESTIGOS DE JEHOVÁ,9,PRIVADO,"{'rings': [[[486165.28029999975, 1099382.9101], [486153.87509999983, 1099387.6115000006], [486154.8103, 1099390.0932999998], [486153.49810000043, 1099390.5855], [486155.3025000002, 1099395.6702999994], [486156.8881000001, 1099395.0143], [486157.1615000004, 1099395.4515000004], [486168.37009999994, 1099391.132099999], [486165.28029999975, 1099382.9101]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
33,34,CATÓLICA,PARROQUIA DE NUESTRA SEÑORA DE LORETO - CAPILLA,PARROQ. DE LORETO,9,ESTADO,"{'rings': [[[486258.79839999974, 1099430.7907999996], [486252.9353, 1099418.2018999998], [486251.2681, 1099414.6223000009], [486246.8677000003, 1099416.9023000002], [486246.05730000045, 1099415.0516999997], [486243.0664999997, 1099416.4320999999], [486243.76669999957, 1099418.3326999992], [486238.67509999964, 1099420.6932999995], [486237.3772999998, 1099424.1923999991], [486245.0405000001, 1099427.5308999997], [486257.0262000002, 1099431.4997000005], [486258.79839999974, 1099430.7907999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
34,35,NO CATÓLICA,IGLESIA NO CATÓLICA - PRECARIO EL RELLENO,IGLESIA NO CATÓLICA,9,PRIVADO,"{'rings': [[[483128.27529999986, 1100512.5917000007], [483124.38719999976, 1100514.3807999995], [483112.4436999997, 1100519.8622999992], [483116.35479999986, 1100527.5945999995], [483118.15529999975, 1100531.1557], [483118.7253999999, 1100532.2760000005], [483134.6002000002, 1100524.3337999992], [483131.2692, 1100517.4916999992], [483128.8501000004, 1100512.5077], [483128.27529999986, 1100512.5917000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
35,36,NO CATÓLICA,SALÓN DEL REINO DE LOS TESTIGOS DE JEHOVÁ,TESTIGOS DE JEHOVÁ,9,PRIVADO,"{'rings': [[[482720.5900999997, 1100977.7243000008], [482737.6852000002, 1100969.7020999994], [482737.9952999996, 1100970.3323], [482739.1015999997, 1100973.1125000007], [482743.74679999985, 1100970.9059999995], [482742.61670000013, 1100968.1615999993], [482737.3351999996, 1100956.2281], [482738.8203999996, 1100955.6237000003], [482737.1068000002, 1100952.0550999995], [482732.43850000016, 1100954.3868000004], [482733.5840999996, 1100956.9483000003], [482715.1786000002, 1100965.6907000002], [482720.5900999997, 1100977.7243000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
36,37,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,9,PRIVADO,"{'rings': [[[482538.7516000001, 1101262.9949999992], [482546.9501, 1101260.5727999993], [482547.6233999999, 1101260.3739], [482545.8766999999, 1101254.42], [482543.95239999983, 1101247.8608999997], [482543.06740000006, 1101244.8443999998], [482532.0580000002, 1101247.9486999996], [482536.6032999996, 1101263.6297999993], [482538.7516000001, 1101262.9949999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
37,38,NO CATÓLICA,IGLESIA PUERTA DE FE,PUERTA DE FE,9,PRIVADO,"{'rings': [[[483101.6799999997, 1100959.5291000009], [483112.2603000002, 1100955.1095000003], [483104.3585999999, 1100936.5604999997], [483093.7781999996, 1100941.9846], [483101.6799999997, 1100959.5291000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
38,39,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,9,PRIVADO,"{'rings': [[[482969.5636, 1101230.4474], [482970.0614, 1101219.8420000002], [482971.29289999977, 1101220.0401000008], [482971.77720000036, 1101220.1212000009], [482971.77720000036, 1101224.4079], [482973.68759999983, 1101224.454500001], [482973.7860000003, 1101223.7697], [482974.85250000004, 1101223.7555], [482974.66610000003, 1101226.4580000006], [482976.6715000002, 1101226.8858000003], [482977.46169999987, 1101227.0636999998], [482981.7483999999, 1101226.4113999996], [482980.39719999954, 1101218.8630999997], [482981.09609999973, 1101218.4438000005], [482980.9562999997, 1101218.0243999995], [482982.8256000001, 1101217.7093000002], [482983.7520000003, 1101217.5584999993], [482983.35809999984, 1101214.6981000006], [482982.8099999996, 1101214.7477000002], [482982.80929999985, 1101214.6130999997], [482980.5027999999, 1101214.6568], [482977.2823000001, 1101214.7177000009], [482975.15380000044, 1101214.634299999], [482974.1665000003, 1101215.2454000004], [482974.1202999996, 1101215.5228000004], [482972.50270000007, 1101215.6152], [482972.41029999964, 1101215.1992000006], [482971.5982999997, 1101215.2298000008], [482971.0700000003, 1101215.2454000004], [482970.9545999998, 1101214.4695999995], [482970.3929000003, 1101214.4475999996], [482965.8662999999, 1101214.2701999992], [482960.3276000004, 1101214.053200001], [482955.44039999973, 1101213.6451999992], [482949.4046, 1101213.1449999996], [482948.6986999996, 1101229.1176999994], [482950.80009999964, 1101229.2515999991], [482954.6978000002, 1101229.4997000005], [482959.7189999996, 1101229.8199000005], [482965.0593999997, 1101230.1601999998], [482966.2734000003, 1101230.2376000006], [482966.2324999999, 1101231.9094999991], [482969.4940999998, 1101231.9094999991], [482969.5636, 1101230.4474]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
39,40,NO CATÓLICA,IGLESIA MINISTERIO RED DE VIDA,RED DE VIDA,9,PRIVADO,"{'rings': [[[482296.7444000002, 1100991.5283000004], [482290.4176000003, 1100983.1853], [482287.8174999999, 1100985.0545000006], [482287.44990000036, 1100985.3572000004], [482286.3850999996, 1100984.0196000002], [482282.0049999999, 1100986.6614999995], [482281.44880000036, 1100985.5491000004], [482278.0421000002, 1100987.3567999993], [482278.5982999997, 1100988.6777999997], [482275.88680000044, 1100990.2073], [482273.8706, 1100985.8968000002], [482267.3043999998, 1100989.1798], [482266.3618000001, 1100989.6511000004], [482268.23900000006, 1100994.1702999994], [482265.9446999999, 1100995.0045999996], [482268.2054000003, 1100999.178200001], [482269.7592000002, 1101002.3265000004], [482271.22860000003, 1101005.3638000004], [482270.8356999997, 1101008.6645999998], [482270.858, 1101009.5621000007], [482270.92030000035, 1101011.6469999999], [482270.14159999974, 1101011.6823999994], [482270.56630000006, 1101012.1071000006], [482269.88800000027, 1101022.3048], [482280.85280000046, 1101015.1565000005], [482283.95330000017, 1101013.1366000008], [482288.94130000006, 1101009.8694000002], [482293.2388000004, 1101007.0903999992], [482297.00989999995, 1101004.0896000005], [482297.6481999997, 1101003.6952], [482297.5119000003, 1101001.8563], [482296.82710000034, 1100992.6141], [482296.7444000002, 1100991.5283000004]], [[482269.44849999994, 1101022.4789000005], [482269.8718999997, 1101009.7788999993], [482261.77749999985, 1101015.0682999995], [482255.2226, 1101019.3516000006], [482248.49349999987, 1101023.7489], [482252.0917999996, 1101033.3796999995], [482257.06599999964, 1101030.8397000004], [482260.58910000045, 1101028.8825000003], [482264.68599999975, 1101026.6064], [482267.5695000002, 1101024.1074], [482269.44849999994, 1101022.4789000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
40,41,NO CATÓLICA,IGLESIA RED DE VIDA,RED DE VIDA,9,PRIVADO,"{'rings': [[[482287.81879999954, 1100985.0570999999], [482287.8174999999, 1100985.0545000006], [482287.44990000036, 1100985.3572000004], [482287.7823000001, 1100985.114], [482287.81879999954, 1100985.0570999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
41,42,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,9,PRIVADO,"{'rings': [[[482928.24399999995, 1101073.864600001], [482927.25989999995, 1101071.5545000006], [482921.6969999997, 1101073.9308000002], [482920.38800000027, 1101074.5872000009], [482921.84499999974, 1101079.1578000002], [482918.96829999983, 1101080.2566], [482920.98330000043, 1101086.8588999994], [482921.25879999995, 1101087.7303999998], [482929.40589999966, 1101084.5776000004], [482930.76630000025, 1101084.0474999994], [482932.2578999996, 1101083.4461000003], [482928.24399999995, 1101073.864600001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
42,43,NO CATÓLICA,IGLESIA EVANGÉLICA BAUTISTA,IGLESIA EVANGÉLICA BAUTISTA,9,PRIVADO,"{'rings': [[[483033.1135999998, 1100822.3649000004], [483030.2226, 1100816.2123000007], [483027.0058000004, 1100817.7706000004], [483018.94770000037, 1100821.6736999992], [483024.7896999996, 1100833.8583000004], [483026.7899000002, 1100838.0285999998], [483032.3415000001, 1100835.3279], [483030.3359000003, 1100831.1401000004], [483027.42009999976, 1100825.0548], [483030.0053000003, 1100823.8330000006], [483033.1135999998, 1100822.3649000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
43,44,NO CATÓLICA,IGLESIA EVANGÉLICA BAUTISTA,IGLESIA EVANGÉLICA BAUTISTA,9,PRIVADO,"{'rings': [[[483040.17030000035, 1100824.4729999993], [483034.5077999998, 1100812.9283000007], [483029.77859999985, 1100815.2079000007], [483030.2226, 1100816.2123000007], [483033.1135999998, 1100822.3649000004], [483035.14240000024, 1100826.9154000003], [483040.17030000035, 1100824.4729999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
44,45,NO CATÓLICA,IGLESIA EVANGÉLICA BAUTISTA,IGLESIA EVANGÉLICA BAUTISTA,9,PRIVADO,"{'rings': [[[483041.51829999965, 1100809.5490000006], [483034.5077999998, 1100812.9283000007], [483040.17030000035, 1100824.4729999993], [483047.06599999964, 1100821.1238000002], [483041.51829999965, 1100809.5490000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
45,46,NO CATÓLICA,IGLESIA NO CATÓLICA - MINISTERIOS VIZTOS,MINISTERIOS VIZTOS,9,PRIVADO,"{'rings': [[[484319.94880000036, 1100225.5307], [484309.9391000001, 1100192.7673000004], [484291.7253999999, 1100199.173800001], [484288.39439999964, 1100190.5612000003], [484281.699, 1100193.0713], [484302.4419, 1100234.5785000008], [484319.94880000036, 1100225.5307]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
46,47,NO CATÓLICA,IGLESIA NO CATÓLICA - MINISTERIOS VIZTOS,MINISTERIOS VIZTOS,9,PRIVADO,"{'rings': [[[484286.89410000015, 1100222.1966999993], [484294.4633999998, 1100218.6131999996], [484285.8662999999, 1100201.4101], [484278.29810000025, 1100204.8123000003], [484286.89410000015, 1100222.1966999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
47,48,CATÓLICA,IGLESIA NUESTRA SEÑORA DE FÁTIMA - CASA CURAL,IGLESIA DE FÁTIMA,10,ESTADO,"{'rings': [[[488545.5033999998, 1096401.4462000001], [488543.74349999987, 1096411.8855000008], [488560.17870000005, 1096431.5205000006], [488567.93819999974, 1096425.7008999996], [488563.46160000004, 1096420.0305000003], [488564.6553999996, 1096419.2843999993], [488559.8803000003, 1096411.9726], [488556.7467, 1096413.4648000002], [488545.5033999998, 1096401.4462000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
48,49,NO CATÓLICA,IGLESIA CRISTIANA TORRE LA ORACIÓN,TORRE LA ORACIÓN,11,PRIVADO,"{'rings': [[[490733.0368999997, 1096443.4177], [490729.1098999996, 1096444.3293999992], [490719.5011999998, 1096446.5601000004], [490720.1495000003, 1096448.9539], [490717.71970000025, 1096448.9908000007], [490716.45150000043, 1096449.3188000005], [490717.2270999998, 1096454.0537], [490717.6785000004, 1096456.8090000004], [490718.84499999974, 1096456.7192000002], [490734.9593000002, 1096453.0834], [490734.68369999994, 1096451.3904999997], [490733.6361999996, 1096446.1527999993], [490733.0368999997, 1096443.4177]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
49,50,NO CATÓLICA,IGLESIA JESÚS REY DE AMOR,JESÚS REY DE AMOR,11,PRIVADO,"{'rings': [[[492124.33299999963, 1095730.9506], [492123.90859999973, 1095729.9458000008], [492121.63439999986, 1095730.8476], [492120.36510000005, 1095731.4309999999], [492115.33579999954, 1095734.0921], [492125.7067, 1095754.4152000006], [492129.4179999996, 1095761.6072000004], [492134.15020000003, 1095753.9521999992], [492135.5351999998, 1095751.7117999997], [492124.33299999963, 1095730.9506]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
50,51,NO CATÓLICA,IGLESIA TU CASA,IGLESIA TU CASA,11,PRIVADO,"{'rings': [[[490587.64350000024, 1095471.9697999991], [490580.8493999997, 1095453.5851000007], [490579.88239999954, 1095450.9682999998], [490579.5683000004, 1095450.1184], [490577.1010999996, 1095443.507099999], [490569.80150000006, 1095445.5253999997], [490570.44770000037, 1095447.2753999997], [490571.6239, 1095450.4603000004], [490572.79360000044, 1095453.6280000005], [490572.98510000017, 1095454.1465000007], [490575.9380000001, 1095462.3663999997], [490581.32969999965, 1095477.375], [490585.42289999966, 1095473.5593999997], [490587.69689999986, 1095472.3929999992], [490587.64350000024, 1095471.9697999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
51,52,NO CATÓLICA,IGLESIA EVANGÉLICA PENTECOSTES EL BUEN SAMARITANO,PENTECOSTES EL BUEN SAMARITANO,11,PRIVADO,"{'rings': [[[491208.6316999998, 1095412.3483000007], [491209.54789999966, 1095408.0615999997], [491183.93539999984, 1095407.3436999992], [491183.5669, 1095411.5249000005], [491208.6316999998, 1095412.3483000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
52,53,CATÓLICA,IGLESIA SAN JOSÉ OBRERO - CAPILLA DE VELACIÓN,IGLESIA SAN JOSÉ OBRERO ,11,ESTADO,"{'rings': [[[491197.7429999998, 1095475.2267000005], [491199.25829999987, 1095460.5310999993], [491185.59449999966, 1095461.3412999995], [491170.5025000004, 1095462.2361999992], [491163.20150000043, 1095462.8786999993], [491164.534, 1095472.2425999995], [491165.21839999966, 1095476.5010000002], [491179.6169999996, 1095475.9368999992], [491197.7429999998, 1095475.2267000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
53,54,NO CATÓLICA,IGLESIA TU CASA,IGLESIA TU CASA,11,PRIVADO,"{'rings': [[[490581.32969999965, 1095477.375], [490575.9380000001, 1095462.3663999997], [490572.98510000017, 1095454.1465000007], [490572.79360000044, 1095453.6280000005], [490556.7730999999, 1095460.6736999992], [490561.6604000004, 1095471.576199999], [490572.78809999954, 1095466.6345000006], [490577.86340000015, 1095479.6184999999], [490578.7114000004, 1095481.7879000008], [490580.8770000003, 1095477.7970000003], [490581.32969999965, 1095477.375]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
54,55,CATÓLICA,IGLESIA DE SAN SEBASTIÁN - CAPILLA DE VELACIÓN,IGLESIA DE SAN SEBASTIÁN ,11,ESTADO,"{'rings': [[[490607.3958999999, 1095876.3660000004], [490607.3552000001, 1095876.5591000002], [490588.52979999967, 1095881.4471000005], [490590.2419999996, 1095889.3991999999], [490590.3700000001, 1095889.9937999994], [490592.5321000004, 1095898.2803000007], [490591.8542999998, 1095898.5344999991], [490594.1878000004, 1095909.5691999998], [490594.47479999997, 1095910.9000000004], [490624.51850000024, 1095902.9719999991], [490622.3968000002, 1095892.8675999995], [490613.892, 1095894.674900001], [490610.4900000002, 1095878.0903999992], [490608.2575000003, 1095878.5156999994], [490608.0449000001, 1095876.4957999997], [490607.3958999999, 1095876.3660000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
55,56,CATÓLICA,IGLESIA NUESTRA SEÑORA DE FÁTIMA - FILIAL LUNA PARK,IGLESIA  DE FÁTIMA - LUNA PARK,11,ESTADO,"{'rings': [[[490977.1264000004, 1096745.791099999], [490967.70770000014, 1096745.2718000002], [490967.48000000045, 1096755.1928000003], [490968.9885, 1096755.7467999998], [490968.9910000004, 1096758.078400001], [490983.9985999996, 1096758.6578000002], [490983.8519000001, 1096762.5609000009], [490992.18010000046, 1096764.2293999996], [490992.9160000002, 1096759.0021000002], [490994.5883999998, 1096747.1220999993], [490977.1264000004, 1096745.791099999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
56,57,NO CATÓLICA,IGLESIA CRISTIANA PENTECOSTAL MOVIMIENTO MISIONERO MUNDIAL,MOVIMIENTO MISIONERO MUNDIAL,11,PRIVADO,"{'rings': [[[491022.5833999999, 1096716.8658000007], [491018.1623999998, 1096712.107999999], [491016.59810000006, 1096713.4353], [491011.7165999999, 1096708.4633000009], [491013.32909999974, 1096706.9065000005], [491006.2000000002, 1096699.2343000006], [491001.31070000026, 1096703.4552999996], [490997.1802000003, 1096707.0211999994], [490999.81630000006, 1096709.4385000002], [491015.0423999997, 1096723.4011000004], [491016.58330000006, 1096724.8140999991], [491022.5833999999, 1096716.8658000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
57,58,NO CATÓLICA,IGLESIA BAUTISTA MISIONERA EBENEZER,EBENEZER,11,PRIVADO,"{'rings': [[[491598.79009999987, 1096742.740700001], [491593.23670000024, 1096729.1614999995], [491581.33359999955, 1096734.1272], [491584.62689999957, 1096743.8139999993], [491598.79009999987, 1096742.740700001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
58,59,NO CATÓLICA,IGLESIA COMUNIDAD MISIONERA PUERTA DE FE,PUERTA DE FE,11,PRIVADO,"{'rings': [[[491568.9408999998, 1096356.2322000004], [491562.6615000004, 1096342.5995000005], [491560.4352000002, 1096337.6658999994], [491551.6517000003, 1096342.1268000007], [491554.18369999994, 1096347.8109000009], [491556.50829999987, 1096353.0294000003], [491559.67260000017, 1096359.5217000004], [491560.7213000003, 1096361.6733], [491568.9408999998, 1096356.2322000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
59,60,NO CATÓLICA,IGLESIA COMUNIDAD MISIONERA PUERTA DE FE,PUERTA DE FE,11,PRIVADO,"{'rings': [[[491577.0258999998, 1096351.0459000003], [491569.4522000002, 1096333.0864000004], [491560.4352000002, 1096337.6658999994], [491562.6615000004, 1096342.5995000005], [491568.9408999998, 1096356.2322000004], [491577.0258999998, 1096351.0459000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
60,61,NO CATÓLICA,COMUNIDAD CRISTIANA AMOR CON PROPÓSITO,AMOR CON PROPÓSITO,11,PRIVADO,"{'rings': [[[490829.4254999999, 1096534.4897000007], [490826.03699999955, 1096524.7335], [490825.68599999975, 1096523.7125000004], [490822.7084999997, 1096515.0517999995], [490821.47279999964, 1096511.4575999994], [490819.51570000034, 1096512.0945999995], [490811.65359999985, 1096514.4252000004], [490806.1001000004, 1096516.0714999996], [490807.05709999986, 1096519.4947999995], [490808.37710000016, 1096524.2161999997], [490812.4952999996, 1096538.9469000008], [490829.4254999999, 1096534.4897000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
61,62,NO CATÓLICA,IGLESIA EL TABERNÁCULO,EL TABERNÁCULO,11,PRIVADO,"{'rings': [[[490705.5078999996, 1096125.633199999], [490730.8295999998, 1096123.2543000001], [490727.4146999996, 1096095.8288000003], [490713.4146999996, 1096097.6647999994], [490713.28139999975, 1096097.580600001], [490713.2876000004, 1096097.6436], [490701.12880000006, 1096099.679300001], [490705.5078999996, 1096125.633199999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
62,63,NO CATÓLICA,CATEDRAL DE AVIVAMIENTO MARANATHA,MARANATHA,11,PRIVADO,"{'rings': [[[491218.7768000001, 1096337.8453000002], [491198.94409999996, 1096330.5807000007], [491187.99739999976, 1096326.4339000005], [491154.0022, 1096313.5558000002], [491146.8876, 1096310.8607], [491143.7542000003, 1096319.1865999997], [491176.5789999999, 1096333.1817000005], [491168.8180999998, 1096352.393100001], [491210.1672, 1096368.8055000007], [491213.6024000002, 1096360.5357000008], [491211.1849999996, 1096359.5178999994], [491213.0935000004, 1096354.9376999997], [491217.8465999998, 1096356.7438999992], [491220.28890000004, 1096348.9605999999], [491215.3836000003, 1096347.1767999995], [491218.7768000001, 1096337.8453000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
63,64,NO CATÓLICA,IGLESIA CONGREGACIÓN MITA,CONGREGACIÓN MITA,11,PRIVADO,"{'rings': [[[491008.32210000046, 1095962.3394000009], [491015.3284, 1095942.5099], [491000.43680000026, 1095937.1490000002], [490993.7849000003, 1095957.5271000005], [491008.32210000046, 1095962.3394000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
64,65,CATÓLICA,IGLESIA DE SAN SEBASTIÁN,IGLESIA DE SAN SEBASTIÁN,11,ESTADO,"{'rings': [[[490679.15869999956, 1095913.5593999997], [490684.4018000001, 1095912.2467999998], [490690.2352999998, 1095910.7863999996], [490688.10809999984, 1095900.4710000008], [490685.2945999997, 1095888.2131999992], [490672.9923999999, 1095891.2273999993], [490657.3038999997, 1095895.2347], [490652.56620000023, 1095897.0044999998], [490651.7895999998, 1095897.4493000004], [490651.3465, 1095898.3378999997], [490651.90419999976, 1095900.8904999997], [490653.3128000004, 1095907.270300001], [490655.2937000003, 1095906.9207000006], [490656.2187000001, 1095911.0063000005], [490659.7647000002, 1095909.927100001], [490660.2271999996, 1095912.2397000007], [490677.72580000013, 1095907.6916000005], [490679.15869999956, 1095913.5593999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
65,66,NO CATÓLICA,MISIÓN DE IGLESIAS FE Y PODER EN JESUCRISTO,IGLESIAS FE Y PODER EN JESUCRISTO,11,PRIVADO,"{'rings': [[[489895.60419999994, 1095580.2419000007], [489894.6601, 1095579.4750999995], [489892.09130000044, 1095576.9381000008], [489890.66060000006, 1095574.9288999997], [489889.1863000002, 1095572.6110999994], [489885.8367999997, 1095573.8672000002], [489882.5959999999, 1095564.3067000005], [489872.8200000003, 1095567.6166999992], [489875.6420999998, 1095576.011], [489877.09470000025, 1095580.3315999992], [489878.2137000002, 1095583.6599000003], [489878.9556999998, 1095585.8671000004], [489884.70249999966, 1095584.0758999996], [489885.4665000001, 1095586.3676999994], [489893.1760999998, 1095583.731899999], [489892.3995000003, 1095581.4022000004], [489895.60419999994, 1095580.2419000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
66,67,NO CATÓLICA,CAPILLA DEL CENTRO RELIGIOSO IGLESIA BIBLICA BAUTISTA,IGLESIA BÍBLICA BAUTISTA,11,PRIVADO,"{'rings': [[[490109.97030000016, 1095523.8588999994], [490118.9726999998, 1095565.3585], [490134.0636, 1095562.0943999998], [490128.4715999998, 1095537.0209999997], [490127.77440000046, 1095533.636], [490127.29509999976, 1095531.3091000002], [490124.5011999998, 1095516.9326000009], [490124.12370000035, 1095517.0406999998], [490113.4442999996, 1095520.3155000005], [490109.73560000025, 1095521.4528], [490109.97030000016, 1095523.8588999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
67,68,NO CATÓLICA,SALÓN DEL REINO DE LOS TESTIGOS DE JEHOVÁ,TESTIGOS DE JEHOVÁ,11,PRIVADO,"{'rings': [[[490384.22919999994, 1095353.4086000007], [490402.14639999997, 1095344.9963000007], [490400.2890999997, 1095340.8446999993], [490402.14639999997, 1095339.8615000006], [490399.9612999996, 1095335.4913999997], [490398.54110000003, 1095336.2562000006], [490397.1207999997, 1095334.0712000001], [490378.87590000033, 1095342.920499999], [490384.22919999994, 1095353.4086000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
68,69,NO CATÓLICA,IGLESIA EVANGÉLICA METODISTA NUEVA JERUSALÉN,METODISTA NUEVA JERUSALÉN,11,PRIVADO,"{'rings': [[[490185.5423999997, 1095201.9671], [490168.91309999954, 1095189.7663000003], [490160.62760000024, 1095183.6873000003], [490156.56429999974, 1095180.7061], [490151.19379999954, 1095176.5311999992], [490141.9474999998, 1095189.9449000005], [490155.3317, 1095200.2301000003], [490156.53529999964, 1095201.1809999999], [490164.6300999997, 1095207.3326999992], [490168.25930000003, 1095210.0719000008], [490173.6102, 1095214.1106000002], [490175.30289999954, 1095212.3879000004], [490180.73790000007, 1095206.8566999994], [490185.5423999997, 1095201.9671]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
69,70,CATÓLICA,IGLESIA BARRIO SAN MARTÍN,IGLESIA BO. SAN MARTÍN,11,ESTADO,"{'rings': [[[490029.2905000001, 1095053.1724999994], [490025.45419999957, 1095045.8893999998], [490025.0549999997, 1095045.1339999996], [490007.16669999994, 1095054.4739999995], [490009.95299999975, 1095060.046599999], [490008.3569, 1095060.9586999994], [490009.7748999996, 1095063.6371999998], [490009.9852, 1095063.5243999995], [490029.2905000001, 1095053.1724999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
70,71,CATÓLICA,IGLESIA NUESTRA SENORA MONSERRAT,IGLESIA MONSERRAT,11,ESTADO,"{'rings': [[[489984.70880000014, 1095284.2525999993], [489982.1376, 1095285.6371], [489983.9177000001, 1095288.4061999992], [489960.3808000004, 1095302.8447999991], [489962.55649999995, 1095305.8115999997], [489964.9298999999, 1095304.6249000002], [489969.6769000003, 1095313.1297999993], [489996.97169999965, 1095298.8890000004], [489987.4779000003, 1095282.4725000001], [489984.70880000014, 1095284.2525999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
71,72,NO CATÓLICA,IGLESIA EVANGÉLICA,IGLESIA EVANGÉLICA,11,PRIVADO,"{'rings': [[[489687.34420000017, 1095392.2435999997], [489682.01680000033, 1095382.5527999997], [489679.31909999996, 1095383.2434999999], [489676.1303000003, 1095383.7084], [489675.2862, 1095388.7728000004], [489669.92480000015, 1095387.9263000004], [489670.77139999997, 1095384.9634000007], [489666.25650000013, 1095384.5402000006], [489665.5510999998, 1095387.5030000005], [489649.46690000035, 1095385.6689], [489647.2039999999, 1095398.3845000006], [489648.42590000015, 1095398.5044999998], [489656.8602999998, 1095399.3331000004], [489660.36099999957, 1095399.1351999994], [489674.38100000005, 1095400.0205000006], [489677.20249999966, 1095400.1021999996], [489676.5661000004, 1095398.6743], [489687.34420000017, 1095392.2435999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
