,OBJECTID,NOMBRE,ENTIDAD,ABREVIADO,CATEGORIA,ID,ID_DISTRITO,SHAPE
51,53,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,53,2,"{'rings': [[[491224.0548999999, 1099229.6067999993], [491224.1649000002, 1099229.0667000003], [491224.2549999999, 1099228.5264999997], [491224.3250000002, 1099227.986300001], [491224.39499999955, 1099227.4362000003], [491224.4349999996, 1099226.886], [491224.4749999996, 1099226.3358999994], [491224.49509999994, 1099225.7857000008], [491224.49509999994, 1099225.2355000004], [491224.48510000017, 1099224.6853999998], [491224.4650999997, 1099224.1351999994], [491224.4249999998, 1099223.585000001], [491224.375, 1099223.0449], [491224.3049999997, 1099222.4946999997], [491224.2249999996, 1099221.9546000008], [491224.125, 1099221.4144000001], [491224.01489999983, 1099220.8741999995], [491223.8948999997, 1099220.3341000006], [491223.75490000006, 1099219.8038999997], [491223.60479999986, 1099219.2738000005], [491223.43479999993, 1099218.7535999995], [491223.2647000002, 1099218.2335], [491223.0647, 1099217.7133000009], [491222.8646, 1099217.2031999994], [491209.16060000006, 1099222.0645000003], [491208.5703999996, 1099221.2041999996], [491208.1902999999, 1099220.8040999994], [491207.75019999966, 1099220.4639999997], [491205.5094999997, 1099221.5143], [491205.8395999996, 1099221.7344000004], [491206.2597000003, 1099222.0944999997], [491206.61980000045, 1099222.5145999994], [491206.9199000001, 1099222.9647000004], [491207.16000000015, 1099223.4649], [491207.3300000001, 1099223.9849999994], [491207.4299999997, 1099224.5252], [491207.45999999996, 1099225.0754000004], [491207.41000000015, 1099225.6254999992], [491207.29000000004, 1099226.1656999998], [491207.1098999996, 1099226.6757999994], [491206.84979999997, 1099227.1659999993], [491206.52969999984, 1099227.6161000002], [491206.1595999999, 1099228.0162000004], [491205.73950000014, 1099228.3662999999], [491205.26939999964, 1099228.6564000007], [491204.7692, 1099228.886499999], [491204.2390999999, 1099229.0364999995], [491203.5789000001, 1099229.136499999], [491203.0286999997, 1099229.136499999], [491202.4885, 1099229.0565000009], [491201.9583999999, 1099228.9065000005], [491201.44820000045, 1099228.6963999998], [491200.97809999995, 1099228.4163000006], [491200.5480000004, 1099228.076199999], [491200.16789999977, 1099227.6761000007], [491199.83779999986, 1099227.2359999996], [491199.57770000026, 1099226.7557999995], [491199.37760000024, 1099226.2456999999], [491199.24760000035, 1099225.7054999992], [491199.1975999996, 1099225.1553000007], [491199.2076000003, 1099224.6052], [491199.29760000017, 1099224.0649999995], [491199.45770000014, 1099223.5449], [491199.6878000004, 1099223.0447000004], [491199.7977999998, 1099222.8647000007], [491197.8471999997, 1099222.4244999997], [491197.45710000023, 1099223.2148000002], [491197.27699999977, 1099223.7348999996], [491197.15699999966, 1099224.2751000002], [491182.8228000002, 1099221.5241999999], [491182.73280000035, 1099222.1142999995], [491182.6627000002, 1099222.5745], [491182.65270000044, 1099222.6545000002], [491182.5926999999, 1099223.2046000008], [491182.5427000001, 1099223.7447999995], [491182.50270000007, 1099224.295], [491182.4826999996, 1099224.8451000005], [491182.4826999996, 1099225.395300001], [491182.4927000003, 1099225.9454999994], [491182.51269999985, 1099226.4956], [491182.5526999999, 1099227.0458000004], [491182.6026999997, 1099227.5958999991], [491182.6727, 1099228.1360999998], [491182.75270000007, 1099228.6863000002], [491182.8426999999, 1099229.226399999], [491182.9528000001, 1099229.7665999997], [491183.0828, 1099230.2967000008], [491183.21279999986, 1099230.8368999995], [491183.36290000007, 1099231.3671000004], [491183.5329, 1099231.8871999998], [491183.71300000045, 1099232.4074000008], [491183.90299999993, 1099232.9275000002], [491184.10309999995, 1099233.4376999997], [491184.3230999997, 1099233.9377999995], [491184.56319999974, 1099234.4379999992], [491184.8032999998, 1099234.9280999992], [491185.06340000033, 1099235.418299999], [491185.3333999999, 1099235.8983999994], [491185.6135, 1099236.3685999997], [491185.9135999996, 1099236.8287000004], [491186.2137000002, 1099237.2887999993], [491186.5338000003, 1099237.739], [491186.86390000023, 1099238.1790999994], [491187.2139999997, 1099238.6092000008], [491187.5641000001, 1099239.0294000003], [491187.92420000024, 1099239.4395000003], [491188.30429999996, 1099239.8396000005], [491188.6843999997, 1099240.2397000007], [491189.0844999999, 1099240.6197999995], [491189.4846000001, 1099240.9899000004], [491189.90469999984, 1099241.3500999995], [491190.32490000036, 1099241.7002000008], [491190.7549999999, 1099242.0403000005], [491191.2050999999, 1099242.3704000004], [491191.65529999975, 1099242.6805000007], [491192.11539999954, 1099242.9905999992], [491192.57550000027, 1099243.2806000002], [491193.0557000004, 1099243.5606999993], [491193.5357999997, 1099243.8308000006], [491194.0159, 1099244.0809000004], [491194.51609999966, 1099244.3210000005], [491195.0162000004, 1099244.551000001], [491195.5164000001, 1099244.7710999995], [491196.0365000004, 1099244.9712000005], [491196.54669999983, 1099245.1612], [491197.06680000015, 1099245.3312999997], [491197.59700000007, 1099245.4912999999], [491198.12710000016, 1099245.6414], [491198.6573000001, 1099245.771400001], [491199.1974999998, 1099245.8915], [491199.73759999964, 1099246.0014999993], [491200.2778000003, 1099246.0914999992], [491200.8278999999, 1099246.1714999992], [491201.3680999996, 1099246.2315999996], [491201.9183, 1099246.2816000003], [491202.46839999966, 1099246.3115999997], [491203.01860000007, 1099246.3315999992], [491203.5686999997, 1099246.3315999992], [491204.1189000001, 1099246.3315999992], [491204.6690999996, 1099246.3016], [491205.21920000017, 1099246.2616000008], [491205.76939999964, 1099246.2116], [491206.30960000027, 1099246.1415999997], [491206.8596999999, 1099246.0615999997], [491207.3998999996, 1099245.9715], [491207.9400000004, 1099245.8615000006], [491208.47020000033, 1099245.7414999995], [491209.0003000004, 1099245.601399999], [491209.53050000034, 1099245.4514000006], [491210.06070000026, 1099245.2813000008], [491210.58079999965, 1099245.1012999993], [491211.091, 1099244.9112], [491211.6010999996, 1099244.701199999], [491212.1113, 1099244.4911000002], [491212.6113999998, 1099244.2511], [491213.1015999997, 1099244.011], [491213.5817, 1099243.7509000003], [491214.0619000001, 1099243.480799999], [491214.53199999966, 1099243.2007999998], [491215.00210000016, 1099242.9006999992], [491215.4523, 1099242.5906000007], [491215.9024, 1099242.2705000006], [491216.34250000026, 1099241.9404000007], [491216.7726999996, 1099241.6002999991], [491217.1928000003, 1099241.2501999997], [491217.61290000007, 1099240.8801000006], [491218.01300000027, 1099240.5099999998], [491218.4031999996, 1099240.1198999994], [491218.78330000024, 1099239.7298000008], [491219.1534000002, 1099239.3197000008], [491219.5235000001, 1099238.9094999991], [491219.8735999996, 1099238.4793999996], [491220.2037000004, 1099238.0493], [491220.5338000003, 1099237.6092000008], [491220.85390000045, 1099237.159], [491221.1540000001, 1099236.6988999993], [491221.44409999996, 1099236.2288000006], [491221.72420000006, 1099235.7586000003], [491221.99430000037, 1099235.2785], [491222.24430000037, 1099234.7883000001], [491222.4844000004, 1099234.2982], [491222.71449999977, 1099233.7980000004], [491222.93450000044, 1099233.2879000008], [491223.13460000046, 1099232.7776999995], [491223.32469999976, 1099232.2576000001], [491223.4946999997, 1099231.737400001], [491223.65479999967, 1099231.2073], [491223.80480000004, 1099230.677100001], [491223.93489999976, 1099230.1469999999], [491224.0548999999, 1099229.6067999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
52,54,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,54,2,"{'rings': [[[491229.5574000003, 1099249.2530000005], [491237.1168999998, 1099233.7558999993], [491237.6568999998, 1099231.1509000007], [491238.2114000004, 1099224.9557000007], [491238.37689999957, 1099223.1061000004], [491237.55090000015, 1099215.1582999993], [491235.66839999985, 1099214.0322999991], [491237.26889999956, 1099214.5024999995], [491235.27699999977, 1099209.5099], [491233.5251000002, 1099205.1186999995], [491229.3510999996, 1099194.6568], [491229.08669999987, 1099193.9942000005], [491228.80599999987, 1099193.2905000001], [491228.26669999957, 1099192.6513999999], [491227.62430000026, 1099193.3652999997], [491225.4017000003, 1099196.3287000004], [491224.1316999998, 1099197.0694999993], [491223.3909, 1099196.4344999995], [491221.59169999976, 1099194.8468999993], [491219.26350000035, 1099194.0002999995], [491216.93510000035, 1099194.4236999992], [491214.81850000005, 1099195.481899999], [491213.12509999983, 1099197.8103], [491212.91330000013, 1099201.0910999998], [491214.3951000003, 1099203.6311000008], [491216.6174999997, 1099205.8537000008], [491216.9051000001, 1099207.4718999993], [491210.2608000003, 1099210.1228], [491206.21690000035, 1099211.7360999994], [491203.1776999999, 1099213.3435999993], [491200.1769000003, 1099212.1859000009], [491188.18769999966, 1099209.797700001], [491169.0187999997, 1099206.3795999996], [491152.1338999998, 1099203.0085000005], [491151.0235000001, 1099208.5801], [491150.23330000043, 1099208.4200999998], [491148.99289999995, 1099214.6619000006], [491148.7627999997, 1099215.8122000005], [491150.06319999974, 1099216.0723], [491151.15500000026, 1099216.2898999993], [491171.0878999997, 1099220.2630000003], [491170.5109000001, 1099222.7513999995], [491170.40249999985, 1099225.2666999996], [491170.3569, 1099226.1761000007], [491170.52689999994, 1099228.6558999997], [491171.00189999957, 1099231.0307999998], [491171.08690000046, 1099231.4559000004], [491171.20749999955, 1099232.0587000009], [491171.5939999996, 1099233.9912], [491171.64690000005, 1099234.2558999993], [491172.6490000002, 1099236.8107999992], [491173.2934999997, 1099238.4536000006], [491173.46690000035, 1099238.8959], [491174.4567, 1099239.3594000004], [491180.8551000003, 1099247.3531], [491184.3530000001, 1099251.7230999991], [491183.69299999997, 1099252.2490999997], [491184.0069000004, 1099252.5658999998], [491189.69600000046, 1099255.2881000005], [491191.45380000025, 1099256.1292000003], [491192.0683000004, 1099256.4233], [491193.76690000016, 1099257.2360999994], [491197.2905000001, 1099259.8772], [491197.87150000036, 1099260.3126999997], [491198.80429999996, 1099261.0118000004], [491201.3792000003, 1099260.7623999994], [491215.62689999957, 1099259.8759000003], [491219.9769000001, 1099255.0461], [491224.7949000001, 1099252.9042000007], [491229.5574000003, 1099249.2530000005]], [[491182.73280000035, 1099222.1142999995], [491182.8228000002, 1099221.5241999999], [491197.15699999966, 1099224.2751000002], [491197.27699999977, 1099223.7348999996], [491197.45710000023, 1099223.2148000002], [491197.8471999997, 1099222.4244999997], [491199.7977999998, 1099222.8647000007], [491199.97780000046, 1099222.5746], [491200.33800000045, 1099222.1545000002], [491200.7380999997, 1099221.7843999993], [491201.18819999974, 1099221.4642999992], [491201.6783999996, 1099221.2141999993], [491202.19849999994, 1099221.0340999998], [491202.73869999964, 1099220.9141000006], [491203.27880000044, 1099220.8740999997], [491203.8289999999, 1099220.9041000009], [491204.3690999998, 1099221.0142], [491204.8892999999, 1099221.1842], [491205.38939999975, 1099221.4243], [491205.5094999997, 1099221.5143], [491207.75019999966, 1099220.4639999997], [491208.1902999999, 1099220.8040999994], [491208.5703999996, 1099221.2041999996], [491209.16060000006, 1099222.0645000003], [491222.8646, 1099217.2031999994], [491223.0647, 1099217.7133000009], [491223.2647000002, 1099218.2335], [491223.43479999993, 1099218.7535999995], [491223.60479999986, 1099219.2738000005], [491223.75490000006, 1099219.8038999997], [491223.8948999997, 1099220.3341000006], [491224.01489999983, 1099220.8741999995], [491224.125, 1099221.4144000001], [491224.2249999996, 1099221.9546000008], [491224.3049999997, 1099222.4946999997], [491224.375, 1099223.0449], [491224.4249999998, 1099223.585000001], [491224.4650999997, 1099224.1351999994], [491224.48510000017, 1099224.6853999998], [491224.49509999994, 1099225.2355000004], [491224.49509999994, 1099225.7857000008], [491224.4749999996, 1099226.3358999994], [491224.4349999996, 1099226.886], [491224.39499999955, 1099227.4362000003], [491224.3250000002, 1099227.986300001], [491224.2549999999, 1099228.5264999997], [491224.1649000002, 1099229.0667000003], [491224.0548999999, 1099229.6067999993], [491223.93489999976, 1099230.1469999999], [491223.80480000004, 1099230.677100001], [491223.65479999967, 1099231.2073], [491223.4946999997, 1099231.737400001], [491223.32469999976, 1099232.2576000001], [491223.13460000046, 1099232.7776999995], [491222.93450000044, 1099233.2879000008], [491222.71449999977, 1099233.7980000004], [491222.4844000004, 1099234.2982], [491222.24430000037, 1099234.7883000001], [491221.99430000037, 1099235.2785], [491221.72420000006, 1099235.7586000003], [491221.44409999996, 1099236.2288000006], [491221.1540000001, 1099236.6988999993], [491220.85390000045, 1099237.159], [491220.5338000003, 1099237.6092000008], [491220.2037000004, 1099238.0493], [491219.8735999996, 1099238.4793999996], [491219.5235000001, 1099238.9094999991], [491219.1534000002, 1099239.3197000008], [491218.78330000024, 1099239.7298000008], [491218.4031999996, 1099240.1198999994], [491218.01300000027, 1099240.5099999998], [491217.61290000007, 1099240.8801000006], [491217.1928000003, 1099241.2501999997], [491216.7726999996, 1099241.6002999991], [491216.34250000026, 1099241.9404000007], [491215.9024, 1099242.2705000006], [491215.4523, 1099242.5906000007], [491215.00210000016, 1099242.9006999992], [491214.53199999966, 1099243.2007999998], [491214.0619000001, 1099243.480799999], [491213.5817, 1099243.7509000003], [491213.1015999997, 1099244.011], [491212.6113999998, 1099244.2511], [491212.1113, 1099244.4911000002], [491211.6010999996, 1099244.701199999], [491211.091, 1099244.9112], [491210.58079999965, 1099245.1012999993], [491210.06070000026, 1099245.2813000008], [491209.53050000034, 1099245.4514000006], [491209.0003000004, 1099245.601399999], [491208.47020000033, 1099245.7414999995], [491207.9400000004, 1099245.8615000006], [491207.3998999996, 1099245.9715], [491206.8596999999, 1099246.0615999997], [491206.30960000027, 1099246.1415999997], [491205.76939999964, 1099246.2116], [491205.21920000017, 1099246.2616000008], [491204.6690999996, 1099246.3016], [491204.1189000001, 1099246.3315999992], [491203.5686999997, 1099246.3315999992], [491203.01860000007, 1099246.3315999992], [491202.46839999966, 1099246.3115999997], [491201.9183, 1099246.2816000003], [491201.3680999996, 1099246.2315999996], [491200.8278999999, 1099246.1714999992], [491200.2778000003, 1099246.0914999992], [491199.73759999964, 1099246.0014999993], [491199.1974999998, 1099245.8915], [491198.6573000001, 1099245.771400001], [491198.12710000016, 1099245.6414], [491197.59700000007, 1099245.4912999999], [491197.06680000015, 1099245.3312999997], [491196.54669999983, 1099245.1612], [491196.0365000004, 1099244.9712000005], [491195.5164000001, 1099244.7710999995], [491195.0162000004, 1099244.551000001], [491194.51609999966, 1099244.3210000005], [491194.0159, 1099244.0809000004], [491193.5357999997, 1099243.8308000006], [491193.0557000004, 1099243.5606999993], [491192.57550000027, 1099243.2806000002], [491192.11539999954, 1099242.9905999992], [491191.65529999975, 1099242.6805000007], [491191.2050999999, 1099242.3704000004], [491190.7549999999, 1099242.0403000005], [491190.32490000036, 1099241.7002000008], [491189.90469999984, 1099241.3500999995], [491189.4846000001, 1099240.9899000004], [491189.0844999999, 1099240.6197999995], [491188.6843999997, 1099240.2397000007], [491188.30429999996, 1099239.8396000005], [491187.92420000024, 1099239.4395000003], [491187.5641000001, 1099239.0294000003], [491187.2139999997, 1099238.6092000008], [491186.86390000023, 1099238.1790999994], [491186.5338000003, 1099237.739], [491186.2137000002, 1099237.2887999993], [491185.9135999996, 1099236.8287000004], [491185.6135, 1099236.3685999997], [491185.3333999999, 1099235.8983999994], [491185.06340000033, 1099235.418299999], [491184.8032999998, 1099234.9280999992], [491184.56319999974, 1099234.4379999992], [491184.3230999997, 1099233.9377999995], [491184.10309999995, 1099233.4376999997], [491183.90299999993, 1099232.9275000002], [491183.71300000045, 1099232.4074000008], [491183.5329, 1099231.8871999998], [491183.36290000007, 1099231.3671000004], [491183.21279999986, 1099230.8368999995], [491183.0828, 1099230.2967000008], [491182.9528000001, 1099229.7665999997], [491182.8426999999, 1099229.226399999], [491182.75270000007, 1099228.6863000002], [491182.6727, 1099228.1360999998], [491182.6026999997, 1099227.5958999991], [491182.5526999999, 1099227.0458000004], [491182.51269999985, 1099226.4956], [491182.4927000003, 1099225.9454999994], [491182.4826999996, 1099225.395300001], [491182.4826999996, 1099224.8451000005], [491182.50270000007, 1099224.295], [491182.5427000001, 1099223.7447999995], [491182.5926999999, 1099223.2046000008], [491182.65270000044, 1099222.6545000002], [491182.6627000002, 1099222.5745], [491182.73280000035, 1099222.1142999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
53,55,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,55,2,"{'rings': [[[491148.8661000002, 1099261.946799999], [491148.63350000046, 1099261.6216000002], [491147.79169999994, 1099260.5700000003], [491148.8661000002, 1099261.946799999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
54,56,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,56,2,"{'rings': [[[491150.71669999976, 1099264.5335000008], [491152.8219999997, 1099267.1636999995], [491150.75299999956, 1099264.5066], [491150.71669999976, 1099264.5335000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
55,57,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,57,2,"{'rings': [[[491252.45490000024, 1099263.2573000006], [491259.0599999996, 1099255.201199999], [491262.29750000034, 1099245.5565000009], [491258.88430000003, 1099243.6514999997], [491261.5831000004, 1099239.3652999997], [491263.8054999998, 1099238.4921000004], [491265.07550000027, 1099241.7465000004], [491280.31570000015, 1099234.5234999992], [491276.34690000024, 1099225.7128999997], [491260.86870000046, 1099232.4596999995], [491262.45610000007, 1099235.8728999998], [491259.2017000001, 1099237.2223000005], [491255.3125, 1099243.8103], [491253.3437999999, 1099242.7224000003], [491239.5374999996, 1099235.0934999995], [491237.1168999998, 1099233.7558999993], [491229.5574000003, 1099249.2530000005], [491224.7949000001, 1099252.9042000007], [491219.9769000001, 1099255.0461], [491221.3399, 1099256.3517000005], [491221.49849999975, 1099256.0340999998], [491224.9911000002, 1099260.8761], [491225.94350000005, 1099262.4635000005], [491226.65809999965, 1099262.0667000003], [491231.49990000017, 1099268.4960999992], [491237.2943000002, 1099264.3684999999], [491232.2937000003, 1099257.7008999996], [491233.8016999997, 1099256.3517000005], [491232.8492999999, 1099254.9229000006], [491232.0554999998, 1099255.2402999997], [491231.18230000045, 1099254.2084999997], [491233.48429999966, 1099252.3828999996], [491252.45490000024, 1099263.2573000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
56,58,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,58,2,"{'rings': [[[491152.8219999997, 1099267.1636999995], [491150.71669999976, 1099264.5335000008], [491150.29289999977, 1099264.8466999996], [491149.9428000003, 1099265.2567999996], [491149.6826999998, 1099265.7469999995], [491149.5526999999, 1099266.2771000005], [491149.5427000001, 1099266.827299999], [491149.65270000044, 1099267.3674999997], [491149.8827999998, 1099267.8675999995], [491150.2229000004, 1099268.297700001], [491150.65299999993, 1099268.6378000006], [491151.1431, 1099268.8779000007], [491151.6832999997, 1099268.9978999998], [491152.23340000026, 1099268.9879], [491152.7636000002, 1099268.8578999992], [491153.25370000023, 1099268.6177999992], [491153.6738999998, 1099268.2577], [491152.8219999997, 1099267.1636999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
57,59,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,59,2,"{'rings': [[[491148.8661000002, 1099261.946799999], [491150.71669999976, 1099264.5335000008], [491150.75299999956, 1099264.5066], [491152.8219999997, 1099267.1636999995], [491157.40490000043, 1099272.8891000003], [491148.8661000002, 1099261.946799999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
58,60,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,60,2,"{'rings': [[[491262.29750000034, 1099245.5565000009], [491259.0599999996, 1099255.201199999], [491252.45490000024, 1099263.2573000006], [491249.1211000001, 1099268.4167], [491253.7248999998, 1099270.8772999998], [491257.5349000003, 1099271.988500001], [491261.6624999996, 1099272.1472999994], [491261.5831000004, 1099273.8935000002], [491263.24990000017, 1099273.8935000002], [491267.53610000014, 1099272.7822999991], [491271.34609999973, 1099270.1629000008], [491272.6161000002, 1099271.8297000006], [491275.15610000025, 1099269.6866999995], [491278.0931000002, 1099265.0829000007], [491279.3630999997, 1099260.3202999998], [491277.2993000001, 1099259.9234999996], [491277.37870000023, 1099257.3835000005], [491276.6643000003, 1099251.7478999998], [491275.71190000046, 1099249.8429000005], [491273.88630000036, 1099250.5572999995], [491272.7748999996, 1099248.8109000009], [491269.12370000035, 1099244.9217000008], [491265.3931, 1099242.6991000008], [491264.28170000017, 1099242.3815000001], [491262.29750000034, 1099245.5565000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
59,61,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,61,2,"{'rings': [[[491174.3598999996, 1099260.2237999998], [491175.4325000001, 1099259.3724000007], [491184.0069000004, 1099252.5658999998], [491183.69299999997, 1099252.2490999997], [491184.3530000001, 1099251.7230999991], [491180.8551000003, 1099247.3531], [491174.4567, 1099239.3594000004], [491173.46690000035, 1099238.8959], [491161.4769000001, 1099248.4958999995], [491158.8869000003, 1099244.9559000004], [491144.84690000024, 1099255.1459], [491143.71690000035, 1099254.0858999994], [491142.1869000001, 1099255.666099999], [491140.5469000004, 1099257.8708999995], [491139.46190000046, 1099259.7808999997], [491138.7269000001, 1099261.4559000004], [491136.52689999994, 1099260.9058999997], [491136.12689999957, 1099262.5058999993], [491135.8569, 1099264.6859000009], [491135.9118999997, 1099267.1609000005], [491136.19689999986, 1099269.0658999998], [491136.76690000016, 1099271.0758999996], [491134.6668999996, 1099271.6459], [491135.62689999957, 1099274.2159000002], [491137.2106999997, 1099276.9554999992], [491137.4769000001, 1099277.416099999], [491138.94689999986, 1099279.2458999995], [491141.15189999994, 1099281.3109000009], [491143.68450000044, 1099283.0366999991], [491144.8169, 1099281.1259000003], [491145.52689999994, 1099281.5461], [491149.3668999998, 1099283.015900001], [491154.62689999957, 1099283.3358999994], [491154.50629999954, 1099280.9674999993], [491156.69689999986, 1099280.8561000004], [491159.7969000004, 1099279.7558999993], [491162.03170000017, 1099278.1149000004], [491160.79009999987, 1099276.6206999999], [491174.3409000002, 1099264.6553000007], [491172.3668999998, 1099261.8059], [491173.5965999998, 1099260.8298000004], [491174.3598999996, 1099260.2237999998]], [[491148.63350000046, 1099261.6216000002], [491148.8661000002, 1099261.946799999], [491157.40490000043, 1099272.8891000003], [491152.8219999997, 1099267.1636999995], [491153.6738999998, 1099268.2577], [491153.25370000023, 1099268.6177999992], [491152.7636000002, 1099268.8578999992], [491152.23340000026, 1099268.9879], [491151.6832999997, 1099268.9978999998], [491151.1431, 1099268.8779000007], [491150.65299999993, 1099268.6378000006], [491150.2229000004, 1099268.297700001], [491149.8827999998, 1099267.8675999995], [491149.65270000044, 1099267.3674999997], [491149.5427000001, 1099266.827299999], [491149.5526999999, 1099266.2771000005], [491149.6826999998, 1099265.7469999995], [491149.9428000003, 1099265.2567999996], [491150.29289999977, 1099264.8466999996], [491150.71669999976, 1099264.5335000008], [491148.8661000002, 1099261.946799999], [491147.79169999994, 1099260.5700000003], [491148.63350000046, 1099261.6216000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
60,62,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,62,2,"{'rings': [[[491228.31070000026, 1099284.7656999994], [491228.09690000024, 1099281.4058999997], [491224.7969000004, 1099281.6161000002], [491224.8211000003, 1099282.1012999993], [491224.9868999999, 1099284.6558999997], [491225.00769999996, 1099284.9782999996], [491228.31070000026, 1099284.7656999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
61,63,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,63,2,"{'rings': [[[491192.91810000036, 1099287.4828999992], [491192.59389999975, 1099284.1931999996], [491190.36170000024, 1099284.3463000003], [491190.57689999975, 1099287.6359], [491192.91810000036, 1099287.4828999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
62,64,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,64,2,"{'rings': [[[491219.7269000001, 1099282.3561000004], [491218.62689999957, 1099266.666099999], [491216.1168999998, 1099266.8458999991], [491215.62689999957, 1099259.8759000003], [491201.3792000003, 1099260.7623999994], [491198.80429999996, 1099261.0118000004], [491199.27689999994, 1099261.3661000002], [491199.7664999999, 1099268.4089000002], [491197.2763, 1099268.5819000006], [491198.2909000004, 1099283.8025000002], [491198.39269999973, 1099286.9287999999], [491198.3222000003, 1099287.9144000001], [491219.81960000005, 1099286.194599999], [491219.8027999997, 1099285.1402000003], [491219.78110000025, 1099284.3435999993], [491219.7269000001, 1099282.3561000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
63,65,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,65,2,"{'rings': [[[491222.1369000003, 1099295.2360999994], [491221.3136, 1099284.9990999997], [491219.8027999997, 1099285.1402000003], [491219.81960000005, 1099286.194599999], [491198.3222000003, 1099287.9144000001], [491198.39269999973, 1099286.9287999999], [491197.4115000004, 1099286.9026999995], [491198.32689999975, 1099297.1761000007], [491222.1369000003, 1099295.2360999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
64,66,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,66,2,"{'rings': [[[491158.89300000016, 1099284.8144000005], [491163.49679999985, 1099288.4656000007], [491162.38549999986, 1099289.7356000002], [491166.83050000016, 1099293.8630999997], [491167.62430000026, 1099292.7519000005], [491170.95799999963, 1099295.4506], [491178.1018000003, 1099287.9893999994], [491166.1955000004, 1099277.1942999996], [491158.89300000016, 1099284.8144000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
65,67,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,67,2,"{'rings': [[[491153.33249999955, 1099295.6622000001], [491153.0608000001, 1099301.2302], [491172.8130999999, 1099303.3835000005], [491173.38790000044, 1099298.0964000002], [491153.33249999955, 1099295.6622000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
