,OBJECTID,ID_DISTRITO,CATEGORIA,NOMBRE,ABREVIADO,SHAPE
64,71,5,SALÓN COMUNAL,SALÓN COMUNAL QUESADA DURÁN,SALÓN COMUNAL QUESADA DURÁN,"{'rings': [[[493639.5088999998, 1096674.0486999992], [493636.9556, 1096662.210000001], [493623.6595999999, 1096664.9945999999], [493623.84300000034, 1096666.6559999995], [493618.92169999983, 1096667.6878999993], [493619.5566999996, 1096677.6097999997], [493639.5088999998, 1096674.0486999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
65,72,5,ALCOHÓLICOS ANÓNIMOS,CENTRO ORIENTACIÓN PARA ALCOHÓLICOS,CENTRO ORIENTACIÓN PARA ALCOHÓLICOS,"{'rings': [[[493538.0451999996, 1096433.2479999997], [493537.45519999973, 1096433.3564], [493536.5423999997, 1096427.0064000003], [493534.9151999997, 1096427.0461], [493534.07600000035, 1096420.1974], [493533.75850000046, 1096417.9748999998], [493526.87930000015, 1096418.8745000008], [493526.82639999967, 1096420.0386999995], [493527.7547000004, 1096428.9035], [493528.0033999998, 1096431.2609], [493527.4614000004, 1096431.2569999993], [493527.8847000003, 1096434.432], [493529.2076000003, 1096434.326199999], [493529.2076000003, 1096435.9666000009], [493531.3772, 1096435.9136999995], [493532.43230000045, 1096441.5266999993], [493538.30420000013, 1096439.9362000003], [493539.1639999999, 1096439.7032999992], [493538.0451999996, 1096433.2479999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
66,73,5,ALBERGUE,ALBERGUE DIURNO DE ANCIANOS,ALBERGUE DIURNO DE ANCIANOS,"{'rings': [[[494040.50150000025, 1096860.4752999991], [494041.9720999999, 1096858.2568999995], [494044.45579999965, 1096860.5336000007], [494051.11089999974, 1096858.3074999992], [494048.24990000017, 1096844.4089000002], [494047.59080000035, 1096844.552100001], [494042.301, 1096845.7216999996], [494039.2522999998, 1096846.7898999993], [494041.01960000023, 1096854.4469000008], [494039.09250000026, 1096856.8784999996], [494040.50150000025, 1096860.4752999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
67,74,5,ALCOHÓLICOS ANÓNIMOS,"CENTRO ORIENTACIÓN PARA ALCOHÓLICOS , FUNDACIÓN CALEB",FUNDACIÓN CALEB,"{'rings': [[[493647.1824000003, 1096565.0297999997], [493647.6451000003, 1096566.6038000006], [493649.9112999998, 1096565.9240000006], [493652.6847000001, 1096575.1846999992], [493656.1354, 1096587.3802000005], [493657.80869999994, 1096587.2588999998], [493664.6886, 1096586.3102000002], [493661.82519999985, 1096569.6421000008], [493660.4325000001, 1096561.5347000007], [493660.40950000007, 1096561.4090999998], [493657.7747999998, 1096562.0779999997], [493647.1824000003, 1096565.0297999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
68,75,5,ALCOHÓLICOS ANÓNIMOS,CENTRO ORIENTACIÓN PARA ALCOHÓLICOS,CENTRO ORIENTACIÓN PARA ALCOHÓLICOS,"{'rings': [[[494475.6886999998, 1097199.2924000006], [494475.6107000001, 1097198.7989000008], [494475.1319000004, 1097196.2597000003], [494473.3783, 1097189.1185999997], [494473.32579999976, 1097188.8574], [494456.7094999999, 1097192.7855999991], [494457.91839999985, 1097194.0780999996], [494459.6727, 1097201.8542], [494460.6377999997, 1097201.6997999996], [494475.6886999998, 1097199.2924000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
69,76,5,SALÓN COMUNAL,SALÓN COMUNAL CLUB DE LEONES,SALÓN COMUNAL CLUB DE LEONES,"{'rings': [[[492929.3284999998, 1096702.7311000004], [492925.1551000001, 1096683.4181999993], [492920.23390000034, 1096684.1590999998], [492921.39800000004, 1096689.9269999992], [492910.4972000001, 1096692.6258000005], [492911.2379999999, 1096695.8007999994], [492906.26379999984, 1096696.7004000004], [492909.1743000001, 1096706.9661999997], [492912.1376, 1096706.2783000004], [492912.3492999999, 1096707.7070000004], [492914.51889999956, 1096707.2837000005], [492914.5778000001, 1096708.0798000004], [492919.1476999996, 1096706.5973000005], [492926.00270000007, 1096704.4313999992], [492927.67370000016, 1096703.5407999996], [492929.3284999998, 1096702.7311000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
70,77,5,ALCOHÓLICOS ANÓNIMOS,CENTRO ORIENTACIÓN PARA ALCOHÓLICOS,CENTRO ORIENTACIÓN PARA ALCOHÓLICOS,"{'rings': [[[494049.88709999993, 1097376.1996], [494044.3049999997, 1097367.1201000009], [494040.9815999996, 1097361.5655000005], [494039.41089999955, 1097362.5373999998], [494036.5087000001, 1097364.3775999993], [494040.87430000026, 1097371.8388999999], [494039.4455000004, 1097372.7914000005], [494042.06489999965, 1097376.9982999992], [494046.5893000001, 1097374.2202000003], [494048.49430000037, 1097377.0777000003], [494049.88709999993, 1097376.1996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
71,78,5,SALÓN COMUNAL,SALÓN COMUNAL CHEPITA MARÍN,SALÓN COMUNAL CHEPITA MARÍN,"{'rings': [[[494037.3817999996, 1097384.538899999], [494036.6673999997, 1097366.2827000003], [494019.6810999997, 1097367.235200001], [494019.8317, 1097385.0801], [494037.3817999996, 1097384.538899999]], [[494022.1152999997, 1097390.0423000008], [494021.95660000015, 1097387.2377000004], [494019.2120000003, 1097387.5216000006], [494019.5752999997, 1097390.3069000002], [494022.1152999997, 1097390.0423000008]], [[494026.8777999999, 1097388.2431000005], [494026.7719999999, 1097385.8089000005], [494023.8809000002, 1097385.9022000004], [494024.07320000045, 1097388.4019000009], [494026.8777999999, 1097388.2431000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
72,79,5,SALÓN COMUNAL,SALÓN COMUNAL BARRIO SAN GERARDO,SALÓN COMUNAL BARRIO SAN GERARDO,"{'rings': [[[494413.55510000046, 1097179.9207000006], [494413.1409, 1097174.9222999997], [494400.8398000002, 1097175.898], [494400.8398000002, 1097180.6645], [494413.55510000046, 1097179.9207000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
73,80,6,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL,"{'rings': [[[493659.00989999995, 1095130.8915999997], [493655.8663999997, 1095125.6762000006], [493654.60030000005, 1095126.2813000008], [493653.83019999973, 1095126.6700999998], [493653.0098000001, 1095127.1073000003], [493644.1551000001, 1095131.8256], [493639.1919, 1095134.4812000003], [493642.31879999954, 1095139.6553000007], [493657.93489999976, 1095131.4560000002], [493659.00989999995, 1095130.8915999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
74,81,6,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES ROVICSA,TERMINAL DE AUTOBUSES ROVICSA,"{'rings': [[[492491.52419999987, 1095812.9251000006], [492532.53560000006, 1095805.2513999995], [492534.19820000045, 1095804.9403000008], [492544.1178000001, 1095803.0842000004], [492554.1787999999, 1095801.2272999994], [492552.1481999997, 1095796.9856000002], [492547.89329999965, 1095788.0977999996], [492547.4612999996, 1095787.1952999998], [492546.7764999997, 1095785.8851999994], [492536.0641999999, 1095787.7158000004], [492532.2717000004, 1095788.3638000004], [492526.0844999999, 1095789.4211], [492526.00430000015, 1095789.2676999997], [492516.0892000003, 1095791.0906000007], [492514.8657999998, 1095791.3059999999], [492513.9731999999, 1095791.4631999992], [492500.4315999998, 1095794.9165000003], [492494.2413999997, 1095796.6099999994], [492491.59800000023, 1095797.3332000002], [492488.63570000045, 1095798.0381000005], [492491.52419999987, 1095812.9251000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
75,82,6,HOGAR DE ANCIANOS,HOGAR DE NINOS INFANTIL BLANCA FLOR,HOGAR DE NINOS INFANTIL BLANCA FLOR,"{'rings': [[[492759.07459999993, 1095674.8960999995], [492759.92179999966, 1095687.8158], [492783.1255999999, 1095686.0780999996], [492782.3019000003, 1095673.1173999999], [492759.07459999993, 1095674.8960999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
76,83,6,ALBERGUE,CENTRO DIURNO HOGAR DULCE HOGAR SANTA ROSA,CENTRO DIURNO HOGAR DULCE HOGAR SANTA ROSA,"{'rings': [[[492769.01800000016, 1095563.7276000008], [492766.30260000005, 1095563.9761999995], [492765.4110000003, 1095564.0578000005], [492765.8420000002, 1095569.0688000005], [492759.27190000005, 1095569.7774], [492759.4238, 1095572.0808000006], [492760.2531000003, 1095584.648600001], [492760.61319999956, 1095589.3745000008], [492765.6900000004, 1095589.0571999997], [492766.01910000015, 1095592.7715000007], [492770.77020000014, 1095592.4422999993], [492769.7879999997, 1095576.1052], [492769.2832000004, 1095567.7076999992], [492769.01800000016, 1095563.7276000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
77,84,6,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL LITTLE PEOPLE,GUARDERÍA INFANTIL LITTLE PEOPLE,"{'rings': [[[492819.3831000002, 1095424.9386999998], [492802.4967, 1095427.3798999991], [492803.3985000001, 1095433.9594999999], [492811.5443000002, 1095432.761499999], [492814.2748999996, 1095446.7394999992], [492823.1054999996, 1095445.2064999994], [492820.94629999995, 1095433.447899999], [492819.4791000001, 1095425.4574999996], [492819.3831000002, 1095424.9386999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
78,85,6,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL HOGAR COMUNITARIO,GUARDERÍA INFANTIL HOGAR COMUNITARIO,"{'rings': [[[492871.97449999955, 1095251.2945000008], [492876.34339999966, 1095250.0788000003], [492887.34389999975, 1095247.0176], [492885.24870000035, 1095239.8342000004], [492870.16390000004, 1095243.8709999993], [492871.97449999955, 1095251.2945000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
79,86,6,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL SAMUEL,GUARDERÍA INFANTIL SAMUEL,"{'rings': [[[493156.1386000002, 1095177.0820000004], [493162.7712000003, 1095175.6338999998], [493162.02809999976, 1095172.3828999996], [493164.69409999996, 1095171.861300001], [493164.11450000014, 1095168.7315999996], [493161.50650000013, 1095169.3112000003], [493160.9989, 1095166.8745000008], [493156.1319000004, 1095167.8644999992], [493145.3091000002, 1095170.5339000002], [493145.9921000004, 1095173.2969000004], [493147.88680000044, 1095172.7884999998], [493149.36110000033, 1095178.7839000002], [493156.1386000002, 1095177.0820000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
80,87,6,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL BEKA-SANAA,GUARDERÍA INFANTIL BEKA-SANAA,"{'rings': [[[493682.2156999996, 1095471.0792999994], [493684.50829999987, 1095447.3172999993], [493681.23730000015, 1095447.049900001], [493680.6414999999, 1095452.9087000005], [493673.97809999995, 1095452.0927000009], [493672.7137000002, 1095463.4529], [493672.4341000002, 1095465.9669000003], [493671.45469999965, 1095474.7651000004], [493675.47890000045, 1095474.6513], [493677.55929999985, 1095474.5924999993], [493681.4631000003, 1095474.3979000002], [493681.8976999996, 1095474.3762999997], [493682.2156999996, 1095471.0792999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
81,88,6,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL LITTLE PEOPLE,GUARDERÍA INFANTIL LITTLE PEOPLE,"{'rings': [[[493300.3036000002, 1095809.7947000004], [493292.1024000002, 1095810.0310999993], [493288.5703999996, 1095810.1328999996], [493284.5390999997, 1095810.2490999997], [493284.44290000014, 1095814.4337000009], [493279.3229, 1095814.4337000009], [493279.35500000045, 1095821.8808999993], [493279.3576999996, 1095822.5024999995], [493284.0230999999, 1095822.4278999995], [493298.64940000046, 1095822.1940000001], [493303.12569999974, 1095822.1225000005], [493303.27219999954, 1095816.7010999992], [493300.21609999985, 1095816.7010999992], [493300.3036000002, 1095809.7947000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
82,89,6,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL PANI,GUARDERÍA INFANTIL PANI,"{'rings': [[[493093.4444000004, 1096242.7440000009], [493098.4411000004, 1096242.4792], [493105.1699999999, 1096242.1226000004], [493104.8161000004, 1096233.5950000007], [493104.58160000015, 1096227.9420999996], [493104.5729, 1096227.7314999998], [493104.4670000002, 1096225.1417999994], [493104.1448999997, 1096217.260399999], [493104.0842000004, 1096215.7741999999], [493103.7558000004, 1096209.2927], [493102.7877000002, 1096209.3466999996], [493097.46389999986, 1096209.6434000004], [493086.0228000004, 1096210.1864999998], [493084.92459999956, 1096210.2386000007], [493079.42009999976, 1096210.2836000007], [493083.2291000001, 1096215.5315000005], [493082.26109999977, 1096216.3235], [493080.85309999995, 1096215.795499999], [493079.0050999997, 1096215.795499999], [493078.82909999974, 1096217.9075000007], [493081.2050999999, 1096217.9075000007], [493082.26109999977, 1096219.7555], [493079.1810999997, 1096221.955600001], [493093.4444000004, 1096242.7440000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
83,90,6,TERMINAL DE TAXIS,TERMINAL DE TAXIS LA GUARIA,TERMINAL DE TAXIS LA GUARIA,"{'rings': [[[494052.7028999999, 1095936.2769000009], [494057.9031999996, 1095931.414999999], [494063.43989999965, 1095926.2386000007], [494064.2862, 1095926.0261000004], [494064.3055999996, 1095926.0403000005], [494070.4517000001, 1095920.3269999996], [494064.13900000043, 1095914.821799999], [494037.63040000014, 1095936.7420000006], [494045.10950000025, 1095943.3761999998], [494052.7028999999, 1095936.2769000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
84,91,6,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES,TERMINAL DE AUTOBUSES,"{'rings': [[[492490.4883000003, 1095634.2698999997], [492490.4550999999, 1095639.8795999996], [492490.54700000025, 1095644.7495000008], [492495.3245000001, 1095645.2139999997], [492501.7229000004, 1095645.8359999992], [492527.7561999997, 1095648.3670000006], [492528.58100000024, 1095637.4597999994], [492490.4883000003, 1095634.2698999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
85,92,7,SALÓN COMUNAL,SALÓN COMUNAL ROSITER CARBALLO,SALÓN COMUNAL ROSITER CARBALLO,"{'rings': [[[486038.02139999997, 1101800.2771000005], [486031.00659999996, 1101787.2950999998], [486019.65160000045, 1101793.6733999997], [486019.733, 1101793.8255000003], [486026.6246999996, 1101806.7016000003], [486038.02139999997, 1101800.2771000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
86,93,7,CENTRO DE ACOPIO,CENTRO DE ACOPIO PARA RECICLAJE METALURGIA ROMAIN,CENTRO DE ACOPIO PARA RECICLAJE METALURGIA ROMAIN,"{'rings': [[[488358.80289999954, 1100934.4211999997], [488358.81819999963, 1100940.8135000002], [488394.1405999996, 1100939.7210000008], [488393.4765999997, 1100923.7650000006], [488392.7821000004, 1100923.7320000008], [488392.38520000037, 1100920.1270000003], [488386.3990000002, 1100920.5899999999], [488386.79590000026, 1100924.2281], [488375.78259999957, 1100924.7903000005], [488375.78259999957, 1100919.1893000007], [488349.35030000005, 1100920.0359000005], [488349.84669999965, 1100928.6665000003], [488350.54789999966, 1100933.6273999996], [488358.80289999954, 1100933.2040999997], [488358.80289999954, 1100934.4211999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
87,94,7,SALÓN COMUNAL,SALÓN COMUNAL BARRIO CORAZÓN DE JESÚS,SALÓN COMUNAL BARRIO CORAZÓN DE JESÚS,"{'rings': [[[487692.1807000004, 1101243.7677999996], [487678.0904000001, 1101249.5536000002], [487681.5828999998, 1101257.4911000002], [487685.8691999996, 1101255.7051], [487687.6551000001, 1101260.4279999994], [487690.67140000034, 1101259.0786000006], [487690.2745000003, 1101262.7298000008], [487696.4397999998, 1101262.7699999996], [487692.1807000004, 1101243.7677999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
88,95,7,SALÓN COMUNAL,SALÓN COMUNAL LA PEREGRINA,SALÓN COMUNAL LA PEREGRINA,"{'rings': [[[488684.8903999999, 1100922.147500001], [488670.38019999955, 1100921.8445999995], [488670.6235999996, 1100944.3182999995], [488684.86620000005, 1100944.4002999999], [488684.8903999999, 1100922.147500001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
89,96,7,CENTRO DE ACOPIO,CENTRO DE ACOPIO EL VIRILLA,CENTRO DE ACOPIO EL VIRILLA,"{'rings': [[[487890.85369999986, 1101338.180400001], [487881.0449000001, 1101371.1996], [487884.54009999987, 1101372.0759999994], [487886.6568, 1101372.0759999994], [487886.5906999996, 1101369.6616999991], [487901.4735000003, 1101369.9923999999], [487901.4735000003, 1101367.3135000002], [487899.9852, 1101367.3465999998], [487906.89749999996, 1101346.4675999992], [487894.36280000024, 1101343.2265000008], [487895.45419999957, 1101339.4231000002], [487890.85369999986, 1101338.180400001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
90,97,7,CENTRO DE ACOPIO,CENTRO DE ACOPIO PARA RECICLAJE,CENTRO DE ACOPIO PARA RECICLAJE,"{'rings': [[[487836.5460000001, 1101272.0021000002], [487835.3117000004, 1101271.6093000006], [487836.2832000004, 1101267.1061000004], [487836.2507999996, 1101267.0826999992], [487831.0253999997, 1101265.6561999992], [487829.8348000003, 1101270.4980999995], [487816.4996999996, 1101267.085000001], [487816.1029000003, 1101268.3550000004], [487813.7215999998, 1101267.7200000007], [487808.4035, 1101290.3419000003], [487814.9916000003, 1101291.9294000007], [487814.43599999975, 1101294.548800001], [487817.61099999957, 1101295.3424999993], [487818.0078999996, 1101294.3900000006], [487829.8694000002, 1101297.3736000005], [487836.5460000001, 1101272.0021000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
91,98,7,CENTRO DE ACOPIO,CENTRO DE ACOPIO PARA RECICLAJE METALURGIA ROMAIN,CENTRO DE ACOPIO PARA RECICLAJE METALURGIA ROMAIN,"{'rings': [[[488380.53589999955, 1100912.1558999997], [488370.02080000006, 1100912.2824000008], [488348.91899999976, 1100912.5363999996], [488349.35030000005, 1100920.0359000005], [488375.78259999957, 1100919.1893000007], [488375.78259999957, 1100918.0434000008], [488375.38570000045, 1100918.0434000008], [488375.38570000045, 1100917.0182000007], [488380.74349999987, 1100916.8859], [488380.53589999955, 1100912.1558999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
92,99,7,CENTRO DE ACOPIO,CENTRO DE ACOPIO EL VIRILLA,CENTRO DE ACOPIO EL VIRILLA,"{'rings': [[[487884.63350000046, 1101359.1193000004], [487888.71740000043, 1101345.3717999998], [487891.9894000003, 1101334.3573000003], [487867.6545000002, 1101328.3552], [487865.6783999996, 1101339.2740000002], [487875.09750000015, 1101341.9199], [487872.98089999985, 1101350.2278000005], [487872.1096999999, 1101350.0439999998], [487866.20749999955, 1101348.7990000006], [487866.68379999977, 1101346.2061], [487865.7313000001, 1101344.7774], [487858.6501000002, 1101343.1996], [487855.7411000002, 1101355.3813000005], [487852.6635999996, 1101368.2684000004], [487869.3066999996, 1101370.3232000005], [487869.2273000004, 1101371.0374999996], [487880.7496999996, 1101372.1934999991], [487884.63350000046, 1101359.1193000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
93,100,7,CENTRO DE ACOPIO,CENTRO DE ACOPIO PARA RECICLAJE METALURGIA ROMAIN,CENTRO DE ACOPIO PARA RECICLAJE METALURGIA ROMAIN,"{'rings': [[[488358.81819999963, 1100940.8135000002], [488358.80289999954, 1100934.4211999997], [488353.4053999996, 1100934.5799000002], [488353.4053999996, 1100936.7495000008], [488350.78270000033, 1100936.9543999992], [488351.03809999954, 1100941.0540999994], [488358.81819999963, 1100940.8135000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
94,101,7,SALÓN COMUNAL,SALÓN COMUNAL ASOCIACIÓN DE DESARROLLO INTEGRAL EL JARDÍN,ASOCIACIÓN DE DESARROLLO INTEGRAL EL JARDÍN,"{'rings': [[[487568.31350000016, 1099970.1844999995], [487567.6595999999, 1099965.3280999996], [487562.6012000004, 1099965.8796999995], [487558.7061999999, 1099966.304300001], [487554.84219999984, 1099966.7257000003], [487555.61340000015, 1099971.5339000002], [487568.31350000016, 1099970.1844999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
95,102,8,GUARDERÍA INFANTIL,GUARDERÍA INFANTIL SAN GABRIEL,GUARDERÍA INFANTIL SAN GABRIEL,"{'rings': [[[489082.3892999999, 1097707.5342999995], [489085.3223000001, 1097707.2136000004], [489086.01269999985, 1097712.4411999993], [489091.82739999983, 1097711.9243], [489091.45189999975, 1097706.5434000008], [489103.69930000044, 1097705.2042999994], [489102.87930000015, 1097697.7142999992], [489073.36930000037, 1097700.3143000007], [489075.6593000004, 1097721.5043000001], [489077.42819999997, 1097721.4024], [489083.61930000037, 1097720.6942999996], [489082.3892999999, 1097707.5342999995]], [[489102.98929999955, 1097717.0843000002], [489102.0992999999, 1097708.8443], [489097.73110000044, 1097709.3638000004], [489098.69930000044, 1097717.5043000001], [489102.98929999955, 1097717.0843000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
96,103,8,SALÓN COMUNAL,SALÓN COMUNAL MATA REDONDA,SALÓN COMUNAL MATA REDONDA,"{'rings': [[[488727.1501000002, 1097724.6522000004], [488745.4001000002, 1097711.3122000005], [488737.25009999983, 1097700.2621999998], [488719.00009999983, 1097713.5321999993], [488727.1501000002, 1097724.6522000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
97,104,8,HOSPICIO DE HUERFANOS,HOSPICIO DE HUÉRFANOS CASA HOGAR SAN JOSÉ,CASA HOGAR SAN JOSÉ,"{'rings': [[[488605.8201000001, 1097998.0522000007], [488625.2100999998, 1097995.3521999996], [488623.65749999974, 1097984.2226], [488604.5201000003, 1097986.8922000006], [488605.8201000001, 1097998.0522000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
98,105,8,HOSPICIO DE HUERFANOS,HOSPICIO DE HUÉRFANOS CASA MADRE DEL PERPETUO SOCORRO,CASA MADRE DEL PERPETUO SOCORRO,"{'rings': [[[488696.0301000001, 1098204.3822000008], [488705.1501000002, 1098203.1821999997], [488717.47009999957, 1098201.5522000007], [488717.3092, 1098200.519200001], [488716.3400999997, 1098194.9722000007], [488715.5701000001, 1098190.5022], [488708.9101, 1098191.3822000008], [488708.1300999997, 1098191.4822000004], [488703.7701000003, 1098192.0622000005], [488690.2399000004, 1098193.8501999993], [488675.94010000024, 1098195.7422000002], [488677.54009999987, 1098206.8122000005], [488696.0301000001, 1098204.3822000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
99,106,8,ASOCIACIÓN,ASOCIACIÓN DE AYUDA HUMANITARIA CARITAS DE COSTA RICA,CARITAS DE COSTA RICA,"{'rings': [[[488402.58660000004, 1098217.4548000004], [488403.4966000002, 1098217.3447999991], [488408.9765999997, 1098216.6460999995], [488408.8565999996, 1098215.7048000004], [488413.0151000004, 1098215.1150000002], [488416.39499999955, 1098214.6537999995], [488416.51659999974, 1098215.6848000009], [488418.9866000004, 1098215.3748000003], [488424.40479999967, 1098214.6787999999], [488422.78720000014, 1098201.7381999996], [488412.5465000002, 1098203.0442999993], [488412.23709999956, 1098203.0886000004], [488407.1177000003, 1098203.7829], [488407.38659999985, 1098205.7547999993], [488405.38659999985, 1098205.9648000002], [488405.18659999967, 1098204.0448000003], [488402.6065999996, 1098204.3948], [488399.08609999996, 1098204.8713000007], [488399.0466, 1098204.8748000003], [488399.9765999997, 1098211.7048000004], [488400.20660000015, 1098213.4448000006], [488400.7866000002, 1098217.6848000009], [488402.58660000004, 1098217.4548000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
100,107,8,ASOCIACIÓN,ASOCIACIÓN CASA DE LAS ASOCIACIONES,ASOCIACIÓN CASA DE LAS ASOCIACIONES,"{'rings': [[[488058.60639999993, 1098291.1549999993], [488056.17640000023, 1098276.414999999], [488056.8364000004, 1098276.3450000007], [488057.3764000004, 1098281.3450000007], [488066.39639999997, 1098280.375], [488066.84640000015, 1098284.5250000004], [488070.77639999986, 1098284.0950000007], [488069.6163999997, 1098273.3849999998], [488056.0092000002, 1098274.6776], [488050.6163999997, 1098275.1950000003], [488050.2862999998, 1098275.2236000001], [488050.41640000045, 1098276.7249999996], [488049.1963999998, 1098276.8249999993], [488049.0663999999, 1098275.3450000007], [488044.1364000002, 1098275.8149999995], [488045.1264000004, 1098282.125], [488048.95639999956, 1098281.5350000001], [488049.71640000027, 1098286.4849999994], [488045.8953, 1098287.0781999994], [488046.70639999956, 1098292.2449999992], [488058.60639999993, 1098291.1549999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
101,108,9,ALCOHÓLICOS ANÓNIMOS,ALCOHÓLICOS ANÓNIMOS,ALCOHÓLICOS ANÓNIMOS,"{'rings': [[[484422.9554000003, 1099663.136], [484423.10560000036, 1099664.8638000004], [484423.5800999999, 1099670.3245], [484438.7560999999, 1099669.1762000006], [484438.21729999967, 1099663.0423000008], [484431.74540000036, 1099663.6125000007], [484431.6317999996, 1099662.3425999992], [484422.9554000003, 1099663.136]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
102,109,9,SALÓN COMUNAL,"SALÓN COMUNAL SAN PABLO, LOMAS DEL RÍO PAVAS",SALÓN COMUNAL SAN PABLO,"{'rings': [[[484976.7368000001, 1099886.0607999992], [484983.12629999965, 1099883.2586000003], [484991.93620000035, 1099879.3949999996], [484992.67679999955, 1099879.0702], [484991.51669999957, 1099876.6201000009], [484985.41789999977, 1099862.9748], [484968.2106999997, 1099870.7577999998], [484968.1852000002, 1099870.7693000007], [484970.46719999984, 1099876.2057000007], [484967.8764000004, 1099877.296], [484967.6963999998, 1099877.9461000003], [484967.5462999996, 1099878.4163000006], [484967.37629999965, 1099878.896400001], [484967.2061999999, 1099879.3565999996], [484967.01609999966, 1099879.8267], [484966.8060999997, 1099880.2767999992], [484966.5959999999, 1099880.727], [484966.3658999996, 1099881.177100001], [484966.12590000033, 1099881.6172000002], [484965.8657999998, 1099882.0472999997], [484965.6057000002, 1099882.4674999993], [484965.3256000001, 1099882.887599999], [484965.03550000023, 1099883.297700001], [484964.73539999966, 1099883.6877999995], [484963.78949999996, 1099883.9120000005], [484963.41750000045, 1099885.2566999998], [484963.4188000001, 1099886.5793999992], [484964.6228, 1099891.3735000007], [484976.7368000001, 1099886.0607999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
103,110,9,ALBERGUE,CENTRO DIURNO DE ANCIANOS,CENTRO DIURNO DE ANCIANOS,"{'rings': [[[484387.57359999977, 1099482.9428000003], [484390.20830000006, 1099506.6060000006], [484412.00960000046, 1099504.5616999995], [484412.20969999954, 1099507.6226000004], [484415.5663999999, 1099507.2325999998], [484415.56489999965, 1099507.2141999993], [484414.6786000002, 1099496.8833000008], [484396.6902999999, 1099498.3835000005], [484395.4528999999, 1099482.3114], [484387.57359999977, 1099482.9428000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
