,OBJECTID,ID_DISTRITO,CATEGORIA,NOMBRE,ABREVIADO,SHAPE
145,152,11,GUARDERÍA INFANTIL,"GUARDERÍA INFANTIL ASOCIACIÓN MONTEALTO, CENTRO INFANTIL EL MANANTIAL",CENTRO INFANTIL EL MANANTIAL,"{'rings': [[[492355.01570000034, 1095488.7643], [492359.108, 1095497.5297999997], [492359.37689999957, 1095498.1055999994], [492364.61110000033, 1095509.0818000007], [492372.2533999998, 1095525.107999999], [492385.7960999999, 1095523.2913000006], [492386.0530000003, 1095525.2177000009], [492396.82820000034, 1095523.9696999993], [492396.58860000037, 1095522.0527999997], [492410.3454, 1095519.9630999994], [492407.3810999999, 1095509.1371999998], [492390.92700000014, 1095510.1986999996], [492376.06520000007, 1095479.7674000002], [492355.01570000034, 1095488.7643]], [[492377.75939999986, 1095510.7838000003], [492371.33210000023, 1095511.6523000002], [492364.0362, 1095498.2765999995], [492370.2898000004, 1095495.1498000007], [492377.75939999986, 1095510.7838000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
146,153,11,ALCOHÓLICOS ANÓNIMOS,ALCOHÓLICOS ANÓNIMOS,ALCOHÓLICOS ANÓNIMOS,"{'rings': [[[491389.8650000002, 1095818.3523999993], [491389.47670000046, 1095813.0755000003], [491382.44269999955, 1095813.6262999997], [491375.2560999999, 1095814.1889999993], [491374.8947999999, 1095819.3550000004], [491382.09449999966, 1095820.1623], [491390.0374999996, 1095820.6950000003], [491389.8650000002, 1095818.3523999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
147,154,11,ALBERGUE,ALBERGUE PARA INDIGENTES,ALBERGUE PARA INDIGENTES,"{'rings': [[[491534.93180000037, 1095450.2328999992], [491555.5935000004, 1095450.2747000009], [491556.38719999976, 1095433.1295999996], [491538.1507000001, 1095433.8644999992], [491533.83160000015, 1095441.5830000006], [491532.8099999996, 1095445.0497999992], [491531.4445000002, 1095446.3103999998], [491529.32320000045, 1095450.1328999996], [491534.93180000037, 1095450.2328999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
148,155,11,ALBERGUE,ALBERGUE PARA INDIGENTES,ALBERGUE PARA INDIGENTES,"{'rings': [[[491554.32349999994, 1095474.2459999993], [491592.10610000044, 1095474.8809999991], [491591.6298000002, 1095453.9258999992], [491554.00600000005, 1095454.0846999995], [491554.32349999994, 1095474.2459999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
149,156,11,SALÓN COMUNAL,SALÓN COMUNAL LÓPEZ MATEO,SALÓN COMUNAL LÓPEZ MATEO,"{'rings': [[[489938.7265999997, 1095275.3707999997], [489930.5312000001, 1095271.7852999996], [489926.4335000003, 1095279.8100000005], [489935.82409999985, 1095283.7369], [489938.7265999997, 1095275.3707999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
150,157,11,SALÓN COMUNAL,SALÓN COMUNAL LOTES MONGITO,SALÓN COMUNAL LOTES MONGITO,"{'rings': [[[491302.9313000003, 1096912.3792000003], [491310.4957999997, 1096912.1920999996], [491309.8607999999, 1096897.2696000002], [491301.3837000001, 1096898.0658999998], [491302.9313000003, 1096912.3792000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
151,158,5,CEMENTERIO,CEMENTERIO DE ZAPOTE,CEMENTERIO DE ZAPOTE,"{'rings': [[[493771.01769999973, 1097112.3549000006], [493772.7647000002, 1097111.6975999996], [493784.55759999994, 1097107.2611999996], [493803.7298999997, 1097099.674900001], [493793.7851, 1097076.7749000005], [493787.1196999997, 1097061.1345000006], [493786.27969999984, 1097059.1634], [493778.6157999998, 1097041.6579], [493777.5893000001, 1097039.2857000008], [493776.3175999997, 1097036.3469999991], [493772.4367000004, 1097027.3783999998], [493765.62090000045, 1097011.4065000005], [493759.7598000001, 1096997.6028000005], [493742.1425999999, 1096999.6318999995], [493731.91089999955, 1097001.0101999994], [493729.0828, 1097001.3912000004], [493719.57930000033, 1097002.6714999992], [493708.2843000004, 1097004.1119], [493696.48699999973, 1097005.9232], [493687.6788999997, 1097007.3609999996], [493694.46729999967, 1097022.4334999993], [493700.1683, 1097034.9145], [493705.551, 1097046.6550999992], [493711.6462000003, 1097060.1846999992], [493712.5368999997, 1097062.1618000008], [493712.9165000003, 1097063.0043000001], [493713.53270000033, 1097064.3718999997], [493719.60539999977, 1097078.1753000002], [493721.5943, 1097082.6707000006], [493725.5719999997, 1097091.6085], [493731.8032999998, 1097105.3059], [493738.1409, 1097119.3735000007], [493740.23560000025, 1097123.8158999998], [493740.39269999973, 1097124.1811999995], [493744.6116000004, 1097122.1908], [493759.3819000004, 1097116.7057000007], [493769.61110000033, 1097112.8807999995], [493771.01769999973, 1097112.3549000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
152,159,7,CEMENTERIO,CEMENTERIO CORAZÓN DE JESÚS,CEMENTERIO CORAZÓN DE JESÚS,"{'rings': [[[487551.0362, 1100224.3890000004], [487545.8688000003, 1100125.0862000007], [487540.7189999996, 1100122.7465000004], [487440.47589999996, 1100128.3597], [487443.5844999999, 1100170.3468999993], [487448.3025000002, 1100229.8671000004], [487516.0251000002, 1100226.1987999994], [487551.0362, 1100224.3890000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
153,160,7,CEMENTERIO,CEMENTERIO URUCA,CEMENTERIO URUCA,"{'rings': [[[489535.6401000004, 1099639.1465000007], [489369.81039999984, 1099642.7434], [489369.8175999997, 1099649.6217999998], [489370.67059999984, 1099681.208900001], [489370.85979999974, 1099684.491800001], [489524.28529999964, 1099681.1842], [489528.2960000001, 1099676.6632000003], [489542.2932000002, 1099639.1250999998], [489535.6401000004, 1099639.1465000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
154,161,6,CEMENTERIO,CEMENTERIO  MONTESACRO,CEMENTERIO  MONTESACRO,"{'rings': [[[493893.4210999999, 1095933.8532999996], [493891.36560000014, 1095929.8606000002], [493888.2273000004, 1095923.7650000006], [493885.16139999963, 1095917.8099000007], [493884.38269999996, 1095916.2974999994], [493882.38989999983, 1095912.3528000005], [493879.20139999967, 1095906.0413000006], [493876.4249999998, 1095900.5456000008], [493873.4280000003, 1095894.6131999996], [493870.59729999956, 1095889.0099], [493850.66029999964, 1095896.1392], [493838.54509999976, 1095876.4553999994], [493831.22699999996, 1095880.7595000006], [493820.60890000034, 1095863.4110000003], [493797.09729999956, 1095876.678200001], [493796.7821000004, 1095876.8794], [493825.75370000023, 1095914.5485999994], [493835.82180000003, 1095927.0362999998], [493836.1765999999, 1095927.0845999997], [493846.6172000002, 1095928.5065000001], [493853.0267000003, 1095938.3219000008], [493860.29009999987, 1095949.4449000005], [493893.4210999999, 1095933.8532999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
155,162,11,CEMENTERIO,CEMENTERIO SAN SEBASTIÁN,CEMENTERIO SAN SEBASTIÁN,"{'rings': [[[490551.42420000024, 1095123.8248999994], [490602.3317999998, 1095113.1554000005], [490612.31340000033, 1095111.4109000005], [490609.7368000001, 1095092.5362], [490609.1018000003, 1095082.5877999999], [490607.8317999998, 1095073.2744999994], [490648.96360000037, 1095065.0481000002], [490651.9857999999, 1095053.0348000005], [490650.6085000001, 1095050.8926], [490644.05840000045, 1095040.7053999994], [490630.9899000004, 1095044.2872000001], [490624.8435000004, 1095045.6349], [490618.46300000045, 1095047.0339000002], [490612.0098000001, 1095048.4222999997], [490605.76680000033, 1095049.7536999993], [490605.35929999966, 1095049.8352000006], [490599.7960999999, 1095050.9201999996], [490599.4808, 1095050.9910000004], [490593.4423000002, 1095052.3463000003], [490586.67200000025, 1095053.702299999], [490580.8881000001, 1095054.9418000001], [490574.6939000003, 1095056.3528000005], [490568.19959999993, 1095057.792199999], [490561.6777999997, 1095059.2155000009], [490555.91050000023, 1095060.4740999993], [490549.6508999998, 1095061.8402999993], [490543.56149999984, 1095063.1690999996], [490536.87090000045, 1095064.6293000001], [490530.81989999954, 1095065.9498999994], [490524.5613000002, 1095067.3158], [490518.4780000001, 1095068.6433000006], [490511.95999999996, 1095070.0658999998], [490505.72020000033, 1095071.4276], [490499.28670000006, 1095072.8315999992], [490492.90079999994, 1095074.2252999991], [490486.7884999998, 1095075.4606999997], [490494.4752000002, 1095110.9488999993], [490437.6584999999, 1095123.2854999993], [490450.5767000001, 1095172.7126000002], [490444.22670000046, 1095175.0939000007], [490428.5104, 1095180.9675999992], [490402.79279999994, 1095190.4925999995], [490386.6047, 1095195.5858999994], [490374.7633999996, 1095199.5322999991], [490357.2062999997, 1095214.2301000003], [490364.2416000003, 1095222.1857999992], [490368.3945000004, 1095226.7530000005], [490373.6079000002, 1095223.8681000005], [490397.9749999996, 1095210.2128999997], [490401.5806999998, 1095217.7435999997], [490403.8504999997, 1095222.6725999992], [490412.3761, 1095219.2138999999], [490470.9983000001, 1095196.0625], [490469.08660000004, 1095189.4189], [490461.0318, 1095157.2786999997], [490462.5114000002, 1095155.4146999996], [490465.3035000004, 1095153.8880000003], [490467.71470000036, 1095152.4463], [490471.2273000004, 1095151.7654], [490525.9455000004, 1095139.5176999997], [490536.7154000001, 1095136.9455999993], [490553.30069999956, 1095133.2397000007], [490551.42420000024, 1095123.8248999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
156,163,3,CEMENTERIO,CEMENTERIO DE OBREROS,CEMENTERIO DE OBREROS,"{'rings': [[[490060.3820000002, 1098035.4893999994], [489989.8432, 1097849.1739000008], [489843.5673000002, 1097877.2102000006], [489825.5038999999, 1097927.7246000003], [489824.04899999965, 1097931.0075000003], [489835.50430000015, 1097961.5179999992], [489836.77979999967, 1097964.9151000008], [489887.25009999983, 1098099.3396000005], [489973.19180000015, 1098067.6447], [489975.2134999996, 1098066.8991], [490060.3820000002, 1098035.4893999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
157,164,3,CEMENTERIO,CEMENTERIO GENERAL,CEMENTERIO GENERAL,"{'rings': [[[490177.51999999955, 1097871.1785000004], [490170.96690000035, 1097846.7229999993], [490164.24760000035, 1097822.0972000007], [490163.02550000045, 1097817.6183000002], [490159.1507000001, 1097802.4541999996], [490157.8295999998, 1097797.4509999994], [490106.0181999998, 1097579.0947999991], [490105.6683, 1097577.6204000004], [490104.65919999965, 1097573.9705999997], [490104.12770000007, 1097571.6960000005], [490103.33299999963, 1097570.6385999992], [490102.00939999986, 1097569.8991999999], [490088.9395000003, 1097569.0132999998], [490089.0038999999, 1097569.6479000002], [490088.93840000033, 1097584.4498999994], [490082.5700000003, 1097586.4465999994], [490071.4731999999, 1097589.9258999992], [490065.95639999956, 1097591.6556000002], [490057.3033999996, 1097594.3685999997], [490044.7633999996, 1097598.3003000002], [490038.60529999994, 1097600.2311000004], [490027.23610000033, 1097603.7957000006], [490018.7982000001, 1097606.4412999991], [490016.52410000004, 1097607.1543000005], [490007.2242999999, 1097610.4019000009], [489992.4188000001, 1097615.144200001], [489984.27689999994, 1097596.0890999995], [489955.21910000034, 1097644.9299999997], [489949.3559999997, 1097654.5395], [489943.28170000017, 1097664.6253999993], [489935.7812999999, 1097677.0672999993], [489922.0011999998, 1097699.0865000002], [489916.2204, 1097708.3237999994], [489918.3219999997, 1097708.8955000006], [489914.12150000036, 1097747.7796999998], [489875.6233000001, 1097805.3966000006], [489843.31379999965, 1097853.7512999997], [489833.6350999996, 1097879.1138000004], [489818.98199999984, 1097917.5118000004], [489823.5460999999, 1097929.6679999996], [489842.6369000003, 1097877.3884999994], [489989.8432, 1097849.1739000008], [490060.3820000002, 1098035.4893999994], [490155.8099999996, 1098000.2961], [490158.5833999999, 1097999.2732999995], [490159.15110000037, 1097999.0638999995], [490207.29470000044, 1097980.7137000002], [490177.51999999955, 1097871.1785000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
158,165,9,BIBLIOTECA,BIBLIOTECA MUNICIPAL CARMEN LYRA,BIBLIOTECA MUNICIPAL CARMEN LYRA,"{'rings': [[[483280.0083999997, 1100775.0110999998], [483290.5574000003, 1100769.9977000002], [483281.4983999999, 1100747.2846000008], [483276.18120000046, 1100749.7135000005], [483276.8376000002, 1100750.8950999994], [483267.45040000044, 1100755.3588999994], [483268.69770000037, 1100757.7221000008], [483266.4656999996, 1100758.772500001], [483265.61230000015, 1100756.8687999994], [483266.33440000005, 1100756.6718000006], [483265.6780000003, 1100755.0964000002], [483268.76329999976, 1100753.7178000007], [483267.25349999964, 1100749.7135000005], [483263.4461000003, 1100751.3545999993], [483262.858, 1100749.8523999993], [483246.4478000002, 1100758.1235000007], [483249.59499999974, 1100764.6805000007], [483262.5926999999, 1100758.5099], [483263.5116999997, 1100760.2822999991], [483249.26680000033, 1100767.1094000004], [483252.48340000026, 1100773.8050999995], [483266.7558000004, 1100767.0087000001], [483269.43039999995, 1100765.7350999992], [483271.7829999998, 1100764.6149000004], [483272.5050999997, 1100766.5842000004], [483270.3309000004, 1100767.6439999994], [483267.53479999956, 1100769.0068999995], [483259.4417000003, 1100772.9517], [483262.5926999999, 1100779.1879999992], [483275.6560000004, 1100773.2142999992], [483277.2971000001, 1100776.2995999996], [483279.8980999999, 1100775.0635000002], [483280.0083999997, 1100775.0110999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
159,166,10,BIBLIOTECA,BIBLIOTECA PÚBLICA DE HATILLO,BIBLIOTECA PÚBLICA DE HATILLO,"{'rings': [[[488580.2599999998, 1096800.4916999992], [488572.8914999999, 1096762.2059000004], [488553.04839999974, 1096766.7338999994], [488551.22250000015, 1096759.4301999994], [488541.95249999966, 1096762.0987999998], [488551.4040999999, 1096806.6943999995], [488580.2599999998, 1096800.4916999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
160,167,10,BIBLIOTECA,CENTRO CULTURAL Y DE INFORMACIÓN COMUNITARIA: BIBLIOTECA MUNICIPAL MARÍA LUISA PORRAS MONGE,BIBLIOTECA MUNICIPAL MARÍA LUISA PORRAS MONGE,"{'rings': [[[490165.2753999997, 1096623.3495000005], [490177.1816999996, 1096619.3806999996], [490170.56709999964, 1096597.1557], [490158.13159999996, 1096601.6535999998], [490165.2753999997, 1096623.3495000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
161,168,5,BIBLIOTECA,BIBLIOTECA MUNICIPAL ISIDRO DÍAZ MUÑOZ,BIBLIOTECA MUNICIPAL ISIDRO DÍAZ MUÑOZ,"{'rings': [[[494006.98900000006, 1096921.1110999994], [494006.8448999999, 1096919.4850999992], [494005.9841, 1096908.8092999998], [493989.0680999998, 1096910.1457000002], [493983.0521999998, 1096910.6209999993], [493983.5114000002, 1096919.668299999], [493983.60140000004, 1096920.9140000008], [493983.69159999955, 1096922.1618000008], [494006.98900000006, 1096921.1110999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
162,169,6,BIBLIOTECA,BIBLIOTECA MUNICIPAL RAFAEL ÁNGEL ARIAS GÓMEZ,BIBLIOTECA MUNICIPAL RAFAEL ÁNGEL ARIAS GÓMEZ,"{'rings': [[[493616.79420000035, 1096114.8838999998], [493629.1146999998, 1096111.9291999992], [493628.9615000002, 1096111.3082999997], [493625.9633999998, 1096099.1622000001], [493628.2695000004, 1096098.555400001], [493627.7023, 1096096.2799999993], [493624.6023000004, 1096083.8444999997], [493624.37370000035, 1096082.9275000002], [493621.1151999999, 1096083.7288000006], [493621.1414999999, 1096083.8444999997], [493621.5192, 1096085.5064000003], [493618.04470000044, 1096086.3145000003], [493614.16610000003, 1096087.2032999992], [493613.76209999993, 1096085.4255999997], [493601.07969999965, 1096088.4145], [493601.1972000003, 1096088.9463], [493602.87349999975, 1096096.2799999993], [493603.01520000026, 1096096.8997000009], [493603.94689999986, 1096096.6667999998], [493605.4941999996, 1096096.2799999993], [493606.8937999997, 1096095.9300999995], [493607.77469999995, 1096100.0596999992], [493608.18659999967, 1096101.9903999995], [493605.9241000004, 1096104.5760999992], [493605.03529999964, 1096107.0810000002], [493605.03110000025, 1096107.1308999993], [493604.87370000035, 1096109.020300001], [493605.1161000002, 1096110.7171999998], [493606.0708999997, 1096112.1972000003], [493606.7320999997, 1096113.2221000008], [493608.7522, 1096115.1613999996], [493611.2571999999, 1096116.2117999997], [493614.43120000046, 1096115.4506], [493616.79420000035, 1096114.8838999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
163,170,8,BIBLIOTECA,BIBLIOTECA MUNICIPAL TULIO PERLAZA SALAZAR,BIBLIOTECA MUNICIPAL TULIO PERLAZA SALAZAR,"{'rings': [[[488413.71160000004, 1098047.4821000006], [488412.1216000002, 1098036.4121000003], [488390.1297000004, 1098038.9708999991], [488391.4297000002, 1098050.264799999], [488408.01159999985, 1098048.1920999996], [488413.71160000004, 1098047.4821000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
164,171,1,BIBLIOTECA,BIBLIOTECA NACIONAL,BIBLIOTECA NACIONAL,"{'rings': [[[492219.8426999999, 1098624.0244999994], [492217.86950000003, 1098594.7986999992], [492147.00179999974, 1098599.5833], [492148.92810000014, 1098629.2992000002], [492219.8426999999, 1098624.0244999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
165,172,11,BIBLIOTECA,BIBLIOTECA MUNICIPAL EMMA GAMBOA ALVARADO,BIBLIOTECA MUNICIPAL EMMA GAMBOA ALVARADO,"{'rings': [[[490955.33160000015, 1095566.8422999997], [490958.58019999973, 1095565.7247000001], [490953.2750000004, 1095551.7650000006], [490944.0619000001, 1095555.6038000006], [490945.6180999996, 1095559.6052], [490948.41050000023, 1095566.9619999994], [490954.1852000002, 1095564.3471000008], [490955.33160000015, 1095566.8422999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
166,173,10,CENTRO DE CUIDO,CENTRO DE CUIDO Y DESARROLLO INFANTIL,CENTRO DE CUIDO Y DESARROLLO INFANTIL,"{'rings': [[[484112.8853000002, 1100001.9638], [484118.7001, 1100005.3998000007], [484118.77799999993, 1100005.2666999996], [484119.36760000046, 1100004.1466000006], [484119.5991000002, 1100003.7828000002], [484119.76439999975, 1100003.4189999998], [484119.81259999983, 1100003.4472000003], [484119.8306, 1100003.4189999998], [484120.69049999956, 1100002.3606000002], [484127.37119999994, 1100006.4616999999], [484126.7758999998, 1100007.5199999996], [484119.81259999983, 1100003.4472000003], [484119.5991000002, 1100003.7828000002], [484119.43369999994, 1100004.1466000006], [484118.77799999993, 1100005.2666999996], [484118.70610000007, 1100005.4033000004], [484118.7001, 1100005.3998000007], [484116.2587000001, 1100009.5704999994], [484129.7525000004, 1100017.2434999999], [484133.19209999964, 1100011.5548999999], [484127.23890000023, 1100007.982999999], [484127.9003999997, 1100007.057], [484138.3514999999, 1100013.4069999997], [484133.9857999999, 1100020.9475999996], [484132.8613, 1100021.3444999997], [484131.7368999999, 1100021.4768000003], [484127.9665000001, 1100018.1033999994], [484122.8071999997, 1100018.9633000009], [484119.43369999994, 1100024.5856999997], [484125.51910000015, 1100027.9591000006], [484130.8770000003, 1100027.4298999999], [484133.12590000033, 1100023.7258000001], [484134.05200000014, 1100022.3366999999], [484134.7796, 1100022.2706000004], [484134.6473000003, 1100023.6596000008], [484132.5306000002, 1100028.2897999994], [484133.72119999956, 1100032.9200999998], [484140.40199999977, 1100037.3518000003], [484143.5108000003, 1100031.9278999995], [484143.7753999997, 1100030.6050000004], [484142.8493999997, 1100027.5622000005], [484142.32019999996, 1100025.3133000005], [484136.8300999999, 1100022.0721000005], [484140.99729999993, 1100014.8621999994], [484149.3317, 1100019.0955999997], [484148.93479999993, 1100019.6908999998], [484147.6118999999, 1100021.5429999996], [484145.9582000002, 1100025.5117000006], [484144.6353000002, 1100031.2003000006], [484144.3046000004, 1100036.2273999993], [484144.50299999956, 1100039.2700999994], [484145.5614, 1100039.2039], [484147.1489000004, 1100039.0055], [484149.72860000003, 1100037.6163999997], [484152.8373999996, 1100037.2857000008], [484154.09420000017, 1100032.7215999998], [484155.15249999985, 1100031.068], [484156.07859999966, 1100030.0096000005], [484157.99679999985, 1100028.2897999994], [484159.91500000004, 1100025.7102000006], [484161.5686999997, 1100023.5273000002], [484163.0239000004, 1100021.2784000002], [484164.54530000035, 1100017.7726000007], [484168.3816999998, 1100013.5393000003], [484165.4713000003, 1100005.0065000001], [484160.7748999996, 1100007.5862000007], [484156.80620000046, 1100010.6289000008], [484152.77130000014, 1100014.7961], [484150.19159999955, 1100018.1695000008], [484141.3942, 1100013.7377000004], [484142.3864000002, 1100012.3487], [484149.86089999974, 1100016.2512999997], [484162.4946999997, 1099996.3412999995], [484161.2379999999, 1099995.0845999997], [484162.03170000017, 1099993.2325], [484165.00829999987, 1099988.4700000007], [484151.84520000033, 1099981.1278000008], [484148.14109999966, 1099987.6762000006], [484146.3551000003, 1099986.5516999997], [484138.6821999997, 1099999.1195], [484145.8920999998, 1100003.3528000005], [484140.2034999998, 1100012.6132999994], [484120.9550999999, 1100001.5536000002], [484122.3746999996, 1099999.1703999992], [484116.3909999998, 1099995.8122000005], [484112.8853000002, 1100001.9638]], [[484122.29449999984, 1100000.3973999992], [484136.15079999994, 1100007.8421], [484139.5739000002, 1100001.4710000008], [484125.7176000001, 1099994.0262000002], [484122.29449999984, 1100000.3973999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
167,174,10,CENTRO DE CUIDO,CENTRO DE CUIDO Y DESARROLLO INFANTIL HATILLO,CENTRO DE CUIDO Y DESARROLLO INFANTIL HATILLO,"{'rings': [[[488446.7718000002, 1096881.0028000008], [488458.4310999997, 1096879.9524000008], [488495.1420999998, 1096876.6450999994], [488494.13989999983, 1096865.5204000007], [488457.4288999997, 1096868.8277000003], [488457.2446999997, 1096866.7825000007], [488445.5853000004, 1096867.8329000007], [488446.7718000002, 1096881.0028000008]], [[488460.3613999998, 1096908.1564000007], [488461.7281999998, 1096922.0752000008], [488498.7701000003, 1096918.4372000005], [488497.40309999976, 1096904.5184000004], [488460.3613999998, 1096908.1564000007]], [[488461.7281999998, 1096922.0752000008], [488460.6283999998, 1096912.7468999997], [488448.82990000024, 1096914.1377000008], [488450.0338000003, 1096924.3506000005], [488461.8322999999, 1096922.9598999992], [488461.7281999998, 1096922.0752000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
168,175,9,CENTRO DIURNO,CENTRO DIURNO DE ANCIANOS,CENTRO DIURNO DE ANCIANOS,"{'rings': [[[485380.4484000001, 1099669.5369000006], [485377.62770000007, 1099648.6807000004], [485354.79870000016, 1099652.0722000003], [485358.0465000002, 1099676.9657000005], [485374.54059999995, 1099674.012], [485374.54059999995, 1099671.2638000008], [485380.4484000001, 1099669.5369000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
169,176,9,SALÓN COMUNAL,ASOCIACIÓN DE DESARROLLO LOMAS DEL RÍO,ASOCIACIÓN DE DESARROLLO LOMAS DEL RÍO,"{'rings': [[[481981.16920000035, 1101258.2957000006], [481985.38740000036, 1101267.1081000008], [481991.3317, 1101264.3574], [481991.9319000002, 1101264.0774000008], [481992.5248999996, 1101263.7486000005], [481989.2838000003, 1101256.8694000002], [481987.97479999997, 1101257.3058000002], [481986.9604000002, 1101255.1746999994], [481981.16920000035, 1101258.2957000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
170,177,9,SALÓN COMUNAL,SALÓN COMUNAL OSCAR FELIPE,SALÓN COMUNAL OSCAR FELIPE,"{'rings': [[[482663.6467000004, 1101260.5536000002], [482662.3174999999, 1101256.4814999998], [482656.34619999956, 1101258.25], [482657.6878000004, 1101262.4560000002], [482659.8403000003, 1101269.204500001], [482659.8945000004, 1101269.3743999992], [482660.1242000004, 1101270.0945999995], [482663.8147999998, 1101268.9146999996], [482663.32459999993, 1101267.384299999], [482665.63879999984, 1101266.6568999998], [482665.40390000027, 1101265.9373000003], [482665.3487, 1101265.768100001], [482663.6479000002, 1101260.5574999992], [482663.6467000004, 1101260.5536000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
171,178,9,SALÓN COMUNAL,SALÓN COMUNAL METRÓPOLIS II,SALÓN COMUNAL METRÓPOLIS II,"{'rings': [[[482966.20050000027, 1100998.0721000005], [482962.3515999997, 1100989.6724999994], [482962.1616000002, 1100989.7424999997], [482961.7115000002, 1100988.7721999995], [482956.96999999974, 1100990.8827999998], [482957.69020000007, 1100991.9231000002], [482957.4302000003, 1100992.0331999995], [482961.39829999954, 1101000.3058000002], [482966.20050000027, 1100998.0721000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
172,179,9,SALÓN COMUNAL,SALÓN COMUNAL LA FRANJA,SALÓN COMUNAL LA FRANJA,"{'rings': [[[483062.93120000046, 1100870.1739000008], [483056.19930000044, 1100855.2094], [483044.9759999998, 1100860.2608000003], [483051.7078999998, 1100875.2252999991], [483062.93120000046, 1100870.1739000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
173,180,9,SALÓN COMUNAL,SALÓN COMUNAL METRÓPOLIS N1,SALÓN COMUNAL METRÓPOLIS N1,"{'rings': [[[482437.94379999954, 1101306.0983000007], [482437.96270000003, 1101306.1100999992], [482439.9336000001, 1101310.3673], [482440.56429999974, 1101310.0913999993], [482442.96889999975, 1101315.0976], [482452.4293999998, 1101310.6827000007], [482444.15139999986, 1101293.4565999992], [482434.09219999984, 1101298.2358], [482437.8671000004, 1101305.9353999998], [482437.94379999954, 1101306.0983000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
174,181,7,SALÓN COMUNAL,SALÓN COMUNAL ASOCODECA,SALÓN COMUNAL ASOCODECA,"{'rings': [[[483815.6445000004, 1101491.5757], [483818.01240000036, 1101504.8954000007], [483829.9187000003, 1101502.7787999995], [483827.55069999956, 1101489.4590000007], [483815.6445000004, 1101491.5757]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
175,182,2,SALÓN COMUNAL,CASA COMUNAL BARRIO PITAHAYA,CASA COMUNAL BARRIO PITAHAYA,"{'rings': [[[489684.20689999964, 1098819.8458999991], [489679.33690000046, 1098819.8458999991], [489679.7368999999, 1098830.1059000008], [489680.0368999997, 1098833.9258999992], [489685.0469000004, 1098833.5958999991], [489684.8169, 1098829.8559000008], [489684.2954000002, 1098821.4965000004], [489684.20689999964, 1098819.8458999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
176,183,2,SALÓN COMUNAL,SALÓN COMUNAL LOS CIPRESES,SALÓN COMUNAL LOS CIPRESES,"{'rings': [[[490183.70689999964, 1099542.5559], [490184.9769000001, 1099541.8659000006], [490185.95689999964, 1099543.0559], [490188.33690000046, 1099541.7159000002], [490190.1769000003, 1099540.0459000003], [490182.95689999964, 1099529.3759000003], [490175.69689999986, 1099534.5359000005], [490178.4769000001, 1099539.5758999996], [490181.19689999986, 1099543.9058999997], [490183.70689999964, 1099542.5559]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
