,OBJECTID,ENTIDAD,SUBCATEGORIA,CATEGORIA,NOMBRE,ABREVIADO,TIPO_SEDE,ID_DISTRITO,OBSER_INSTITUCION,SHAPE
313,329,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,ICE,PLANTA HIDROELÉCTRICA,7, ,"{'rings': [[[482160.8542999998, 1101990.0654000007], [482179.14360000007, 1101975.0834], [482182.23620000016, 1101979.0888999999], [482191.66060000006, 1101971.0276999995], [482189.47780000046, 1101967.9849999994], [482194.43879999965, 1101963.6854999997], [482195.70880000014, 1101965.0481000002], [482197.98419999983, 1101965.2598], [482198.9896, 1101964.4131000005], [482199.31149999984, 1101964.7482999992], [482204.8015999999, 1101960.3165000007], [482202.6849999996, 1101957.7037000004], [482204.1070999997, 1101956.8107999992], [482201.09750000015, 1101952.8420000002], [482204.19710000046, 1101950.5868999995], [482201.9321999997, 1101947.6447], [482201.0432000002, 1101948.2585000005], [482193.5290000001, 1101938.7335], [482192.99990000017, 1101939.1144999992], [482192.90670000017, 1101938.9966000002], [482190.9254999999, 1101936.4898000006], [482187.8351999996, 1101939.0297999997], [482185.88790000044, 1101937.0824999996], [482180.5750000002, 1101941.4639999997], [482180.9137000004, 1101941.9932000004], [482180.34219999984, 1101942.3530000001], [482179.91889999993, 1101942.8187000006], [482179.6436999999, 1101943.3267], [482179.4955000002, 1101944.0462999996], [482180.1517000003, 1101944.9564999994], [482182.2259999998, 1101947.6235000007], [482181.35819999967, 1101948.237400001], [482180.36340000015, 1101946.7769000009], [482180.78670000006, 1101946.4804999996], [482174.09800000023, 1101938.3312999997], [482169.6107000001, 1101941.696799999], [482176.3205000004, 1101949.9518999998], [482175.15110000037, 1101950.9069999997], [482173.30960000027, 1101948.769200001], [482170.3038999997, 1101951.034], [482166.45150000043, 1101946.2292], [482163.33999999985, 1101948.8961999994], [482165.0544999996, 1101950.8858000003], [482158.17399999965, 1101956.5414000005], [482143.62320000026, 1101968.5018000007], [482160.8542999998, 1101990.0654000007]], [[482234.2567999996, 1101955.1274999995], [482238.05979999993, 1101952.4317000005], [482239.0652999999, 1101953.4900000002], [482247.58490000013, 1101950.6325000003], [482235.89020000026, 1101935.4982999992], [482237.26609999966, 1101934.9162000008], [482207.31520000007, 1101896.4986000005], [482181.2801000001, 1101917.2949], [482191.59889999963, 1101929.3599999994], [482195.7792999996, 1101925.6557999998], [482204.1930999998, 1101936.0274999999], [482210.1727, 1101931.5295000002], [482221.70859999955, 1101945.8170999996], [482224.8836000003, 1101943.5417], [482234.2567999996, 1101955.1274999995]], [[482142.8295999998, 1101974.9083999991], [482138.56319999974, 1101969.6827000007], [482135.12349999975, 1101972.0972000007], [482127.1199000003, 1101960.7200000007], [482122.02660000045, 1101963.6303000003], [482133.86679999996, 1101980.6298999991], [482131.94859999977, 1101982.3167000003], [482139.65079999994, 1101991.8081999999], [482148.41889999993, 1101984.5325000007], [482143.4578999998, 1101978.2818999998], [482143.85479999986, 1101977.9179999996], [482143.8877999997, 1101977.3556999993], [482142.30030000024, 1101975.5697000008], [482142.8295999998, 1101974.9083999991]], [[482210.96640000027, 1101967.3542], [482227.63520000037, 1101954.6012999993], [482224.8306, 1101951.0029000007], [482219.59190000035, 1101955.0245999992], [482219.11560000014, 1101954.6012999993], [482207.6366999997, 1101963.5771999992], [482210.96640000027, 1101967.3542]], [[482115.875, 1101968.5252], [482114.6843999997, 1101960.5546000004], [482107.7720999997, 1101961.1830000002], [482109.02550000045, 1101969.0766000003], [482115.875, 1101968.5252]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
314,330,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE HACIENDA,MINISTERIO DE HACIENDA,DIRECCIÓN GENERAL DE ADMINISTRACIÓN DE BIENES Y CONTRATACIÓN ADMINISTRATIVA,4, ,"{'rings': [[[491859.3375000004, 1097922.0644000005], [491859.4802000001, 1097919.3521999996], [491851.9308000002, 1097919.5919000003], [491841.4941999996, 1097919.9232], [491841.1074000001, 1097919.6744999997], [491831.59970000014, 1097920.1954999994], [491831.35919999983, 1097920.2086999994], [491831.90919999965, 1097925.6468000002], [491832.6440000003, 1097932.9131000005], [491833.22589999996, 1097932.8801000006], [491840.2094999999, 1097932.4847999997], [491840.2094999999, 1097931.200099999], [491844.7774, 1097930.7719], [491844.92009999976, 1097932.3421], [491857.7673000004, 1097931.7710999995], [491860.05119999964, 1097929.7727000006], [491859.52689999994, 1097924.424900001], [491859.3375000004, 1097922.0644000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
315,331, ,,, , , ,3, ,"{'rings': [[[489940.6925999997, 1098222.9120000005], [489937.6775000002, 1098190.7188000008], [489924.97750000004, 1098192.147500001], [489914.64279999956, 1098193.2438999992], [489902.2882000003, 1098194.6016000006], [489905.6087999996, 1098226.0869999994], [489940.6925999997, 1098222.9120000005]], [[489923.2312000003, 1098206.1174999997], [489923.2312000003, 1098213.7376000006], [489912.9123999998, 1098213.7376000006], [489912.9123999998, 1098206.1174999997], [489923.2312000003, 1098206.1174999997]], [[489925.2949999999, 1098213.7376000006], [489924.97750000004, 1098206.4350000005], [489935.3388, 1098205.9846], [489935.6562999999, 1098213.2871000003], [489925.2949999999, 1098213.7376000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
316,332, GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,PATRONATO NACIONAL DE CIEGOS,PATRONATO NACIONAL DE CIEGOS,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[492114.08939999994, 1097037.6253999993], [492118.2943000002, 1097036.9990999997], [492117.73610000033, 1097032.6448], [492120.25380000006, 1097031.9920000006], [492116.3940000003, 1097008.5439999998], [492114.7176000001, 1097008.8045000006], [492109.9567999998, 1097009.5445000008], [492111.20639999956, 1097018.0353999995], [492111.5703999996, 1097020.5088999998], [492113.77240000013, 1097035.4714000002], [492114.08939999994, 1097037.6253999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
317,333, GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE HACIENDA,MINISTERIO DE HACIENDA,DIRECCIÓN GENERAL DE CRÉDITO PÚBLICO,4,CUATRO PISOS HACIA ARRIBA A PARTIR DEL SEGUNDO,"{'rings': [[[491618.03920000046, 1098414.3658000007], [491636.6747000003, 1098412.7519000005], [491635.38320000004, 1098398.4729999993], [491635.24540000036, 1098396.9487999994], [491633.6716, 1098379.5483], [491631.12650000025, 1098379.7623999994], [491631.12650000025, 1098382.7772000004], [491629.15979999956, 1098382.9752999991], [491622.2103000004, 1098383.6752000004], [491624.32710000034, 1098403.4319000002], [491623.3008000003, 1098403.4959999993], [491623.2366000004, 1098404.3939999994], [491622.0179000003, 1098404.5865000002], [491622.0820000004, 1098405.5486999992], [491618.23330000043, 1098405.9977000002], [491618.5541000003, 1098407.7295999993], [491615.55069999956, 1098408.1586000007], [491616.23730000015, 1098412.8534999993], [491618.03920000046, 1098414.3658000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
318,334,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,CORREOS DE COSTA RICA S.A.,CORREOS DE COSTA RICA,SUCURSAL,1, ,"{'rings': [[[491976.22119999956, 1098804.8939999994], [491976.64470000006, 1098806.6578000002], [491978, 1098806.3241000008], [491977.5440999996, 1098804.7617000006], [491976.22119999956, 1098804.8939999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
319,335, GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),TRIBUNAL DE SERVICIO CIVIL,TRIBUNAL DE SERVICIO CIVIL,OFICINAS ADMINISTRATIVAS,8, ,"{'rings': [[[487881.0201000003, 1098841.9914999995], [487875.8501000004, 1098843.2015000004], [487875.5301000001, 1098841.8114999998], [487866.3300999999, 1098844.1614999995], [487866.69010000024, 1098846.0814999994], [487867.75009999983, 1098851.7715000007], [487872.24010000005, 1098850.6315000001], [487872.8201000001, 1098852.761499999], [487871.18010000046, 1098853.261499999], [487872.6501000002, 1098858.9014999997], [487874.5109000001, 1098866.2400000002], [487879.72780000046, 1098864.8290999997], [487880.61010000017, 1098868.0914999992], [487874.69010000024, 1098869.761499999], [487875.8317999998, 1098874.4065000005], [487885.25009999983, 1098872.0914999992], [487888.11010000017, 1098871.3915], [487881.0201000003, 1098841.9914999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
320,336,GOBIERNO,PRESIDENCIA DE LA REPÚBLICA,PODER EJECUTIVO,MINISTERIO DE HACIENDA,MINISTERIO DE HACIENDA,CENTRO DE INVESTIGACIÓN Y FORMACIÓN HACENDARIA (CIFH),3,PISOS 7 Y 8,"{'rings': [[[489925.2949999999, 1098213.7376000006], [489935.6562999999, 1098213.2871000003], [489935.3388, 1098205.9846], [489924.97750000004, 1098206.4350000005], [489925.2949999999, 1098213.7376000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
321,337, GOBIERNO,GOBIERNO LOCAL (MH),GOBIERNO LOCAL (MH),MUNICIPALIDAD DE SAN JOSÉ,MUNICIPALIDAD DE SAN JOSÉ,RECURSOS HUMANOS,3,PISO 6,"{'rings': [[[489923.2312000003, 1098206.1174999997], [489912.9123999998, 1098206.1174999997], [489912.9123999998, 1098213.7376000006], [489923.2312000003, 1098213.7376000006], [489923.2312000003, 1098206.1174999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
322,338,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),DIRECCIÓN GENERAL DE LA POLICÍA DE TRÁNSITO,DIREC. GENERAL DE LA POLICÍA DE TRÁNSITO,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[491437.60500000045, 1097464.4548000004], [491432.51889999956, 1097414.4414000008], [491413.6579999998, 1097416.1368000004], [491414.0817999998, 1097409.5672999993], [491362.0864000004, 1097410.0284000002], [491368.7307000002, 1097467.2097999994], [491369.1995000001, 1097467.7722999994], [491375.51219999976, 1097466.7859000005], [491372.54530000035, 1097421.2228999995], [491394.1612, 1097421.011], [491395.64470000006, 1097444.5341999996], [491407.0883999998, 1097443.4746000003], [491409.63150000013, 1097468.0574999992], [491437.60500000045, 1097464.4548000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
323,339,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,SUMINISTRO DE COMBUSTIBLE,9, ,"{'rings': [[[484040.8343000002, 1101201.0709000006], [484025.1403000001, 1101200.4430999998], [484024.9581000004, 1101205.9109000005], [484000.61110000033, 1101205.2204999998], [484000.1807000004, 1101220.4351000004], [484024.5279000001, 1101221.1252999995], [484024.01049999986, 1101236.7272999994], [484039.4530999996, 1101237.2294999994], [484040.8343000002, 1101201.0709000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
324,340,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,TALLER MECÁNICO AERONAÚTICO,9, ,"{'rings': [[[483957.71970000025, 1101181.4849999994], [483952.0700000003, 1101190.2734999992], [483981.1261, 1101208.9525000006], [483986.77579999994, 1101200.163899999], [483957.71970000025, 1101181.4849999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
325,341,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,OFICINAS ADMINISTRATIVAS,9, ,"{'rings': [[[483944.2341, 1101169.4765000008], [483936.2505999999, 1101177.9695999995], [483946.22080000024, 1101187.3416000009], [483954.20430000033, 1101178.8485000003], [483944.2341, 1101169.4765000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
326,342, GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,OFICINAS ADMINISTRATIVAS,9, ,"{'rings': [[[483962.78029999975, 1101150.3140999991], [483964.1804999998, 1101167.0291000009], [483967.09130000044, 1101166.788899999], [483967.56149999984, 1101172.4107000008], [483983.5630999999, 1101171.075099999], [483984.3365000002, 1101185.3771000002], [484005.17250000034, 1101190.6963], [484038.12229999993, 1101188.0657000002], [484041.64329999965, 1101187.865700001], [484040.3428999996, 1101172.2511], [484047.67509999964, 1101171.6108999997], [484048.3853000002, 1101179.7433000002], [484052.4064999996, 1101179.3933000006], [484051.7062999997, 1101171.2607000005], [484050.35610000044, 1101155.6663000006], [484035.64169999957, 1101156.9464999996], [484035.6217, 1101156.636499999], [484002.6719000004, 1101159.2668999992], [483983.13630000036, 1101153.5450999998], [483979.8652999997, 1101153.8153000008], [483979.4550999999, 1101148.9236999992], [483962.78029999975, 1101150.3140999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
327,343,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,TALLER MECÁNICO AERONAÚTICO,9, ,"{'rings': [[[483938.4589999998, 1101141.9131000005], [483935.9994999999, 1101153.4872999992], [483949.10830000043, 1101156.2729000002], [483951.5678000003, 1101144.6986999996], [483938.4589999998, 1101141.9131000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
328,344,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,OFICINAS ADMINISTRATIVAS,9, ,"{'rings': [[[483919.3013000004, 1101138.1700999998], [483918.04580000043, 1101144.3221000005], [483934.51910000015, 1101147.6840000004], [483935.7746000001, 1101141.5319999997], [483919.3013000004, 1101138.1700999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
329,345,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,CASETA DE VIGILANCIA,9, ,"{'rings': [[[483911.84219999984, 1101133.5046999995], [483908.7550999997, 1101138.0446000006], [483913.95430000033, 1101141.58], [483917.04140000045, 1101137.0402000006], [483911.84219999984, 1101133.5046999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
330,346,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,TALLER DE COMPONENTES AERONAÚTICOS,9, ,"{'rings': [[[484311.0931000002, 1101134.9419], [484275.3025000002, 1101138.4427000005], [484275.59329999983, 1101141.6071000006], [484275.1425000001, 1101141.6536999997], [484260.28809999954, 1101142.9239000008], [484259.9779000003, 1101138.9126999993], [484230.06909999996, 1101141.1831], [484230.1190999998, 1101141.8333], [484200.1102999998, 1101144.3138999995], [484200.04030000046, 1101143.5134999994], [484194.54870000016, 1101143.9836999997], [484175.4628999997, 1101145.6340999994], [484174.3624999998, 1101145.7240999993], [484174.40270000044, 1101146.2842999995], [484167.8406999996, 1101146.7945000008], [484161.7588999998, 1101147.2644999996], [484155.20710000023, 1101147.7747000009], [484155.1568999998, 1101147.1345000006], [484144.3437000001, 1101148.0046999995], [484132.6403000001, 1101148.9449000005], [484117.42590000015, 1101150.1550999992], [484116.1798999999, 1101150.2654], [484110.1936999997, 1101150.7952999994], [484095.42929999996, 1101152.0954999998], [484095.48929999955, 1101152.7257000003], [484080.4649, 1101153.9559000004], [484076.25370000023, 1101154.3260999992], [484076.50370000023, 1101157.1369000003], [484080.69489999954, 1101156.7566999998], [484081.62509999983, 1101168.1201000009], [484077.82409999985, 1101168.4703000002], [484079.3343000002, 1101184.9449000005], [484082.90550000034, 1101184.6151], [484083.02550000045, 1101184.6051000003], [484082.9754999997, 1101184.0149000008], [484098.13989999983, 1101182.7744999994], [484112.7742999997, 1101181.4843000006], [484116.1798999999, 1101181.1834999993], [484120.1365, 1101180.8341000006], [484120.2165000001, 1101181.634299999], [484135.2609000001, 1101180.3641], [484157.54750000034, 1101178.5036999993], [484157.57749999966, 1101178.913899999], [484161.0285, 1101178.6437], [484167.7405000003, 1101178.1237000003], [484177.02329999954, 1101177.4035], [484177.02329999954, 1101176.6932999995], [484202.7109000003, 1101174.4828999992], [484202.6908999998, 1101174.3027], [484232.4096999997, 1101172.0222999994], [484232.4397, 1101172.4725000001], [484232.69969999976, 1101175.8534999993], [484245.50349999964, 1101174.9033000004], [484245.25349999964, 1101171.5022999998], [484262.3585000001, 1101170.2018999998], [484262.03830000013, 1101166.0606999993], [484277.12289999984, 1101164.7705000006], [484277.7112999996, 1101164.6667], [484278.17310000025, 1101169.731899999], [484294.8680999996, 1101168.1917000003], [484294.6133000003, 1101165.4234999996], [484296.63850000035, 1101165.6809], [484313.8337000003, 1101164.0704999994], [484311.0931000002, 1101134.9419]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
331,347,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,ESCUELA COSTARRICENSE DE AVIACIÓN,9, ,"{'rings': [[[484255.0957000004, 1101185.6780999992], [484255.75629999954, 1101192.8084999993], [484234.2701000003, 1101194.5589000005], [484219.44570000004, 1101195.759299999], [484220.6958999997, 1101211.2037000004], [484213.24370000046, 1101211.8038999997], [484213.23369999975, 1101211.8038999997], [484205.7915000003, 1101212.413899999], [484205.4115000004, 1101208.1626999993], [484205.4014999997, 1101208.1426999997], [484205.07129999995, 1101204.4816999994], [484204.8113000002, 1101201.6208999995], [484204.4511000002, 1101197.6196999997], [484190.0368999997, 1101198.9199], [484189.9769000001, 1101198.1897], [484174.66229999997, 1101199.4801000003], [484174.72250000015, 1101200.1100999992], [484159.8680999996, 1101201.2805000003], [484144.9637000002, 1101202.4606999997], [484140.3523000004, 1101202.820699999], [484133.98029999994, 1101203.320699999], [484129.8591, 1101203.6509000007], [484115.3448999999, 1101204.791099999], [484085.60610000044, 1101207.1415], [484085.70610000007, 1101208.4420999996], [484082.23510000017, 1101208.7020999994], [484082.7851, 1101216.1643000003], [484082.3551000003, 1101216.2042999994], [484082.5050999997, 1101218.2348999996], [484082.9452999998, 1101218.2049000002], [484083.02529999986, 1101219.3253000006], [484086.5462999996, 1101219.0650999993], [484086.8362999996, 1101222.6761000007], [484083.3652999997, 1101222.9463], [484084.2355000004, 1101234.2697], [484087.7264999999, 1101234.0097000003], [484087.73649999965, 1101234.0897000004], [484088.0664999997, 1101238.3409000002], [484117.8053000001, 1101235.9803], [484132.0022999998, 1101235.0332999993], [484130.98929999955, 1101218.7453000005], [484136.5011, 1101218.2952999994], [484140.55229999963, 1101217.9752999991], [484145.99069999997, 1101217.5395], [484147.00409999955, 1101232.4195000008], [484161.9285000004, 1101231.3992999997], [484160.89829999954, 1101216.3647000007], [484166.3998999996, 1101215.8947], [484170.39109999966, 1101215.5547000002], [484175.9826999996, 1101215.0746999998], [484177.3428999996, 1101231.1692999993], [484192.7474999996, 1101229.8691000007], [484205.93149999995, 1101228.6788999997], [484207.25189999957, 1101228.5589000005], [484207.17169999983, 1101227.6685000006], [484218.0248999996, 1101226.7883000001], [484221.9360999996, 1101226.4681000002], [484222.0661000004, 1101228.0087000001], [484258.3668999998, 1101225.0680999998], [484258.7785, 1101229.8718999997], [484324.3995000003, 1101224.6824999992], [484327.2452999996, 1101223.3431000002], [484329.08669999987, 1101220.4975000005], [484329.4215000002, 1101217.1494999994], [484327.0778999999, 1101189.8630999997], [484326.2408999996, 1101184.1714999992], [484324.0647, 1101181.1582999993], [484321.55370000005, 1101180.6560999993], [484317.87090000045, 1101180.6560999993], [484255.0957000004, 1101185.6780999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
332,348,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),AEROPUERTO INTERNACIONAL TOBÍAS BOLAÑOS,AEROPUERTO INTERN. TOBÍAS BOLAÑOS,HANGAR,9, ,"{'rings': [[[484203.8223000001, 1101245.3923000004], [484173.9134999998, 1101247.9329000004], [484159.21920000017, 1101249.1831999999], [484159.3092, 1101250.2935000006], [484149.3761999998, 1101251.1037000008], [484149.31620000023, 1101250.4535000008], [484134.24179999996, 1101251.8137999997], [484134.2117999997, 1101251.5636999998], [484101.43209999986, 1101254.6843999997], [484098.31120000035, 1101254.9845000003], [484098.43939999957, 1101256.321799999], [484093.15249999985, 1101256.4758000001], [484094.34779999964, 1101267.7996999994], [484094.34779999964, 1101272.0776000004], [484103.2390999999, 1101273.8315999992], [484103.2525000004, 1101273.9701000005], [484103.3825000003, 1101275.3904999997], [484113.6255000001, 1101274.4102999996], [484113.93560000043, 1101277.291099999], [484136.47229999956, 1101274.9206000008], [484136.1922000004, 1101272.2598], [484135.51209999993, 1101265.1876999997], [484150.5164999999, 1101263.6874000002], [484160.3694000002, 1101262.6972000003], [484160.8295, 1101268.2087999992], [484175.44379999954, 1101266.9684999995], [484175.5237999996, 1101267.9387999997], [484205.5226999996, 1101265.3882999998], [484203.8223000001, 1101245.3923000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
