,OBJECTID,ENTIDAD,SUBCATEGORIA,CATEGORIA,NOMBRE,ABREVIADO,TIPO_SEDE,ID_DISTRITO,OBSER_INSTITUCION,SHAPE
159,173,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[484997.7960999999, 1101335.4992999993], [485034.80289999954, 1101337.1473999992], [485035.25239999965, 1101324.4123], [484998.3205000004, 1101322.7642], [484997.7960999999, 1101335.4992999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
160,174,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[484966.61510000005, 1101313.659], [484966.91530000046, 1101299.5249000005], [484946.40270000044, 1101298.6904000007], [484946.09329999983, 1101308.7070000004], [484957.4249, 1101309.0550999995], [484957.4123999998, 1101313.4689000007], [484966.61510000005, 1101313.659]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
161,175,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[484967.63489999995, 1101312.9999000002], [484996.41390000004, 1101313.7893000003], [484996.7940999996, 1101298.5548], [484971.6266999999, 1101297.9244], [484971.2315999996, 1101306.5413000006], [484968.0215999996, 1101306.5025999993], [484967.63489999995, 1101312.9999000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
162,176,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[484998.5946000004, 1101313.6993000004], [485002.1956000002, 1101313.7793000005], [485002.3057000004, 1101308.9978999998], [485003.4961000001, 1101309.0278999992], [485003.3959999997, 1101313.8793000001], [485007.1671000002, 1101313.9594], [485007.43730000034, 1101301.7457999997], [484998.8646999998, 1101301.5557000004], [484998.5946000004, 1101313.6993000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
163,177,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[485020.2857999997, 1101300.7908999994], [485014.57189999986, 1101300.4756000005], [485014.31570000015, 1101307.726399999], [485020.12820000015, 1101307.9430999998], [485020.2857999997, 1101300.7908999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
164,178,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[485020.8707999997, 1101308.1040000003], [485029.62370000035, 1101308.4273000006], [485029.59580000024, 1101303.1416999996], [485021.0979000004, 1101302.7197999991], [485020.8707999997, 1101308.1040000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
165,179,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[485030.8613999998, 1101302.7800999992], [485028.9327999996, 1101313.6283999998], [485039.7209000001, 1101315.557], [485040.08249999955, 1101313.5078999996], [485045.5066999998, 1101314.6530000009], [485046.8929000003, 1101307.4207000006], [485041.22759999987, 1101306.3358999994], [485041.5290000001, 1101304.7085999995], [485030.8613999998, 1101302.7800999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
166,180,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[484952.38769999985, 1101285.9187000003], [485002.95189999975, 1101284.5887000002], [485003.0230999999, 1101277.8136999998], [484952.3569, 1101278.9603000004], [484952.38769999985, 1101285.9187000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
167,181,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[485012.5701000001, 1101278.3131000008], [485012.83079999965, 1101286.9154000003], [485020.36870000046, 1101286.7851], [485020.23840000015, 1101278.1827000007], [485012.5701000001, 1101278.3131000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
168,182,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[485036.34609999973, 1101283.2810999993], [485035.84449999966, 1101289.3454], [485039.33050000016, 1101289.6813999992], [485039.41449999996, 1101288.7574000005], [485045.2944, 1101289.4083999991], [485045.71690000035, 1101285.4081999995], [485039.89749999996, 1101284.7884999998], [485039.96050000004, 1101283.6964999996], [485036.34609999973, 1101283.2810999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
169,183,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,OFICINAS ADMINISTRATIVAS,9, ,"{'rings': [[[484829.24760000035, 1101232.7855999991], [484825.46270000003, 1101258.9887000006], [484834.4154000003, 1101260.7356000002], [484839.1464999998, 1101234.4596999995], [484829.24760000035, 1101232.7855999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
170,184,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),SERVICIO FITOSANITARIO DEL ESTADO,SERVICIO FITOSANITARIO,INVERNADEROS DE DIAGNÓSTICO,9, ,"{'rings': [[[484849.9297000002, 1101240.6224000007], [484847.77699999977, 1101252.8682000004], [484842.76300000027, 1101251.8598999996], [484841.2876000004, 1101259.9912999999], [484859.3037999999, 1101263.5134999994], [484862.35830000043, 1101242.8587999996], [484849.9297000002, 1101240.6224000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
171,185,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),SERVICIO FITOSANITARIO DEL ESTADO,SERVICIO FITOSANITARIO,OFICINAS ADMINISTRATIVAS,9, ,"{'rings': [[[484990.82930000033, 1101254.5462999996], [485037.1785000004, 1101257.8008999992], [485038.35589999985, 1101246.1949000005], [485030.28220000025, 1101245.5781999994], [485030.11400000006, 1101246.9799000006], [485013.74230000004, 1101246.082800001], [485013.6863000002, 1101248.1011999995], [484991.46389999986, 1101246.7200000007], [484990.82930000033, 1101254.5462999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
172,186,GOBIERNO,GOBIERNO CENTRAL (MH),GOBIERNO CENTRAL (MH),DIRECCIÓN GENERAL DE AVIACIÓN CIVIL,DIRECCIÓN DE AVIACIÓN CIVIL,OFICINAS ADMINISTRATIVAS,9, ,"{'rings': [[[484792.74370000046, 1101210.548800001], [484788.7775999997, 1101210.507099999], [484788.94460000005, 1101223.8247999996], [484812.9916000003, 1101223.8247999996], [484812.82459999993, 1101205.2467999998], [484793.32459999993, 1101205.4584], [484792.74370000046, 1101210.548800001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
173,187,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),COMISIÓN NACIONAL DE PREVENCIÓN DE RIESGOS Y ATENCIÓN DE EMERGENCIAS,CNE,BODEGA,9, ,"{'rings': [[[484768.34970000014, 1101235.6298999991], [484767.2494999999, 1101235.6849000007], [484765.4890999999, 1101237.5000999998], [484765.4502999997, 1101237.7983], [484761.5557000004, 1101237.5447000004], [484761.16509999987, 1101241.6565000005], [484757.69409999996, 1101241.4562999997], [484757.6540999999, 1101242.0565000009], [484752.0208999999, 1101241.7453000005], [484751.5541000003, 1101249.8133000005], [484757.6218999997, 1101249.8798999991], [484757.7550999997, 1101253.013699999], [484773.8387000002, 1101254.0501000006], [484773.6911000004, 1101256.4811000004], [484781.3208999997, 1101257.1110999994], [484781.48110000044, 1101252.4496999998], [484775.0245000003, 1101252.0802999996], [484775.89130000025, 1101238.4781], [484768.29470000044, 1101237.7203000002], [484768.34970000014, 1101235.6298999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
174,188,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),CONSEJO NACIONAL DE LA PERSONA ADULTA  MAYOR,CONAPAM,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[492565.67590000015, 1098103.6866999995], [492579.1453999998, 1098112.4936999995], [492584.37679999974, 1098104.1808000002], [492583.37349999975, 1098103.4641999993], [492586.52660000045, 1098098.3761999998], [492583.2511999998, 1098096.3824000005], [492580.4353, 1098096.2980000004], [492579.00210000016, 1098099.1645], [492571.6924999999, 1098094.1480999999], [492565.67590000015, 1098103.6866999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
175,189,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),CONSEJO NACIONAL DE LA PERSONA ADULTA  MAYOR,CONAPAM,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[492579.1453999998, 1098112.4936999995], [492565.67590000015, 1098103.6866999995], [492562.87799999956, 1098108.1223000009], [492562.51970000006, 1098107.8355999999], [492560.0455, 1098112.1655000001], [492565.3861999996, 1098115.5034999996], [492569.9818000002, 1098125.8436999992], [492579.1453999998, 1098112.4936999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
176,191,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,COMPAÑÍA NACIONAL DE FUERZA Y LUZ S.A.,CNFL,OFICINAS ADMINISTRATIVAS,7, ,"{'rings': [[[489887.8491000002, 1099998.9408999998], [489897.94240000006, 1099996.9121000003], [489902.06989999954, 1099999.6108999997], [489904.6310999999, 1099995.9334999993], [489905.58359999955, 1099996.5050000008], [489907.10759999976, 1099994.4942000005], [489901.9852, 1099991.4462000001], [489903.7631999999, 1099988.4405000005], [489903.7421000004, 1099987.8055000007], [489903.5515999999, 1099987.2974999994], [489903.1917000003, 1099986.7259999998], [489902.7895999998, 1099986.4507999998], [489902.3026999999, 1099986.3027], [489901.62540000025, 1099986.2815000005], [489900.9480999997, 1099986.3450000007], [489899.76269999985, 1099987.8055000007], [489897.79420000035, 1099986.6202000007], [489885.6869000001, 1099988.9908000007], [489887.8491000002, 1099998.9408999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
177,192,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),DIRECCIÓN GENERAL DE AVIACIÓN CIVIL,AVIACIÓN CIVIL,OFICINAS ADMINISTRATIVAS,7, ,"{'rings': [[[487334.2960000001, 1100978.1404], [487337.8016999997, 1100973.7748000007], [487344.2178999996, 1100978.4049999993], [487344.97640000004, 1100977.4902999997], [487343.9045000002, 1100976.7332000006], [487347.6350999996, 1100970.5419999994], [487343.8077999996, 1100967.6231999993], [487353.2845999999, 1100954.5576000009], [487327.83210000023, 1100935.8056000005], [487319.87849999964, 1100929.9458000008], [487295.91449999996, 1100963.3063999992], [487304.16110000014, 1100969.3625000007], [487305.0105999997, 1100969.986300001], [487304.53440000024, 1100970.7800999992], [487329.7337999996, 1100987.8323], [487335.3542999998, 1100978.8680000007], [487334.2960000001, 1100978.1404]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
178,193,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),CONSEJO TÉCNICO DE AVIACIÓN CIVIL,CONSEJO TÉCNICO DE AVIACIÓN CIVIL,OFICINAS ADMINISTRATIVAS,7, ,"{'rings': [[[487371.93479999993, 1100968.0004999992], [487353.2845999999, 1100954.5576000009], [487343.8077999996, 1100967.6231999993], [487347.6350999996, 1100970.5419999994], [487363.1133000003, 1100981.178200001], [487371.93479999993, 1100968.0004999992]], [[487356.60450000037, 1100985.7026000004], [487344.97640000004, 1100977.4902999997], [487344.2178999996, 1100978.4049999993], [487337.8016999997, 1100973.7748000007], [487334.2960000001, 1100978.1404], [487335.3542999998, 1100978.8680000007], [487329.7337999996, 1100987.8323], [487346.7620000001, 1100999.3551000003], [487356.60450000037, 1100985.7026000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
179,194,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),CONSEJO DE TRANSPORTE PÚBLICO,CTP,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[491288.6835000003, 1097524.4273000006], [491294.62689999957, 1097562.1371999998], [491312.06149999984, 1097560.8131000008], [491305.39180000033, 1097523.0813999996], [491288.6835000003, 1097524.4273000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
180,195,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES,FONDO DE DESAR. SOCIAL Y ASIG. FAMILIARES,OFICINAS ADMINISTRATIVAS,1, ,"{'rings': [[[491561.25090000033, 1098933.0276999995], [491558.2271999996, 1098933.3146000002], [491560.0223000003, 1098958.5111999996], [491572.9285000004, 1098957.5917000007], [491574.06319999974, 1098954.9447000008], [491589.1458999999, 1098953.9894999992], [491587.0454000002, 1098924.6894000005], [491560.9863, 1098929.1647999994], [491561.25090000033, 1098933.0276999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
181,196,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),FONDO NACIONAL DE BECAS,FONDO NACIONAL DE BECAS,OFICINAS ADMINISTRATIVAS,4, ,"{'rings': [[[491925.55590000004, 1097864.3673999999], [491926.44049999956, 1097885.671599999], [491956.9378000004, 1097882.8001000006], [491955.71190000046, 1097862.6853999998], [491943.72860000003, 1097864.0569000002], [491945.0795, 1097883.2662000004], [491943.56439999957, 1097883.4104999993], [491943.3479000004, 1097880.5243999995], [491939.091, 1097880.9573], [491939.37959999964, 1097883.9155000001], [491937.86450000014, 1097883.9155000001], [491937.64800000004, 1097881.173800001], [491935.8443, 1097881.3902000003], [491934.6074999999, 1097865.1513999999], [491933.98900000006, 1097863.6177999992], [491925.55590000004, 1097864.3673999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
182,197,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),DIRECCIÓN GENERAL DE MIGRACIÓN Y EXTRANJERÍA DE COSTA RICA,MIGRACIÓN Y EXTRANJERÍA,OFICINAS CENTRALES,7, ,"{'rings': [[[487340.8836000003, 1101075.5288999993], [487346.0694000004, 1101071.0204000007], [487342.6457000002, 1101067.3801000006], [487349.6836000001, 1101059.8395000007], [487346.5137, 1101057.3386000004], [487363.34779999964, 1101038.5200999994], [487348.6303000003, 1101025.323999999], [487334.36760000046, 1101040.8572000004], [487331.1264000004, 1101044.6275999993], [487332.7801000001, 1101046.2811999992], [487325.9008999998, 1101052.9619999994], [487323.4534999998, 1101050.5145999994], [487334.30150000006, 1101039.0052000005], [487333.8383999998, 1101038.6744], [487336.7489, 1101035.6316999998], [487324.57799999975, 1101024.6514999997], [487321.40299999993, 1101027.7602999993], [487320.8738000002, 1101027.4957999997], [487306.5862999996, 1101043.0401000008], [487305.16530000046, 1101041.7256000005], [487303.94049999956, 1101040.5927000009], [487332.7801000001, 1101009.6362999994], [487333.70610000007, 1101010.364], [487331.0603, 1101013.6712999996], [487344.2232999997, 1101024.5853000004], [487345.34779999964, 1101023.2623999994], [487346.4062000001, 1101023.9900000002], [487352.6900000004, 1101016.9784999993], [487333.6786000002, 1101001.3626000006], [487334.4753999999, 1101000.2336999997], [487334.4291000003, 1101000.2008999996], [487281.39410000015, 1100962.6469], [487250.8272000002, 1100995.3274000008], [487245.1122000003, 1100990.5648999996], [487250.35089999996, 1100984.5324000008], [487248.04899999965, 1100982.5480000004], [487238.30370000005, 1100993.7202000003], [487247.0541000003, 1101001.6281000003], [487283.5460000001, 1101034.6061000004], [487285.54059999995, 1101031.7553000003], [487287.8689000001, 1101034.0835999995], [487285.99149999954, 1101036.8160999995], [487295.28270000033, 1101045.2127], [487297.49980000034, 1101042.6560999993], [487299.9338999996, 1101044.6669999994], [487301.6802000003, 1101042.7091000006], [487303.16029999964, 1101043.922700001], [487304.32600000035, 1101044.8786999993], [487303.4793999996, 1101045.9899000004], [487319.3543999996, 1101059.9598999992], [487335.8671000004, 1101074.1108], [487337.6026999997, 1101072.4597999994], [487340.8836000003, 1101075.5288999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
183,198,GOBIERNO,ÓRGANO DESCONCENTRADO (MH),ÓRGANOS DESCONCENTRADOS (MH),IMPRENTA NACIONAL DE COSTA RICA,IMPRENTA NACIONAL,OFICINAS ADMINISTRATIVAS,7, ,"{'rings': [[[488238.1528000003, 1100300.2080000006], [488236.3272000002, 1100295.2469999995], [488258.75069999974, 1100286.6348], [488259.18730000034, 1100287.5475999992], [488265.3388, 1100285.325099999], [488265.6166000003, 1100286.3172999993], [488266.8147999998, 1100285.8816], [488271.7285000002, 1100284.0947999991], [488271.2522999998, 1100282.9439000003], [488274.8241999997, 1100281.5548], [488274.5462999996, 1100280.5229000002], [488277.40390000027, 1100279.4514000006], [488278.23730000015, 1100281.5151000004], [488289.5878999997, 1100277.1892000008], [488289.0323000001, 1100275.6809999999], [488290.5007999996, 1100275.046], [488289.3894999996, 1100271.7917], [488292.84360000025, 1100270.416099999], [488289.78089999966, 1100262.1911999993], [488280.6842, 1100237.7612999994], [488279.94020000007, 1100238.047700001], [488264.30700000003, 1100196.5518999994], [488259.1079000002, 1100198.4569000006], [488257.4807000002, 1100194.4485], [488246.05069999956, 1100198.6554000005], [488247.55879999977, 1100202.9416000005], [488236.8180999998, 1100207.0304000005], [488233.5888, 1100208.2598], [488231.7631000001, 1100203.695699999], [488208.34750000015, 1100212.5856999997], [488210.0937000001, 1100217.0703999996], [488203.0312000001, 1100219.7860000003], [488232.23390000034, 1100297.137599999], [488232.99349999987, 1100296.8344999999], [488234.7396999998, 1100301.4780000001], [488238.1528000003, 1100300.2080000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
184,199,GOBIERNO,INSTITUCIÓN SEMIAUTONOMA,SECTOR PÚBLICO DESCENTRALIZADO,COMISIÓN NACIONAL DE ASUNTOS INDÍGENAS,COMISIÓN NAC. DE ASUNTOS INDÍGENAS,OFICINA NACIONAL DE SEMILLAS,4, ,"{'rings': [[[492504.18489999976, 1098030.4168999996], [492515.4056000002, 1098030.0855], [492514.72080000024, 1098013.8992999997], [492516.21559999976, 1098013.8992999997], [492516.21559999976, 1098014.4805999994], [492517.90589999966, 1098014.6415999997], [492517.9594999999, 1098014.6467000004], [492518.6238000002, 1098029.5111999996], [492519.28809999954, 1098029.428200001], [492519.2899000002, 1098029.4331], [492521.13709999993, 1098029.3012000006], [492521.2138, 1098029.2957000006], [492521.2138, 1098033.5703999996], [492520.3728, 1098033.8507000003], [492520.44290000014, 1098036.2334000003], [492517.77990000043, 1098036.3035000004], [492518.86039999966, 1098060.8761], [492518.8661000002, 1098061.0058999993], [492530.2664000001, 1098060.4294000007], [492531.33999999985, 1098060.3751999997], [492530.6617999999, 1098045.2282999996], [492529.9266999997, 1098028.8127999995], [492529.7622999996, 1098025.1407999992], [492529.15670000017, 1098011.615700001], [492529.0274, 1098008.7279000003], [492529.0075000003, 1098008.2926000003], [492528.91199999955, 1098006.2014000006], [492525.32969999965, 1098006.3772], [492525.2937000003, 1098008.4123999998], [492522.5268000001, 1098008.5015999991], [492522.60979999974, 1098009.9964000005], [492517.9594999999, 1098010.3285000008], [492517.9594999999, 1098010.9651999995], [492514.47169999965, 1098011.159], [492514.47169999965, 1098010.5777000003], [492509.9874, 1098010.7436999995], [492510.1535, 1098009.2489999998], [492503.38040000014, 1098009.5467000008], [492504.18489999976, 1098030.4168999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
185,200,GOBIERNO,ENTE PÚBLICO NO ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,ENTE COSTARRICENSE DE ACREDITACIÓN,ENTE COSTARR. DE ACREDITACIÓN,OFICINAS ADMINISTRATIVAS,9, ,"{'rings': [[[487438.67590000015, 1099483.3642999995], [487444.49849999975, 1099488.6577000003], [487446.1489000004, 1099487.0570999999], [487447.44930000044, 1099488.2074999996], [487449.6599000003, 1099485.6467000004], [487460.65309999976, 1099495.6699], [487461.92349999957, 1099496.8201000001], [487465.49170000013, 1099492.8246999998], [487470.4961000001, 1099487.1873000003], [487473.09229999967, 1099489.3417000007], [487476.8953, 1099485.2007], [487473.48709999956, 1099482.1359], [487483.13989999983, 1099471.6528999992], [487480.8992999997, 1099469.2920999993], [487484.7905000001, 1099465.2208999991], [487478.8487, 1099459.9493000004], [487475.2877000002, 1099463.8705000002], [487469.5761000002, 1099458.9491000008], [487466.42509999964, 1099462.4398999996], [487465.83490000013, 1099461.9099000003], [487465.03050000034, 1099461.0151000004], [487464.98929999955, 1099461.0506999996], [487460.2581000002, 1099465.1164999995], [487458.7078999998, 1099466.4640999995], [487455.98170000035, 1099468.8135000002], [487452.08029999956, 1099472.1756999996], [487450.50710000005, 1099473.5317000002], [487449.70249999966, 1099474.2248999998], [487449.5535000004, 1099474.3534999993], [487441.57689999975, 1099480.9496999998], [487440.45270000026, 1099481.9645000007], [487438.71949999966, 1099483.3301], [487438.67590000015, 1099483.3642999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
186,201,GOBIERNO,OTRA ENTIDAD DE GOBIERNO LOCAL (MH),OTRAS ENTIDADES DE GOBIERNOS LOCALES (MH),FEDERACIÓN METROPOLITANA DE MUNICIPALIDADES DE SAN JOSÉ,FEDE. METROPOLITANA DE MUNICIPALIDADES DE SJ,OFICINAS ADMINISTRATIVAS,8, ,"{'rings': [[[487542.31010000035, 1098515.1722], [487546.0100999996, 1098503.1722], [487555.75009999983, 1098506.0822], [487556.73670000024, 1098503.0210999995], [487561.93010000046, 1098486.8421999998], [487557.68489999976, 1098485.4930000007], [487556.9001000002, 1098487.9622000009], [487545.5900999997, 1098484.3521999996], [487544.74010000005, 1098487.1522000004], [487537.47009999957, 1098510.9222], [487542.31010000035, 1098515.1722]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
187,202,GOBIERNO,OTRA ENTIDAD DE GOBIERNO LOCAL (MH),OTRAS ENTIDADES DE GOBIERNOS LOCALES (MH),UNIÓN NACIONAL DE GOBIERNOS LOCALES,UNIÓN NAC. DE GOBIERNOS LOCALES,OFICINAS ADMINISTRATIVAS,8, ,"{'rings': [[[489142.4101, 1098200.3698999994], [489143.04360000044, 1098208.8548000008], [489143.3548999997, 1098213.0251000002], [489143.4785000002, 1098214.6799999997], [489144.53670000006, 1098225.3544999994], [489144.68010000046, 1098226.7898999993], [489144.7801000001, 1098227.8099000007], [489144.8800999997, 1098228.8299000002], [489145.9801000003, 1098239.7199000008], [489146.1974999998, 1098241.9431999996], [489147.97009999957, 1098241.7698999997], [489148.12009999994, 1098243.1499000005], [489155.0100999996, 1098242.3798999991], [489149.3800999997, 1098199.7898999993], [489142.4101, 1098200.3698999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
188,203,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,COMPAÑÍA NACIONAL DE FUERZA Y LUZ S.A.,CNFL,SUCURSAL METROPOLITANA,4, ,"{'rings': [[[491300.85479999986, 1098036.1010999996], [491303.71910000034, 1098062.7539000008], [491324.11679999996, 1098061.8597], [491322.7412999999, 1098034.4474], [491300.85479999986, 1098036.1010999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
