,OBJECTID,NOMBRE,ABREVIADO,CATEGORIA,SUBCATEGOR,PROPIETARIO,ID_DISTRITO,SHAPE
44,45,SUPERMERCADO 24/7 SAN FRANCISCO DE DOS RÍOS,SUPER 24/7,COMERCIAL,SUPERMERCADO,PRIVADO,6,"{'rings': [[[494269.4296000004, 1095633.5368000008], [494269.4748999998, 1095625.9111000001], [494269.6189000001, 1095601.6395999994], [494259.76180000044, 1095601.4365999997], [494259.5422, 1095605.6817000005], [494256.39499999955, 1095605.6817000005], [494256.39499999955, 1095616.2213000003], [494256.9073000001, 1095616.3675999995], [494256.9073000001, 1095618.7097999994], [494258.37119999994, 1095619.5149000008], [494258.63989999983, 1095625.695699999], [494258.73709999956, 1095627.9319000002], [494256.8332000002, 1095627.8366999999], [494257.1462000003, 1095630.1097], [494257.1771, 1095630.5277999993], [494257.2851, 1095631.0758999996], [494257.41309999954, 1095631.4749999996], [494257.5851999996, 1095631.8573000003], [494257.7747999998, 1095632.1917000003], [494257.97640000004, 1095632.4771999996], [494258.2246000003, 1095632.7706000004], [494258.5273000002, 1095633.0605999995], [494258.8861999996, 1095633.3388], [494259.2439000001, 1095633.5574999992], [494259.6551000001, 1095633.7500999998], [494260.08499999996, 1095633.8962999992], [494260.45990000013, 1095633.9812000003], [494260.9112, 1095634.0321999993], [494261.4001000002, 1095634.0330999997], [494261.8164999997, 1095633.985200001], [494262.1584999999, 1095633.9132000003], [494269.4296000004, 1095633.5368000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
45,46,SUPERMERCADO HOMMEX SAN FRANCISCO DE DOS RÍOS,SUPER HOMMEX,COMERCIAL,SUPERMERCADO,PRIVADO,6,"{'rings': [[[494389.28280000016, 1095326.4642999992], [494434.375, 1095347.5866999999], [494435.9247000003, 1095344.9099000003], [494433.10699999984, 1095344.3463000003], [494438.7423999999, 1095334.7662000004], [494434.79760000017, 1095333.3574], [494438.9919999996, 1095325.8076000009], [494398.44959999993, 1095306.5894000009], [494389.28280000016, 1095326.4642999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
46,47,SUPERMERCADO MEGASUPER EL BOSQUE,MEGASUPER,COMERCIAL,SUPERMERCADO,PRIVADO,6,"{'rings': [[[493756.4349999996, 1095439.2683000006], [493764.35840000026, 1095440.0116000008], [493765.31070000026, 1095439.9575999994], [493766.52749999985, 1095439.7446999997], [493767.5321000004, 1095439.1616999991], [493768.3250000002, 1095438.3672000002], [493769.06429999974, 1095437.0436000004], [493769.3805999998, 1095435.9321999997], [493769.3786000004, 1095433.9745000005], [493770.0354000004, 1095415.1224000007], [493767.94799999986, 1095415.0769999996], [493756.80510000046, 1095414.8344], [493756.4968999997, 1095435.1846999992], [493756.4349999996, 1095439.2683000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
47,48,SUPERMERCADO PALÍ BARRIO MAALOT,PALÍ,COMERCIAL,SUPERMERCADO,PRIVADO,6,"{'rings': [[[492635.8432, 1095475.7181000002], [492631.8520999998, 1095446.8589999992], [492625.03309999965, 1095447.7784000002], [492624.3345999997, 1095443.5875000004], [492612.58499999996, 1095445.2795000002], [492613.05700000003, 1095449.1227000002], [492603.15390000027, 1095450.4886000007], [492600.58719999995, 1095459.2774999999], [492598.2280000001, 1095467.355799999], [492606.21829999983, 1095466.2246000003], [492608.42090000026, 1095476.0011], [492608.9534999998, 1095479.8727000002], [492635.8432, 1095475.7181000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
48,49,SUPERMERCADO AMPM URUCA,AMPM,COMERCIAL,SUPERMERCADO,PRIVADO,7,"{'rings': [[[489849.1936999997, 1099959.7068000007], [489848.87320000026, 1099936.5366999991], [489844.5075000003, 1099936.5366999991], [489844.5075000003, 1099933.8378999997], [489822.3838999998, 1099934.1067999993], [489823.2428000001, 1099964.9957999997], [489849.1936999997, 1099959.7068000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
49,50,SUPERMERCADO COLORES NÚMERO 1,SUPER COLORES NO. 1,COMERCIAL,SUPERMERCADO,PRIVADO,7,"{'rings': [[[486887.9960000003, 1100829.034], [486879.8716000002, 1100821.208900001], [486873.08499999996, 1100826.288899999], [486874.9900000002, 1100828.7098999992], [486873.44269999955, 1100829.9054000005], [486884.0412999997, 1100843.4343999997], [486886.2100999998, 1100846.2028], [486895.5493000001, 1100838.8080000002], [486887.9960000003, 1100829.034]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
50,51,CENTRO COMERCIAL PLAZA URUKA,PLAZA URUKA,COMERCIAL,CENTRO COMERCIAL,PRIVADO,7,"{'rings': [[[486926.0931000002, 1101063.0661999993], [486916.71729999967, 1101051.6645], [486938.62480000034, 1101035.2338999994], [486939.73610000033, 1101036.5039000008], [486943.8239000002, 1101033.4081999995], [486939.5773, 1101027.8916999996], [486940.58939999994, 1101027.1044999994], [486939.00189999957, 1101024.8555999994], [486937.81120000035, 1101025.6162], [486931.13049999997, 1101016.6204000004], [486926.9302000003, 1101019.9607999995], [486925.3191999998, 1101017.7959000003], [486917.9062000001, 1101023.6097999997], [486908.72190000024, 1101030.8128999993], [486899.1710000001, 1101038.3034000006], [486897.9006000003, 1101039.299900001], [486889.86760000046, 1101045.5205000006], [486880.31709999964, 1101052.9162000008], [486871.3172000004, 1101059.8857000005], [486862.0563000003, 1101067.0571999997], [486882.64279999956, 1101092.5401000008], [486892.0619999999, 1101085.7402999997], [486891.26829999965, 1101084.7084], [486893.6495000003, 1101082.8034000006], [486892.3002000004, 1101080.8983999994], [486896.4276999999, 1101077.5646000002], [486892.3794999998, 1101072.5639999993], [486887.8498999998, 1101075.2732999995], [486887.3735999996, 1101074.7177000009], [486891.2100999998, 1101071.8337999992], [486890.78670000006, 1101071.2251999993], [486911.1266000001, 1101055.9322999995], [486914.50009999983, 1101060.0332999993], [486915.52529999986, 1101059.2726000007], [486919.59329999983, 1101064.8289], [486921.8753000004, 1101063.2744999994], [486923.33490000013, 1101065.1432000007], [486926.0931000002, 1101063.0661999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
51,52,CENTRO COMERCIAL MULTICENTRO SABANA,MULTICENTRO SABANA,COMERCIAL,CENTRO COMERCIAL,PRIVADO,8,"{'rings': [[[487857.29009999987, 1098656.9222], [487861.54009999987, 1098649.542199999], [487860.0301000001, 1098643.8922000006], [487863.0100999996, 1098638.8621999994], [487862.8201000001, 1098638.0921999998], [487866.5701000001, 1098637.042199999], [487870.9001000002, 1098629.1722], [487868.5100999996, 1098628.0221999995], [487867.5201000003, 1098624.8022000007], [487866.13069999963, 1098625.2144000009], [487853.2569000004, 1098629.0336000007], [487844.2301000003, 1098631.7122000009], [487845.42009999976, 1098635.7621999998], [487847.3300999999, 1098642.292199999], [487851.7301000003, 1098657.3122000005], [487852.6501000002, 1098657.0722000003], [487853.97009999957, 1098657.7522], [487857.29009999987, 1098656.9222]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
52,53,SUPERMERCADO Y LICORERA SABANA DE ORO,SUPER Y LIC. SABANA DE ORO,COMERCIAL,CENTRO COMERCIAL,PRIVADO,8,"{'rings': [[[488635.00009999983, 1098056.6021999996], [488626.2801000001, 1097999.7821999993], [488623.9801000003, 1098000.1322000008], [488623.85390000045, 1097999.3332000002], [488614.74010000005, 1098000.7721999995], [488599.1031999998, 1098003.2028], [488590.06010000035, 1098004.5622000005], [488589.9101, 1098003.6322000008], [488559.72009999957, 1098008.2721999995], [488543.7001, 1098010.7322000004], [488532.8400999997, 1098012.3922000006], [488532.9056000002, 1098012.8003000002], [488532.9696000004, 1098013.2084999997], [488541.5206000004, 1098068.9571000002], [488541.5851999996, 1098069.3652999997], [488541.8800999997, 1098071.2821999993], [488598.53839999996, 1098062.1921999995], [488607.7461000001, 1098060.6991000008], [488635.00009999983, 1098056.6021999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
53,54,SUPERMERCADO AMPM SABANA SUR,AMPM,COMERCIAL,SUPERMERCADO,PRIVADO,8,"{'rings': [[[488658.08210000023, 1098271.1778999995], [488652.1612999998, 1098271.8184999991], [488641.43010000046, 1098272.9793999996], [488643.59889999963, 1098291.0096000005], [488656.2829, 1098289.6505999994], [488659.78589999955, 1098288.0086000003], [488658.08210000023, 1098271.1778999995]], [[488653.61899999995, 1098271.6455000006], [488658.08210000023, 1098271.1778999995], [488657.6672, 1098267.5179999992], [488653.2221999997, 1098268.0735999998], [488653.61899999995, 1098271.6455000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
54,55,SUPERMERCADO PALÍ NUNCIATURA,PALÍ,COMERCIAL,SUPERMERCADO,PRIVADO,8,"{'rings': [[[487557.76180000044, 1098786.9694999997], [487545.4117999999, 1098760.7895], [487531.1568, 1098760.5044999998], [487516.89180000033, 1098760.2194999997], [487518.68180000037, 1098764.079500001], [487534.30179999955, 1098797.9594999999], [487557.76180000044, 1098786.9694999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
55,56,SUPERMERCADO EL GALERÓN DE LAS OFERTAS PAVAS,SUPER EL GALERÓN DE LAS OFERTAS,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[486043.98340000026, 1099134.6903000008], [486043.85759999976, 1099140.2952999994], [486048.74459999986, 1099140.480799999], [486047.62849999964, 1099171.1545000002], [486038.07239999995, 1099170.8220000006], [486037.7514000004, 1099180.8675999995], [486047.2483000001, 1099181.5175], [486046.9582000002, 1099189.2398000006], [486059.9620000003, 1099189.7200000007], [486059.31180000026, 1099200.6732], [486077.2670999998, 1099201.3736000005], [486077.78729999997, 1099190.3703000005], [486089.9308000002, 1099190.8055000007], [486092.4977000002, 1099136.9074000008], [486079.52610000037, 1099135.9838999994], [486043.98340000026, 1099134.6903000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
56,57,CENTRO COMERCIAL PLAZA DEL OESTE,PLAZA DEL OESTE,COMERCIAL,CENTRO COMERCIAL,PRIVADO,9,"{'rings': [[[486368.4121000003, 1099318.2101000007], [486397.3607000001, 1099311.8082999997], [486396.6807000004, 1099308.4973000009], [486403.5926999999, 1099306.9068999998], [486403.63269999996, 1099306.8969], [486402.83249999955, 1099303.7460999992], [486426.73950000014, 1099298.5247000009], [486429.96050000004, 1099297.8243000004], [486428.55009999964, 1099291.3725000005], [486427.14969999995, 1099284.9107000008], [486432.5812999997, 1099283.5403000005], [486431.47109999973, 1099278.5187], [486426.2297, 1099254.9016999993], [486422.3384999996, 1099251.8008999992], [486415.96669999976, 1099253.2612999994], [486415.60649999976, 1099251.0704999994], [486412.20550000016, 1099251.9107000008], [486412.7056999998, 1099254.011499999], [486411.53529999964, 1099254.2715000007], [486410.81510000024, 1099251.3906999994], [486403.65309999976, 1099252.9911000002], [486403.9930999996, 1099254.7514999993], [486399.8718999997, 1099255.6318999995], [486399.6819000002, 1099254.6415], [486395.7807, 1099255.4916999992], [486395.5906999996, 1099254.4114999995], [486390.8992999997, 1099255.4517], [486391.4994999999, 1099257.9023000002], [486386.02770000044, 1099258.9026999995], [486385.4276999999, 1099255.6017000005], [486358.7896999996, 1099261.5033], [486357.4792999998, 1099261.793299999], [486350.1671000002, 1099263.4136999995], [486350.24729999993, 1099263.7737000007], [486350.9572999999, 1099267.0949000008], [486350.5673000002, 1099267.1746999994], [486354.5683000004, 1099285.520300001], [486354.9184999997, 1099285.4503000006], [486355.67870000005, 1099288.9212999996], [486390.6590999998, 1099280.9990999997], [486391.9693, 1099287.2311000004], [486363.0406999998, 1099293.6927000005], [486363.68090000004, 1099297.2039], [486363.35089999996, 1099297.2737000007], [486367.0318999998, 1099314.458900001], [486367.5619000001, 1099314.3388999999], [486368.4121000003, 1099318.2101000007]], [[486369.81039999984, 1099283.9476999994], [486357.0229000002, 1099286.7382999994], [486356.0229000002, 1099282.3827], [486368.8370000003, 1099279.5569000002], [486369.81039999984, 1099283.9476999994]], [[486334.7522999998, 1099302.7548999991], [486330.6189000001, 1099294.7463000007], [486317.88069999963, 1099303.3045000006], [486322.27529999986, 1099320.793299999], [486326.6328999996, 1099319.6947000008], [486324.4187000003, 1099309.2873], [486334.7522999998, 1099302.7548999991]], [[486380.15249999985, 1099289.1303000003], [486379.1804999998, 1099284.0271000005], [486373.53729999997, 1099285.2961], [486374.6712999996, 1099290.4263000004], [486380.15249999985, 1099289.1303000003]], [[486390.0081000002, 1099286.5381000005], [486389.0091000004, 1099281.8938999996], [486384.01389999967, 1099282.9738999996], [486385.12090000045, 1099287.6183000002], [486390.0081000002, 1099286.5381000005]], [[486364.78330000024, 1099292.2820999995], [486363.80989999976, 1099287.8913000003], [486359.1979, 1099288.9973000009], [486360.1979, 1099293.3529000003], [486364.78330000024, 1099292.2820999995]], [[486330.82490000036, 1099246.0041000005], [486326.6545000002, 1099245.8458999991], [486326.5834999997, 1099248.0584999993], [486330.8054999998, 1099248.2983], [486330.82490000036, 1099246.0041000005]], [[486337.4168999996, 1099306.5672999993], [486336.38350000046, 1099304.2643], [486333.9625000004, 1099305.4748999998], [486334.9369000001, 1099307.8072999995], [486337.4168999996, 1099306.5672999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
57,58,SUPERMERCADO AMPM PAVAS,AMPM,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[486196.4572999999, 1099438.3765999991], [486194.2461000001, 1099438.1555000003], [486192.20079999976, 1099438.2107999995], [486188.4715, 1099439.8723000009], [486177.2547000004, 1099444.8697999995], [486171.36089999974, 1099447.4975000005], [486177.8284999998, 1099462.2567999996], [486173.2149, 1099464.2583000008], [486176.34810000006, 1099471.2283999994], [486179.7273000004, 1099469.7808999997], [486186.34300000034, 1099466.9471000005], [486193.73890000023, 1099463.7007999998], [486197.16000000015, 1099462.1991000008], [486198.0806999998, 1099461.795], [486204.02890000027, 1099459.2130999994], [486202.37200000044, 1099455.5128000006], [486208.59169999976, 1099452.4844000004], [486204.23979999963, 1099442.6382], [486203.7940999996, 1099441.6298999991], [486202.5931000002, 1099440.6429999992], [486201.6289999997, 1099440.1368000004], [486199.99509999994, 1099439.2058000006], [486198.17090000026, 1099438.6530000009], [486196.4572999999, 1099438.3765999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
58,59,SUPERMERCADO PALÍ PAVAS,PALÍ,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[485585.9590999996, 1099649.9425000008], [485581.73280000035, 1099650.7002000008], [485581.7560999999, 1099650.8498], [485583.5530000003, 1099662.3900000006], [485587.7396, 1099661.5059999991], [485588.49980000034, 1099666.4174000006], [485611.07639999967, 1099662.9364999998], [485610.3361999998, 1099658.2652000003], [485611.23649999965, 1099658.0351], [485605.0650000004, 1099618.2533], [485610.4165000003, 1099617.6532000005], [485608.98620000016, 1099607.5201999992], [485580.12760000024, 1099612.2214000002], [485585.9590999996, 1099649.9425000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
59,60,SUPERMERCADO LA UNIÓN PAVAS,SUPER LA UNIÓN,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[484940.17250000034, 1099362.1252999995], [484939.7449000003, 1099357.9393000007], [484939.74289999995, 1099357.9200999998], [484933.4123999998, 1099358.6925000008], [484932.5203999998, 1099348.948999999], [484936.8432, 1099348.4686999992], [484937.39219999965, 1099354.9186000004], [484939.4128999999, 1099354.6895000003], [484938.3766999999, 1099344.5486999992], [484936.3995000003, 1099325.1952999998], [484928.19710000046, 1099326.0628999993], [484929.3280999996, 1099338.6604999993], [484929.6624999996, 1099342.3857000005], [484930.5173000004, 1099351.9070999995], [484930.72869999986, 1099354.2607000005], [484930.84729999956, 1099355.5811], [484931.1309000002, 1099358.7402999997], [484931.17729999963, 1099359.2573000006], [484931.7795000002, 1099365.9662999995], [484931.92530000024, 1099367.5880999994], [484932.1347000003, 1099369.9209000003], [484940.87069999985, 1099368.958900001], [484940.6889000004, 1099367.1805000007], [484940.17250000034, 1099362.1252999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
60,61,CENTRO COMERCIAL PLAZA PAVAS Y PERIMERCADO,PLAZA PAVAS,COMERCIAL,CENTRO COMERCIAL,PRIVADO,9,"{'rings': [[[484889.19240000006, 1099561.4694999997], [484889.5701000001, 1099561.6897999998], [484893.96910000034, 1099597.6815000009], [484893.5247999998, 1099598.1258000005], [484894.40529999975, 1099605.7277000006], [484926.49849999975, 1099601.8551000003], [484925.78830000013, 1099595.0166999996], [484927.6721000001, 1099595.0166999996], [484922.79169999994, 1099551.3145000003], [484888.73929999955, 1099555.3074999992], [484889.19240000006, 1099561.4694999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
61,62,SUPERMERCADO FRESH MARKET PAVAS,FRESH MARKET,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[486526.6423000004, 1100103.6472999994], [486552.0275999997, 1100116.207800001], [486553.6141999997, 1100112.6380000003], [486552.0275999997, 1100111.9438000005], [486559.4316999996, 1100096.1110999994], [486534.57519999985, 1100086.9882999994], [486526.6423000004, 1100103.6472999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
62,63,SUPERMERCADO FRESH MARKET NUNCIATURA,FRESH MARKET,COMERCIAL,SUPERMERCADO,PRIVADO,8,"{'rings': [[[487904.83970000036, 1098994.5272000004], [487929.8428999996, 1099019.3980999999], [487933.15020000003, 1099019.9273000006], [487947.43769999966, 1099005.2427999992], [487919.7887000004, 1098978.9167999998], [487904.83970000036, 1098994.5272000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
63,64,SUPERMERCADO IRWING,SUPER IRWING,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[486038.50650000013, 1100209.0128000006], [486035.9582000002, 1100184.0002999995], [486025.15869999956, 1100184.7317999993], [486027.483, 1100209.8104999997], [486038.50650000013, 1100209.0128000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
64,65,SUPERMERCADO ALICIA,SUPER ALICIA,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[486324.37430000026, 1100488.2216999996], [486324.37629999965, 1100488.2233000007], [486329.0290000001, 1100481.7436999995], [486330.85720000044, 1100482.9625000004], [486331.36390000023, 1100482.2708], [486333.12040000036, 1100483.5954999998], [486331.53000000026, 1100485.6560999993], [486333.5382000003, 1100487.1722], [486336.97699999996, 1100482.7791000009], [486321.8805999998, 1100471.3258999996], [486320.67169999983, 1100473.2557999995], [486317.4371999996, 1100470.961100001], [486311.79839999974, 1100478.4046999998], [486324.37430000026, 1100488.2216999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
65,66,SUPERMERCADO ROMA,SUPER ROMA,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[485457.52329999954, 1100445.920499999], [485456.4411000004, 1100433.7423], [485455.94770000037, 1100433.5833], [485438.70150000043, 1100435.0333999991], [485438.72979999986, 1100435.3691000007], [485439.7567999996, 1100447.5461999997], [485457.52329999954, 1100445.920499999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
66,67,KM SUPERMERCADOS PAVAS,KM SUPERMERCADOS,COMERCIAL,SUPERMERCADO,PRIVADO,9,"{'rings': [[[485224.5968000004, 1099949.4107000008], [485223.2718000002, 1099942.2095999997], [485214.74700000044, 1099945.8783], [485214.7282999996, 1099945.8863999993], [485205.2907999996, 1099949.9480000008], [485210.7555999998, 1099962.893100001], [485219.90780000016, 1099958.9389999993], [485222.12150000036, 1099955.6480999999], [485220.77410000004, 1099949.7763], [485224.5968000004, 1099949.4107000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
67,68,SUPERMERCADO EL RECUERDO NÚMERO 2,SUPER EL RECUERDO NO. 2,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[487912.4972000001, 1097222.4122000001], [487905.8384999996, 1097209.8577999994], [487904.79590000026, 1097207.892000001], [487891.7489, 1097216.7836000007], [487892.9293999998, 1097218.546], [487896.3219999997, 1097224.6272], [487898.17789999954, 1097228.5935999993], [487906.5870000003, 1097224.9869999997], [487912.4972000001, 1097222.4122000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
68,69,SUPERMERCADO UNO HATILLO 8,SUPER UNO,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[487660.77550000045, 1097619.4684999995], [487659.2940999996, 1097616.7404999994], [487656.2748999996, 1097611.8363000005], [487655.7801999999, 1097611.1528999992], [487649.6107000001, 1097614.3828999996], [487649.45270000026, 1097615.0179999992], [487653.86039999966, 1097622.6927000005], [487659.29509999976, 1097620.3190000001], [487660.77550000045, 1097619.4684999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
69,70,SUPERMERCADO MARTHA,SUPER MÁRTHA,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[488214.16750000045, 1096918.607999999], [488210.9855000004, 1096917.9044000003], [488207.9159000004, 1096917.1667999998], [488206.69880000036, 1096916.9035], [488205.21740000043, 1096917.1165999994], [488204.0541000003, 1096917.7528000008], [488203.20830000006, 1096918.4944000002], [488202.62739999965, 1096919.6590999998], [488202.3117000004, 1096921.3523999993], [488202.0758999996, 1096922.4670000002], [488212.51680000033, 1096925.0113999993], [488214.16750000045, 1096918.607999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
70,71,SUPERMERCADO LEITÓN,SUPER LEITÓN,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[488589.7533999998, 1095953.5284000002], [488573.5656000003, 1095958.8559000008], [488576.2368999999, 1095967.1657999996], [488589.2352999998, 1095962.6169000007], [488590.1341000004, 1095961.9811000004], [488590.9266999997, 1095960.9748999998], [488591.3490000004, 1095960.0220999997], [488591.45380000025, 1095958.9109000005], [488590.5510999998, 1095955.8430000003], [488589.7533999998, 1095953.5284000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
71,72,SUPERMERCADO RAFA,SUPER RAFA,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[488754.2814999996, 1096333.6644000001], [488754.5750000002, 1096334.4717999995], [488745.71270000003, 1096339.4995000008], [488750.8439999996, 1096348.4378999993], [488767.3326000003, 1096340.0607999992], [488763.1320000002, 1096330.6235000007], [488754.2814999996, 1096333.6644000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
72,73,SUPERMERCADO VILLA BONANZA,SUPER VILLA BONANZA,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[488788.54339999985, 1096431.9898000006], [488783.3099999996, 1096425.8493000008], [488767.39269999973, 1096439.1193000004], [488769.4313000003, 1096441.4927999992], [488772.8985000001, 1096445.5295000002], [488788.54339999985, 1096431.9898000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
73,74,SUPERMERCADO LA DESPENSITA,SUPER LA DESPENSITA,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[488536.9693, 1096481.7873], [488529.12710000016, 1096492.1515999995], [488523.16509999987, 1096501.7443000004], [488530.5926999999, 1096506.7268000003], [488531.3680999996, 1096505.6388000008], [488530.6710999999, 1096504.8204999994], [488533.5215999996, 1096500.5052000005], [488534.4687999999, 1096501.2884], [488544.3554999996, 1096487.4167], [488543.5524000004, 1096486.7685000002], [488537.09219999984, 1096481.8280999996], [488536.9693, 1096481.7873]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
74,75,SUPERMERCADO LAKIN DE ORIENTE,SUPER LAKIN DE ORIENTE,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[488626.7829999998, 1096705.0029000007], [488622.3547, 1096682.8660000004], [488610.7792999996, 1096685.3472000007], [488612.3898, 1096692.3083999995], [488613.93090000004, 1096698.8147999998], [488614.409, 1096700.5603999998], [488614.88800000027, 1096703.2584000006], [488615.20639999956, 1096704.2103000004], [488615.78920000046, 1096704.9506], [488616.47759999987, 1096705.5318], [488617.3247999996, 1096706.0601000004], [488618.2775999997, 1096706.4294000007], [488619.2301000003, 1096706.5341999996], [488620.60560000036, 1096706.4269999992], [488626.7829999998, 1096705.0029000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
75,76,SUPERMERCADO MEGASUPER HATILLO,MEGASUPER,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[489400.5379999997, 1096557.8204999994], [489393.22750000004, 1096538.0991999991], [489345.6528000003, 1096556.7010999992], [489357.1852000002, 1096585.5321999993], [489379.2866000002, 1096575.671599999], [489376.22640000004, 1096567.171], [489400.5379999997, 1096557.8204999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
76,77,SUPERMERCADO DANNY,SUPER DANNY,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[489199.5083999997, 1096863.6952], [489192.0541000003, 1096852.1132999994], [489184.99899999984, 1096856.4050999992], [489192.04289999977, 1096867.9065000005], [489199.5083999997, 1096863.6952]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
77,78,SUPERMERCADO EL ECONÓMICO,SUPER EL ECONÓMICO,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[489275.82100000046, 1096866.2830999997], [489273.63239999954, 1096861.3460000008], [489275.11060000025, 1096860.5716999993], [489269.25320000015, 1096850.3457999993], [489268.03199999966, 1096851.0226000007], [489262.0036000004, 1096854.3092999998], [489257.8979000002, 1096856.2466000002], [489265.7884999998, 1096871.6632000003], [489268.38740000036, 1096870.4129000008], [489270.8892999999, 1096869.2092000004], [489275.82100000046, 1096866.2830999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
78,79,SUPERMERCADO LIANG,SUPER LIANG,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[489226.62150000036, 1096955.4272000007], [489222.6534000002, 1096940.3530000001], [489218.90670000017, 1096941.2530000005], [489218.22140000015, 1096941.4397999998], [489212.3753000004, 1096943.0330999997], [489211.6107000001, 1096943.1842], [489213.6325000003, 1096952.1949000005], [489215.01159999985, 1096958.3407000005], [489226.62150000036, 1096955.4272000007]], [[489219.1989000002, 1096948.3871999998], [489214.6398, 1096949.6372999996], [489213.64269999973, 1096945.6488000005], [489217.8892000001, 1096944.3390999995], [489219.1989000002, 1096948.3871999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
79,80,SUPERMERCADO VIDA,SUPER VIDA,COMERCIAL,SUPERMERCADO,PRIVADO,10,"{'rings': [[[489345.1344999997, 1097032.7852999996], [489348.64800000004, 1097040.1144999992], [489346.6239, 1097041.0273000002], [489345.4332999997, 1097038.2491999995], [489340.39300000016, 1097040.5113999993], [489338.4347000001, 1097035.9298], [489332.2746000001, 1097038.8210000005], [489338.11230000015, 1097051.0993000008], [489344.7287999997, 1097048.1182000004], [489345.8903000001, 1097050.9388999995], [489356.8312999997, 1097045.7281], [489349.3057000004, 1097030.8275000006], [489345.1344999997, 1097032.7852999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
